Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
100,-.030151292681694,.143907830119133,3.38021777570248E-02
100.001,-3.01581062376499E-02,.143184885382652,3.38108763098717E-02
100.002,-3.01648546010256E-02,.142461717128754,3.38195264339447E-02
100.003,-.030171524733305,.141742676496506,3.38280610740185E-02
100.004,-3.01781911402941E-02,.141019061207771,3.38366068899632E-02
100.005,-3.01847569644451E-02,.140299618244171,3.38450334966183E-02
100.006,-3.01913246512413E-02,.139575555920601,3.38534712791443E-02
100.007,-.030197886750102,.138846859335899,3.38618941605091E-02
100.008,-3.02043445408344E-02,.138122349977493,3.38702201843262E-02
100.009,-3.02107166498899E-02,.137402012944221,3.38784419000149E-02
100.01,-3.02170943468809E-02,.13667705655098,3.38866598904133E-02
100.011,-3.02233602851629E-02,.135956317186356,3.38947735726833E-02
100.012,-3.02296206355095E-02,.135230928659439,3.39028835296631E-02
100.013,-3.02358344197273E-02,.134505361318588,3.39109413325787E-02
100.014,-3.02419494837523E-02,.133783951401711,3.39188985526562E-02
100.015,-.030248049646616,.133057937026024,3.39268520474434E-02
100.016,-3.02540734410286E-02,.132336124777794,3.39347124099731E-02
100.017,-3.02600730210543E-02,.131609693169594,3.39425504207611E-02
100.018,-3.02660334855318E-02,.130883067846298,.033950362354517
100.019,-3.02718859165907E-02,.130160644650459,3.39580476284027E-02
100.02,-3.02777383476496E-02,.12943360209465,3.39657291769981E-02
100.021,-3.02835647016764E-02,.128701955080032,3.39734144508839E-02
100.022,-3.02892681211233E-02,.127978891134262,3.39809469878674E-02
100.023,-3.02949510514736E-02,.127251237630844,3.39884795248508E-02
100.024,-3.03005706518888E-02,.126523405313492,3.39959561824799E-02
100.025,-3.03061064332724E-02,.125799760222435,3.40033322572708E-02
100.026,-3.03116291761398E-02,.125071540474892,3.40107046067715E-02
100.027,-3.03170960396528E-02,.12434308975935,3.40180210769176E-02
100.028,-3.03224641829729E-02,.123618878424168,3.40252369642258E-02
100.029,-.03032779507339,.122890047729015,3.40324454009533E-02
100.03,-3.03330607712269E-02,.122165448963642,3.40395644307137E-02
100.031,-3.03382892161608E-02,.12143624573946,3.40466760098934E-02
100.032,-3.03434692323208E-02,.120706826448441,3.40537242591381E-02
100.033,-.030348552390933,.119981557130814,3.40606905519962E-02
100.034,-3.03536206483841E-02,.119251795113087,3.40676493942738E-02
100.035,-3.03586479276419E-02,.11851741373539,3.40745821595192E-02
100.036,-3.03635727614164E-02,.117791697382927,3.40813919901848E-02
100.037,-3.03684584796429E-02,.117061503231525,3.40881831943989E-02
100.038,-3.03732845932245E-02,.116331025958061,3.40949222445488E-02
100.039,-3.03780175745487E-02,.115604780614376,3.41015607118607E-02
100.04,-3.03827300667763E-02,.11487390846014,3.41081954538822E-02
100.041,-3.03873587399721E-02,.114147312939167,3.41147519648075E-02
100.042,-.030391950160265,.113416083157063,3.41212749481201E-02
100.043,-3.03964931517839E-02,.112684689462185,3.41277495026588E-02
100.044,-3.04009262472391E-02,.111957564949989,3.41341271996498E-02
100.045,-.030405331403017,.111225843429565,3.41405048966408E-02
100.046,-3.04097197949886E-02,.11048948019743,3.41468751430511E-02
100.047,-3.04139796644449E-02,.109761744737625,3.41531038284302E-02
100.048,-3.04182041436434E-02,.109029479324818,3.41593138873577E-02
100.049,-3.04224099963903E-02,.108292639255524,3.41655239462852E-02
100.05,-3.04264854639769E-02,.107564508914948,3.41715924441814E-02
100.051,-3.04305367171764E-02,.106831781566143,.034177653491497
100.052,-3.04345190525055E-02,.106099113821983,3.41836586594582E-02
100.053,-3.04384082555771E-02,.105370499193668,3.41895781457424E-02
100.054,-.030442263931036,.104637145996094,3.41954715549946E-02
100.055,-3.04460395127535E-02,.103908248245716,3.42012941837311E-02
100.056,-3.04497741162777E-02,.103174708783627,3.42070907354355E-02
100.057,-3.04534435272217E-02,.102440997958183,.034212838858366
100.058,-3.04570142179728E-02,.101711593568325,3.42184901237488E-02
100.059,-3.04605904966593E-02,.100973166525364,3.42241823673248E-02
100.06,-3.04640643298626E-02,.100239008665085,3.42297665774822E-02
100.061,-3.04674673825502E-02,9.95091870427132E-02,3.42352762818336E-02
100.062,-3.04708015173674E-02,9.87747237086296E-02,3.42407561838627E-02
100.063,-.030474117025733,9.80357155203819E-02,3.42462323606014E-02
100.064,-3.04773114621639E-02,9.73053276538849E-02,3.42515930533409E-02
100.065,-3.04804500192404E-02,9.65704470872879E-02,3.42569090425968E-02
100.066,-3.04835308343172E-02,9.58355292677879E-02,.03426219150424
100.067,-3.04865557700396E-02,9.51003432273865E-02,3.42674292623997E-02
100.068,-.030489495024085,9.43650677800179E-02,3.42726074159145E-02
100.069,-3.04923318326473E-02,9.36341136693954E-02,3.42776998877525E-02
100.07,-3.04951444268227E-02,9.28985476493836E-02,3.42827774584293E-02
100.071,-3.04979048669338E-02,9.21583995223045E-02,3.42878326773643E-02
100.072,-3.05005330592394E-02,9.14270281791687E-02,3.42927798628807E-02
100.073,-3.05031109601259E-02,.090691052377224,3.42976935207844E-02
100.074,-3.05055994540453E-02,8.99593383073807E-02,.034302543848753
100.075,-3.05080432444811E-02,8.92233625054359E-02,3.43073718249798E-02
100.076,-3.05104125291109E-02,8.84824767708778E-02,3.43121662735939E-02
100.077,-3.05127073079348E-02,8.77415537834168E-02,3.43169197440147E-02
100.078,-3.05148884654045E-02,8.70093554258347E-02,3.43215689063072E-02
100.079,-3.05170249193907E-02,8.62682238221169E-02,.03432622179389
