Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
99.4,-9.42817889153957E-04,-6.92822551727295,3.45945209264755E-02
99.401,-1.04553136043251E-03,-6.92117881774902,3.49270850419998E-02
99.402,-1.14804378245026E-03,-6.91407108306885,3.52593474090099E-02
99.403,-1.24944478739053E-03,-6.90697717666626,3.55877429246902E-02
99.404,-1.35204673279077E-03,-6.89975023269653,3.59193906188011E-02
99.405,-1.45449058618397E-03,-6.89246225357056,3.62507216632366E-02
99.406,-1.55719730537385E-03,-6.88511276245117,3.65817248821259E-02
99.40701,-1.65959668811411E-03,-6.87770462036133,3.69124189019203E-02
99.408,-1.76250946242362E-03,-6.87023544311523,3.72427813708782E-02
99.409,-1.8650135025382E-03,-6.86270666122437,3.75728234648705E-02
99.41,-1.96772092022002E-03,-6.85511589050293,3.79025228321552E-02
99.411,-2.0702367182821E-03,-6.84746694564819,3.82319055497646E-02
99.412,-2.17264657840133E-03,-6.83975696563721,3.85610684752464E-02
99.413,-2.27505876682699E-03,-6.83206701278687,3.88863831758499E-02
99.414,-2.3785880766809E-03,-6.8242392539978,3.92148792743683E-02
99.415,-2.48162518255413E-03,-6.81634950637817,3.95430400967598E-02
99.416,-2.58397916331887E-03,-6.80848407745361,3.98674756288528E-02
99.417,-2.68768984824419E-03,-6.80047607421875,4.01948019862175E-02
99.418,-2.7914559468627E-03,-6.79240942001343,4.05219048261642E-02
99.419,-2.89472565054893E-03,-6.78428363800049,4.08488065004349E-02
99.42,-2.9977960512042E-03,-6.77618265151978,4.11718562245369E-02
99.42101,-3.10296402312815E-03,-6.76785135269165,4.15013805031776E-02
99.422,-3.20636318065226E-03,-6.75963306427002,4.18238267302513E-02
99.423,-3.31128505058587E-03,-6.75126791000366,4.21492829918861E-02
99.424,-3.41601693071425E-03,-6.742844581604,4.24743592739105E-02
99.425,-3.52150294929743E-03,-6.73436307907104,4.27991934120655E-02
99.426,-3.62569326534867E-03,-6.72591018676758,4.31201905012131E-02
99.427,-3.73090710490942E-03,-6.7173113822937,4.34443950653076E-02
99.428,-3.83737334050238E-03,-6.70865297317505,4.37681041657925E-02
99.429,-3.94223630428314E-03,-6.70002508163452,4.40882295370102E-02
