Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,1.96E-03,-0.312254328,-0.696367817
99.801,1.97E-03,-0.312308053,-0.696673349
99.802,1.97E-03,-0.312362419,-0.696977717
99.803,1.98E-03,-0.312416756,-0.697283016
99.804,1.99E-03,-0.312471762,-0.697587617
99.805,2.00E-03,-0.312526157,-0.697890297
99.806,2.01E-03,-0.312580756,-0.698193442
99.80701,2.01E-03,-0.31263358,-0.698494667
99.80801,2.02E-03,-0.312688207,-0.698798511
99.80901,2.03E-03,-0.312741467,-0.699095952
99.81001,2.04E-03,-0.312795484,-0.699398282
99.811,2.05E-03,-0.312847638,-0.69969485
99.812,2.05E-03,-0.312901509,-0.69999299
99.813,2.06E-03,-0.312954624,-0.700289616
99.814,2.07E-03,-0.313007971,-0.700586941
99.815,2.08E-03,-0.313061319,-0.700885081
99.816,2.09E-03,-0.31311388,-0.701179029
99.817,2.09E-03,-0.313167111,-0.701477402
99.818,2.10E-03,-0.313219614,-0.70176943
99.819,2.11E-03,-0.313272176,-0.702059711
99.82,2.12E-03,-0.313325902,-0.702356978
99.82101,2.12E-03,-0.313378725,-0.702651276
99.82201,2.13E-03,-0.313429977,-0.702942198
99.82301,2.14E-03,-0.313481287,-0.703230791
99.82401,2.15E-03,-0.313533994,-0.703522121
99.825,2.16E-03,-0.313586032,-0.703812984
99.826,2.16E-03,-0.313638622,-0.704100006
99.827,2.17E-03,-0.313689699,-0.704389764
99.828,2.18E-03,-0.313740951,-0.704675331
99.829,2.19E-03,-0.313793222,-0.704966369
99.83,2.20E-03,-0.313843513,-0.705251121
99.831,2.20E-03,-0.313895347,-0.705536455
99.832,2.21E-03,-0.313945638,-0.705818995
99.833,2.22E-03,-0.313997269,-0.706104271
99.834,2.23E-03,-0.31404855,-0.70639042
99.83501,2.24E-03,-0.314098172,-0.706670864
99.83601,2.24E-03,-0.314148725,-0.706953171
99.83701,0.002250932,-0.314198754,-0.707234722
99.83801,2.26E-03,-0.314249919,-0.707517203
99.839,2.27E-03,-0.314300152,-0.707797066
99.84,2.27E-03,-0.314350065,-0.70807623
99.841,2.28E-03,-0.314399949,-0.708356441
99.842,2.29E-03,-0.314448727,-0.708632579
99.843,2.30E-03,-0.314498961,-0.708910928
99.844,2.31E-03,-0.314547273,-0.709188229
99.845,2.31E-03,-0.314597943,-0.709462387
99.846,2.32E-03,-0.314646255,-0.709740445
99.847,2.33E-03,-0.314695935,-0.710015302
99.848,2.34E-03,-0.314744859,-0.710290915
99.84901,2.35E-03,-0.314793579,-0.710566412
99.85001,2.35E-03,-0.314841047,-0.710836262
99.85101,2.36E-03,-0.314889796,-0.711112574
99.85201,2.37E-03,-0.314938079,-0.711383182
99.853,2.38E-03,-0.314986275,-0.711651577
99.854,2.38E-03,-0.315033627,-0.711922476
99.855,2.39E-03,-0.31508159,-0.712193956
99.856,2.40E-03,-0.315127778,-0.712461537
99.857,2.41E-03,-0.315176032,-0.712731562
99.858,2.42E-03,-0.315222191,-0.712995767
99.859,2.42E-03,-0.315267884,-0.713260262
99.86,2.43E-03,-0.31531573,-0.713530055
99.861,2.44E-03,-0.315360987,-0.713793619
99.862,2.45E-03,-0.315407378,-0.714062131
99.86301,2.45E-03,-0.31545377,-0.714327674
99.86401,2.46E-03,-0.315499696,-0.714592286
99.86501,2.47E-03,-0.315545098,-0.714856258
99.866,2.48E-03,-0.315590878,-0.715116272
99.867,2.49E-03,-0.315635756,-0.715380942
99.868,2.49E-03,-0.315681129,-0.715643284
99.869,2.50E-03,-0.315723999,-0.71590062
99.87,2.51E-03,-0.315769343,-0.716165407
99.871,2.52E-03,-0.315811893,-0.71642315
99.872,2.52E-03,-0.315855548,-0.716679788
99.873,2.53E-03,-0.315898214,-0.716937997
99.874,2.54E-03,-0.315941317,-0.717196439
99.875,2.55E-03,-0.31598183,-0.717449584
99.876,2.56E-03,-0.316025049,-0.717708957
99.87701,2.56E-03,-0.316068181,-0.717968855
99.87801,2.57E-03,-0.316108199,-0.718223338
99.87901,2.58E-03,-0.316148653,-0.718476309
99.88,2.59E-03,-0.31618934,-0.718729687
99.881,2.59E-03,-0.31622962,-0.718985219
99.882,2.60E-03,-0.316269026,-0.719238946
99.883,2.61E-03,-0.316308549,-0.719493662
99.884,2.62E-03,-0.316346588,-0.719744887
99.885,2.63E-03,-0.316383987,-0.719992269
99.886,2.63E-03,-0.316421472,-0.72024652
99.887,2.64E-03,-0.316458027,-0.720497163
99.888,2.65E-03,-0.316493999,-0.720747455
99.889,2.66E-03,-0.316529215,-0.720998272
99.89,2.66E-03,-0.316563877,-0.721246528
99.89101,2.67E-03,-0.316598773,-0.721499149
99.89201,2.68E-03,-0.316630583,-0.721741293
99.89301,2.69E-03,-0.316663325,-0.721990655
99.894,2.70E-03,-0.316696096,-0.722242985
99.895,2.70E-03,-0.316725345,-0.722487224
99.896,2.71E-03,-0.316755031,-0.72273385
99.897,2.72E-03,-0.316784251,-0.722981815
99.898,2.73E-03,-0.316811522,-0.723225705
99.899,2.73E-03,-0.316838239,-0.723470584
99.9,2.74E-03,-0.31686353,-0.72371657
99.901,2.75E-03,-0.316888705,-0.723963894
99.902,2.76E-03,-0.316911377,-0.724209181
99.903,2.76E-03,-0.316933321,-0.724456564
99.904,2.77E-03,-0.316952763,-0.724696089
99.90501,2.78E-03,-0.316973281,-0.72494772
99.90601,2.79E-03,-0.316990307,-0.725189166
99.90701,2.80E-03,-0.317004829,-0.725432357
99.908,2.80E-03,-0.317019672,-0.725677761
99.909,2.81E-03,-0.317032274,-0.725921942
99.91,2.82E-03,-0.317041791,-0.726167229
99.911,2.83E-03,-0.317051657,-0.726413855
99.912,2.83E-03,-0.317057129,-0.726654893
99.913,2.84E-03,-0.317062397,-0.726902275
99.914,2.85E-03,-0.317064638,-0.727146107
99.915,2.86E-03,-0.317064638,-0.727394654
99.916,2.86E-03,-0.317060621,-0.727637496
99.917,2.87E-03,-0.317056314,-0.727884355
99.918,2.88E-03,-0.317046972,-0.728127721
99.91901,2.89E-03,-0.317037047,-0.728377781
99.92001,2.90E-03,-0.31702235,-0.728625688
99.92101,2.90E-03,-0.317005208,-0.728875515
99.922,2.91E-03,-0.316984049,-0.729124993
99.923,2.92E-03,-0.31695934,-0.729375111
99.924,2.93E-03,-0.316931779,-0.729627383
99.925,2.93E-03,-0.316899735,-0.729877036
99.926,2.94E-03,-0.316863647,-0.730129657
99.927,2.95E-03,-0.316822814,-0.730385073
99.928,2.96E-03,-0.316776917,-0.730639091
99.929,2.96E-03,-0.316726859,-0.730895787
99.93,2.97E-03,-0.316670659,-0.731152017
99.931,2.98E-03,-0.316610181,-0.731409877
99.93201,2.99E-03,-0.316544232,-0.731672742
99.93301,2.99E-03,-0.316471065,-0.731932756
99.93401,3.00E-03,-0.316393038,-0.732200744
99.93501,3.01E-03,-0.316307822,-0.73246687
99.936,3.02E-03,-0.316215301,-0.732736487
99.937,3.02E-03,-0.316114805,-0.73300855
99.938,3.03E-03,-0.316005986,-0.733277237
99.939,3.04E-03,-0.315891521,-0.733557856
99.94,3.05E-03,-0.315765123,-0.733836263
99.941,3.06E-03,-0.315630867,-0.734120375
99.942,3.06E-03,-0.315486512,-0.734407513
99.943,3.07E-03,-0.315331738,-0.734699366
99.944,3.08E-03,-0.315164914,-0.73498924
99.945,3.09E-03,-0.314985024,-0.735285226
99.94601,3.09E-03,-0.31479387,-0.735589187
99.94701,3.10E-03,-0.314589881,-0.735900656
99.94801,3.11E-03,-0.314368808,-0.736212241
99.94901,3.12E-03,-0.314133038,-0.736530521
99.95,3.12E-03,-0.313879689,-0.736855844
99.951,3.13E-03,-0.313607685,-0.737184368
99.952,3.14E-03,-0.313316385,-0.737524999
99.953,3.15E-03,-0.313002791,-0.73787407
99.954,3.15E-03,-0.312666001,-0.738231174
99.955,3.16E-03,-0.312302727,-0.738596485
99.956,3.17E-03,-0.311912096,-0.738975534
99.957,3.18E-03,-0.311488751,-0.739357783
