Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
98.3,0.026304305,-0.767231162,-2.435160568
98.301,2.63E-02,-0.767085992,-2.434186637
98.302,2.64E-02,-0.76694286,-2.433222719
98.303,0.026390404,-0.766798679,-2.432251815
98.304,2.64E-02,-0.766651647,-2.431272762
98.305,0.026447706,-0.766503159,-2.4302823
98.306,2.65E-02,-0.766355777,-2.429298125
98.30701,2.65E-02,-0.766207173,-2.428302309
98.30801,2.65E-02,-0.766056997,-2.427310217
98.30901,2.66E-02,-0.765908975,-2.426312538
98.31001,0.026590696,-0.765758217,-2.425316721
98.311,2.66E-02,-0.765610544,-2.424320905
98.312,2.66E-02,-0.765459146,-2.423309721
98.313,2.67E-02,-0.76530996,-2.422305057
98.314,2.67E-02,-0.765154255,-2.42128456
98.315,0.026733024,-0.765002507,-2.420273842
98.316,0.026761295,-0.764849363,-2.41924962
98.317,2.68E-02,-0.764696684,-2.418227727
98.318,2.68E-02,-0.76454482,-2.41720397
98.319,2.68E-02,-0.764387369,-2.416174393
98.32,2.69E-02,-0.764232653,-2.415139694
98.32101,2.69E-02,-0.764078053,-2.414103597
98.32201,2.69E-02,-0.763922755,-2.413063776
98.32301,2.70E-02,-0.763762859,-2.412016736
98.32401,2.70E-02,-0.763609074,-2.410971327
98.325,2.70E-02,-0.763449993,-2.409925452
98.326,2.70E-02,-0.763292192,-2.408870496
98.327,2.71E-02,-0.763134798,-2.407821594
98.328,2.71E-02,-0.762974145,-2.406762447
98.329,2.71E-02,-0.762812153,-2.405690495
98.33,2.72E-02,-0.762652489,-2.404629951
98.331,2.72E-02,-0.762491545,-2.403559629
98.332,0.027212244,-0.762331998,-2.402495127
98.333,2.72E-02,-0.762170414,-2.401420847
98.334,2.73E-02,-0.762003066,-2.400332829
98.33501,2.73E-02,-0.761838921,-2.399246674
98.33601,2.73E-02,-0.761672447,-2.398158191
98.33701,2.74E-02,-0.761508301,-2.397067379
98.33801,2.74E-02,-0.761342817,-2.395981457
98.339,2.74E-02,-0.7611771,-2.394882264
98.34,2.74E-02,-0.761009287,-2.39378796
98.341,2.75E-02,-0.760843861,-2.392680151
98.342,2.75E-02,-0.760673895,-2.391574904
98.343,2.75E-02,-0.760505965,-2.390472684
98.344,2.75E-02,-0.760334369,-2.3893537
98.345,0.027573662,-0.76016708,-2.388252411
98.346,2.76E-02,-0.759993913,-2.387118526
98.347,2.76E-02,-0.759823364,-2.386006294
98.348,2.77E-02,-0.759650604,-2.384875901
98.34901,2.77E-02,-0.759479182,-2.383746207
98.35001,2.77E-02,-0.759303512,-2.38260976
98.35101,2.77E-02,-0.759130518,-2.381479368
98.35201,2.78E-02,-0.758954615,-2.380339429
98.353,2.78E-02,-0.758777431,-2.379194833
98.354,2.78E-02,-0.758601469,-2.378049307
98.355,2.78E-02,-0.75842411,-2.37690541
98.356,2.79E-02,-0.758245587,-2.375751035
98.357,0.027903626,-0.758065435,-2.374599688
98.358,2.79E-02,-0.757886679,-2.373438096
98.359,2.80E-02,-0.757707399,-2.372281626
98.36,2.80E-02,-0.757524278,-2.371117705
98.361,2.80E-02,-0.75734267,-2.369948197
98.362,2.80E-02,-0.757160014,-2.368784975
98.36301,2.81E-02,-0.756975554,-2.36760336
98.36401,2.81E-02,-0.756788708,-2.366419649
98.36501,2.81E-02,-0.756602443,-2.365243156
98.366,2.81E-02,-0.756415015,-2.364057815
98.367,2.82E-02,-0.756228983,-2.362877596
98.368,2.82E-02,-0.756039633,-2.361688763
98.369,2.82E-02,-0.755848538,-2.360490151
98.37,2.83E-02,-0.755656394,-2.359297359
98.371,2.83E-02,-0.755464775,-2.358091995
98.372,2.83E-02,-0.755271933,-2.356895711
98.373,2.83E-02,-0.755078974,-2.355692675
98.374,2.84E-02,-0.75488165,-2.354483819
98.375,2.84E-02,-0.754687178,-2.353281947
98.376,2.84E-02,-0.754487643,-2.352061216
98.37701,2.84E-02,-0.754284614,-2.350828145
98.37801,2.85E-02,-0.754083099,-2.349613933
98.37901,2.85E-02,-0.75388205,-2.348387381
98.38,2.85E-02,-0.753678032,-2.347169211
98.381,2.86E-02,-0.753472676,-2.345941029
98.382,0.028579444,-0.753266446,-2.344709588
98.383,2.86E-02,-0.753057306,-2.343472093
98.384,2.86E-02,-0.752846187,-2.34223064
98.385,2.87E-02,-0.752635242,-2.341000363
98.386,2.87E-02,-0.752419874,-2.339746803
98.387,2.87E-02,-0.752204447,-2.338510007
98.388,2.87E-02,-0.751985994,-2.337251091
98.389,2.88E-02,-0.751765212,-2.336000791
98.39,2.88E-02,-0.751544663,-2.334749326
98.39101,2.88E-02,-0.751317595,-2.333481098
98.39201,2.88E-02,-0.751090178,-2.33222032
98.39301,0.028871564,-0.750862062,-2.330964897
98.394,2.89E-02,-0.75062993,-2.329698531
98.395,2.89E-02,-0.750395528,-2.328429371
98.396,2.90E-02,-0.750156876,-2.327156253
98.397,0.028976971,-0.749918225,-2.325888956
98.398,2.90E-02,-0.749674509,-2.324616304
98.399,2.90E-02,-0.749427942,-2.323338762
98.4,2.91E-02,-0.749177532,-2.322057029
98.401,2.91E-02,-0.748924387,-2.320771804
98.402,2.91E-02,-0.748665771,-2.319491236
98.403,2.91E-02,-0.748406339,-2.318201819
98.404,2.92E-02,-0.748141611,-2.316921949
98.40501,2.92E-02,-0.747868326,-2.315613674
98.40601,2.92E-02,-0.747596263,-2.314329846
98.40701,2.92E-02,-0.747318496,-2.31302646
98.408,0.029264722,-0.747032638,-2.311735414
98.409,2.93E-02,-0.746745325,-2.310435753
98.41,2.93E-02,-0.746451668,-2.309139585
98.411,2.93E-02,-0.746150734,-2.307831775
98.412,0.029368544,-0.745847356,-2.306537237
98.413,0.029394394,-0.745537109,-2.305237809
98.414,2.94E-02,-0.745219295,-2.303928602
98.415,2.94E-02,-0.744892866,-2.302621957
98.416,2.95E-02,-0.744557765,-2.301307162
98.417,2.95E-02,-0.744220684,-2.300007036
98.418,2.95E-02,-0.743872544,-2.298690146
98.41901,2.95E-02,-0.743515324,-2.297373023
98.42001,2.96E-02,-0.743148848,-2.296060324
98.42101,2.96E-02,-0.742777309,-2.294751815
98.422,2.96E-02,-0.742396864,-2.293445636
98.423,2.97E-02,-0.742002449,-2.292136196
98.424,2.97E-02,-0.741599244,-2.290817676
98.425,2.97E-02,-0.741186843,-2.289514057
98.426,2.97E-02,-0.740758376,-2.288192045
98.427,2.98E-02,-0.740319199,-2.286888193
98.428,2.98E-02,-0.73986908,-2.285580616
98.429,2.98E-02,-0.739404175,-2.284270013
98.43,2.98E-02,-0.738926057,-2.282966161
98.431,2.99E-02,-0.738433504,-2.281658351
98.43201,2.99E-02,-0.737923838,-2.280342858
98.43301,2.99E-02,-0.737398223,-2.279045293
98.43401,2.99E-02,-0.736852991,-2.277746098
98.43501,3.00E-02,-0.736290589,-2.276443643
98.436,3.00E-02,-0.735709968,-2.275148872
98.437,3.00E-02,-0.735110079,-2.273856895
98.438,3.00E-02,-0.734485569,-2.2725733
98.439,3.01E-02,-0.733839523,-2.271287609
98.44,3.01E-02,-0.733169552,-2.270014258
98.441,3.01E-02,-0.732471701,-2.268736716
98.442,3.01E-02,-0.731750217,-2.267470816
98.443,3.02E-02,-0.730997301,-2.266202355
98.444,3.02E-02,-0.730213476,-2.264952986
98.445,3.02E-02,-0.729395426,-2.263706177
98.44601,3.02E-02,-0.728541519,-2.26245285
98.44701,3.03E-02,-0.727649487,-2.261212096
98.44801,3.03E-02,-0.726718747,-2.259997651
98.44901,3.03E-02,-0.725742895,-2.258774359
98.45,3.03E-02,-0.724720419,-2.257577609
98.451,3.04E-02,-0.723647827,-2.256399719
98.452,3.04E-02,-0.722517376,-2.255217638
98.453,3.04E-02,-0.721326971,-2.254069317
98.454,3.04E-02,-0.720070791,-2.252917271
98.455,3.05E-02,-0.718743308,-2.251798986
98.456,3.05E-02,-0.717333867,-2.250696765
98.457,3.05E-02,-0.715837348,-2.249623416
