Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.9,2.38E-03,-0.262393383,-0.670227048
99.901,2.38E-03,-0.26242793,-0.670362904
99.902,2.39E-03,-0.262462534,-0.67049748
99.903,2.40E-03,-0.262497138,-0.670636073
99.904,2.40E-03,-0.262531888,-0.670770649
99.905,2.41E-03,-0.262565474,-0.6709054
99.906,2.42E-03,-0.262600806,-0.671042246
99.90701,2.42E-03,-0.262634887,-0.671174144
99.908,2.43E-03,-0.262669142,-0.671306974
99.909,2.44E-03,-0.26270299,-0.671438349
99.91,2.44E-03,-0.262736809,-0.671570306
99.911,2.45E-03,-0.262770016,-0.671702321
99.912,2.46E-03,-0.262804679,-0.671832997
99.913,2.46E-03,-0.262837944,-0.67196344
99.914,2.47E-03,-0.262871588,-0.672091788
99.915,2.48E-03,-0.262904126,-0.672218972
99.916,2.48E-03,-0.262938236,-0.672347203
99.917,2.49E-03,-0.262970745,-0.672470778
99.918,2.50E-03,-0.263004447,-0.672598602
99.919,2.50E-03,-0.263037102,-0.672722352
99.92,2.51E-03,-0.263069815,-0.672848546
99.92101,2.52E-03,-0.263103226,-0.672973285
99.922,2.52E-03,-0.263135356,-0.673096336
99.923,2.53E-03,-0.263167487,-0.673217117
99.924,2.54E-03,-0.263201015,-0.673342322
99.925,2.54E-03,-0.263231806,-0.673460134
99.926,2.55E-03,-0.263264956,-0.673584233
99.927,2.56E-03,-0.26329598,-0.673700124
99.928,2.56E-03,-0.263328024,-0.673820556
99.929,2.57E-03,-0.263359892,-0.673939008
99.93,2.58E-03,-0.263392227,-0.674056937
99.931,2.58E-03,-0.263423193,-0.674176379
99.932,2.59E-03,-0.263455033,-0.674293085
99.933,2.60E-03,-0.263486261,-0.674409443
99.934,2.60E-03,-0.263517693,-0.674524694
99.93501,2.61E-03,-0.263548747,-0.674638024
99.936,2.62E-03,-0.263578491,-0.674751238
99.937,2.62E-03,-0.263610331,-0.674866315
99.938,2.63E-03,-0.263640919,-0.674979237
99.939,2.64E-03,-0.263671624,-0.675093092
99.94,2.64E-03,-0.26370064,-0.675199146
99.941,2.65E-03,-0.263732247,-0.675313524
99.942,2.66E-03,-0.263761845,-0.675422081
99.943,2.66E-03,-0.263791822,-0.675531395
99.944,2.67E-03,-0.263821217,-0.675639545
99.945,2.68E-03,-0.263850961,-0.675745483
99.946,0.002683962,-0.26388088,-0.67585439
99.947,2.69E-03,-0.263910508,-0.675962598
99.948,2.70E-03,-0.263939088,-0.676067313
99.94901,2.70E-03,-0.263969821,-0.676177733
99.95,2.71E-03,-0.263997848,-0.676279655
99.951,2.72E-03,-0.264027185,-0.676382391
99.952,2.72E-03,-0.264055037,-0.676485128
99.953,2.73E-03,-0.264083559,-0.676587399
99.954,2.74E-03,-0.264111877,-0.676691066
99.955,2.74E-03,-0.264140312,-0.676794036
99.956,2.75E-03,-0.264168164,-0.676895725
99.957,2.76E-03,-0.264195289,-0.676994445
99.958,2.76E-03,-0.26422317,-0.677094737
99.959,2.77E-03,-0.264250149,-0.677192817
99.96,2.78E-03,-0.264277827,-0.677289965
99.961,2.78E-03,-0.264304515,-0.677387754
99.962,2.79E-03,-0.264330884,-0.677483506
99.96301,2.80E-03,-0.264357514,-0.67758176
99.964,2.80E-03,-0.264383474,-0.677676289
99.965,2.81E-03,-0.264409959,-0.67777239
99.966,2.82E-03,-0.264436589,-0.677868025
99.967,2.82E-03,-0.264461647,-0.677962322
99.968,2.83E-03,-0.26448624,-0.678052776
99.969,2.84E-03,-0.264511793,-0.678148121
99.97,2.84E-03,-0.264536735,-0.678238168
99.971,2.85E-03,-0.264560804,-0.67833066
99.972,2.86E-03,-0.264584407,-0.678418728
99.973,2.86E-03,-0.264608912,-0.678509357
99.974,2.87E-03,-0.264632632,-0.678600569
99.975,2.88E-03,-0.264655682,-0.678691431
99.976,2.88E-03,-0.264678005,-0.678778219
99.97701,2.89E-03,-0.264700502,-0.678867102
99.978,2.90E-03,-0.264722621,-0.678952492
99.979,2.90E-03,-0.264744885,-0.679039687
99.98,2.91E-03,-0.264765287,-0.679128105
99.981,2.92E-03,-0.264785718,-0.679211051
99.982,0.002921651,-0.264807284,-0.679300283
99.983,2.93E-03,-0.264826929,-0.679382763
99.984,2.93E-03,-0.264846603,-0.679468154
99.985,2.94E-03,-0.26486456,-0.679549703
99.986,2.95E-03,-0.264882925,-0.679632998
99.987,2.95E-03,-0.264900737,-0.679715769
99.988,2.96E-03,-0.264918111,-0.679797435
99.989,2.97E-03,-0.264934351,-0.67987846
99.99,2.97E-03,-0.264950155,-0.679959194
99.991,2.98E-03,-0.264965987,-0.680043013
99.992,2.99E-03,-0.264980248,-0.680122117
99.993,2.99E-03,-0.264993607,-0.680201745
99.994,3.00E-03,-0.265006645,-0.680279685
99.995,3.01E-03,-0.265018258,-0.680358789
99.996,3.01E-03,-0.26503054,-0.680438825
99.997,3.02E-03,-0.26503994,-0.680516358
99.998,3.03E-03,-0.265049777,-0.680595229
99.999,3.03E-03,-0.265057781,-0.68067247
100,3.04E-03,-0.265064969,-0.680750993
100.001,3.05E-03,-0.265071052,-0.68082771
100.002,3.05E-03,-0.265076291,-0.680905301
100.003,3.06E-03,-0.265079958,-0.680980738
100.004,3.07E-03,-0.265081995,-0.681056175
100.005,3.07E-03,-0.265083334,-0.681134465
100.006,3.08E-03,-0.265082577,-0.681208621
100.007,3.09E-03,-0.265080715,-0.681286445
100.008,3.09E-03,-0.265077164,-0.681362057
100.009,3.10E-03,-0.265071489,-0.681435165
100.01,3.11E-03,-0.265064969,-0.681511301
100.011,3.11E-03,-0.265055947,-0.681586564
100.012,3.12E-03,-0.265046256,-0.681663572
100.013,3.12E-03,-0.265033392,-0.681738427
100.014,3.13E-03,-0.265018636,-0.681815145
100.015,3.14E-03,-0.265000679,-0.68188773
100.016,3.14E-03,-0.264982897,-0.681969395
100.017,3.15E-03,-0.264960458,-0.682044076
100.018,3.16E-03,-0.264935574,-0.682119746
100.019,3.16E-03,-0.264907896,-0.68219658
100.02,3.17E-03,-0.264877948,-0.682275102
100.021,3.18E-03,-0.264845177,-0.682353624
100.022,3.18E-03,-0.264808274,-0.682428887
100.023,3.19E-03,-0.264768401,-0.682509271
100.024,3.20E-03,-0.264724717,-0.682586746
100.025,3.20E-03,-0.264678732,-0.682671438
100.026,3.21E-03,-0.264628121,-0.6827545
100.027,3.22E-03,-0.264572387,-0.682833837
100.028,3.22E-03,-0.26451287,-0.68291591
100.029,3.23E-03,-0.26444954,-0.683001243
100.03,3.24E-03,-0.264381233,-0.68308675
100.031,3.24E-03,-0.264307309,-0.683171442
100.03201,3.25E-03,-0.26422838,-0.68326114
100.033,3.26E-03,-0.264143426,-0.683349499
100.034,3.26E-03,-0.264053029,-0.683439372
100.035,3.27E-03,-0.263956725,-0.68353361
100.036,3.27E-03,-0.263852911,-0.683626044
100.037,3.28E-03,-0.263743714,-0.683723018
100.038,3.29E-03,-0.263624854,-0.683819293
100.039,3.29E-03,-0.263499969,-0.683921622
100.04,3.30E-03,-0.263365684,-0.684023427
100.041,3.31E-03,-0.263223308,-0.684129365
100.042,3.31E-03,-0.263070309,-0.684235129
100.043,3.32E-03,-0.262910093,-0.684347702
100.044,3.33E-03,-0.26273707,-0.684461615
100.045,3.33E-03,-0.262552727,-0.684580766
100.04601,3.34E-03,-0.262357993,-0.684702187
100.047,0.003345953,-0.262149115,-0.684826402
100.048,3.35E-03,-0.2619265,-0.684957078
100.049,3.36E-03,-0.261690846,-0.685094215
100.05,3.37E-03,-0.261437963,-0.685237464
100.051,3.37E-03,-0.261167443,-0.685381645
100.052,3.38E-03,-0.260878587,-0.685533625
100.053,3.38E-03,-0.260569563,-0.685691077
100.054,3.39E-03,-0.260239874,-0.685859937
100.055,3.40E-03,-0.259884313,-0.68603229
100.056,3.40E-03,-0.259503693,-0.686215877
100.057,3.41E-03,-0.259093766,-0.686412095
100.058,3.42E-03,-0.258651737,-0.686613203
