Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.9,2.08E-03,-0.241054746,-0.549659715
99.901,2.08E-03,-0.241088739,-0.549843768
99.902,2.09E-03,-0.241121947,-0.550024677
99.903,2.09E-03,-0.2411553,-0.550205528
99.904,2.10E-03,-0.241189147,-0.550389464
99.905,2.11E-03,-0.241222398,-0.550568569
99.906,2.11E-03,-0.241254282,-0.550744531
99.90701,2.12E-03,-0.24128861,-0.550927769
99.908,2.12E-03,-0.241321293,-0.551104662
99.909,2.13E-03,-0.241353628,-0.551283301
99.91,2.13E-03,-0.241386384,-0.551460253
99.911,2.14E-03,-0.241418747,-0.551636971
99.912,2.15E-03,-0.241451577,-0.551814563
99.913,2.15E-03,-0.241484115,-0.551988778
99.914,2.16E-03,-0.241516376,-0.552163576
99.915,2.16E-03,-0.241548565,-0.552337908
99.916,2.17E-03,-0.24158103,-0.552513928
99.917,2.18E-03,-0.241612448,-0.552686106
99.918,2.18E-03,-0.241644942,-0.552860205
99.919,2.19E-03,-0.241677,-0.553030754
99.92,2.19E-03,-0.241709276,-0.553205027
99.92101,2.20E-03,-0.241741232,-0.553377147
99.922,2.20E-03,-0.241772752,-0.553548103
99.923,2.21E-03,-0.241804621,-0.553719758
99.924,2.22E-03,-0.241836256,-0.553889025
99.925,2.22E-03,-0.241866554,-0.554057362
99.926,2.23E-03,-0.241899339,-0.554229191
99.927,2.23E-03,-0.24192984,-0.554392871
99.928,2.24E-03,-0.241960603,-0.554561091
99.929,2.25E-03,-0.241991482,-0.55472838
99.93,2.25E-03,-0.242023001,-0.554896018
99.931,2.26E-03,-0.242053735,-0.555063132
99.932,2.26E-03,-0.242084367,-0.555226638
99.933,2.27E-03,-0.242115144,-0.555391307
99.934,0.002274249,-0.242146649,-0.555557723
99.93501,2.28E-03,-0.242176102,-0.555721577
99.936,2.29E-03,-0.242206923,-0.555885548
99.937,2.29E-03,-0.242236536,-0.556047482
99.938,2.30E-03,-0.242267517,-0.556212559
99.939,2.30E-03,-0.242297741,-0.55637426
99.94,2.31E-03,-0.242326932,-0.556531828
99.941,2.31E-03,-0.242356531,-0.556693354
99.942,0.002320567,-0.242387279,-0.556855754
99.943,2.33E-03,-0.242416078,-0.557014311
99.944,2.33E-03,-0.242444949,-0.557173335
99.945,2.34E-03,-0.242475522,-0.557333522
99.946,2.34E-03,-0.242503666,-0.557487539
99.947,2.35E-03,-0.242533017,-0.557646679
99.948,2.36E-03,-0.242562615,-0.557804306
99.94901,2.36E-03,-0.242591559,-0.557962048
99.95,2.37E-03,-0.242619411,-0.55811624
99.951,2.37E-03,-0.242647555,-0.558271131
99.952,2.38E-03,-0.242676484,-0.558427011
99.953,2.38E-03,-0.242704962,-0.558579341
99.954,2.39E-03,-0.242732232,-0.558733009
99.955,2.40E-03,-0.2427609,-0.558887376
99.956,2.40E-03,-0.24278849,-0.55904052
99.957,2.41E-03,-0.242816837,-0.559194537
99.958,2.41E-03,-0.242843991,-0.559345062
99.959,2.42E-03,-0.242871727,-0.559495063
99.96,2.42E-03,-0.242898575,-0.55964553
99.961,2.43E-03,-0.242925846,-0.559796696
99.962,2.44E-03,-0.242952767,-0.559945649
99.96301,2.44E-03,-0.242979848,-0.560096058
99.964,2.45E-03,-0.243005954,-0.560244662
99.965,2.45E-03,-0.243032642,-0.560393848
99.966,2.46E-03,-0.243058093,-0.560538436
99.967,2.46E-03,-0.243084185,-0.560685468
99.968,2.47E-03,-0.243109782,-0.560833374
99.969,2.48E-03,-0.243136674,-0.560982386
99.97,2.48E-03,-0.243160917,-0.561126566
99.971,2.49E-03,-0.243185408,-0.561271154
99.972,2.49E-03,-0.243209899,-0.561412482
99.973,2.50E-03,-0.243234754,-0.561558176
99.974,2.50E-03,-0.243258415,-0.561700144
99.975,2.51E-03,-0.243282557,-0.561844849
99.976,2.52E-03,-0.243306698,-0.561988563
99.97701,2.52E-03,-0.243330229,-0.562132045
99.978,2.53E-03,-0.243353628,-0.562275702
99.979,2.53E-03,-0.243375267,-0.562414818
99.98,2.54E-03,-0.243398114,-0.562555215
99.981,2.54E-03,-0.243420625,-0.562696485
99.982,2.55E-03,-0.243441376,-0.562835077
99.983,2.56E-03,-0.243463292,-0.562975474
99.984,2.56E-03,-0.243483708,-0.563114532
99.985,2.57E-03,-0.243503659,-0.563250564
99.986,2.57E-03,-0.243524701,-0.563391077
99.987,2.58E-03,-0.243543138,-0.563528971
99.988,2.58E-03,-0.243562201,-0.563665817
99.989,2.59E-03,-0.243581017,-0.563804351
99.99,2.60E-03,-0.243598668,-0.563941954
99.991,2.60E-03,-0.243615752,-0.564076938
99.992,2.61E-03,-0.243633433,-0.564216112
99.993,2.61E-03,-0.24364861,-0.564348709
99.994,2.62E-03,-0.243664137,-0.564484682
99.995,2.62E-03,-0.243678354,-0.56462019
99.996,2.63E-03,-0.243692717,-0.564754999
99.997,2.63E-03,-0.243705275,-0.564888876
99.998,2.64E-03,-0.24371843,-0.565024267
99.999,2.65E-03,-0.243729941,-0.565156166
100,2.65E-03,-0.243741481,-0.565292838
100.001,2.66E-03,-0.243750852,-0.565425958
100.002,2.66E-03,-0.243758433,-0.565558148
100.003,2.67E-03,-0.243766539,-0.565691793
100.004,2.67E-03,-0.24377364,-0.565823982
100.005,2.68E-03,-0.243778821,-0.565958966
100.006,2.69E-03,-0.243783579,-0.566089875
100.007,2.69E-03,-0.243787697,-0.566226954
100.008,2.70E-03,-0.243788672,-0.56635798
100.009,2.70E-03,-0.243788818,-0.566491333
100.01,2.71E-03,-0.243788469,-0.566624978
100.011,2.71E-03,-0.243785471,-0.566756877
100.012,2.72E-03,-0.243781862,-0.566890696
100.013,2.73E-03,-0.243775328,-0.567022478
100.014,2.73E-03,-0.243767936,-0.567157404
100.015,2.74E-03,-0.243759059,-0.567292445
100.016,2.74E-03,-0.243747578,-0.567427312
100.017,2.75E-03,-0.243733215,-0.567560375
100.018,2.75E-03,-0.243717426,-0.567692216
100.019,2.76E-03,-0.243700051,-0.567828421
100.02,2.76E-03,-0.243679155,-0.567963172
100.021,2.77E-03,-0.243657239,-0.568101765
100.022,2.78E-03,-0.243630988,-0.568236923
100.023,2.78E-03,-0.243601724,-0.56837179
100.024,2.79E-03,-0.243571209,-0.56851207
100.025,2.79E-03,-0.243535193,-0.568645191
100.026,2.80E-03,-0.24349858,-0.568787451
100.027,2.80E-03,-0.243457456,-0.568927499
100.028,2.81E-03,-0.243411807,-0.569066207
100.029,2.81E-03,-0.243364091,-0.569210679
100.03,2.82E-03,-0.243311617,-0.569354394
100.031,2.83E-03,-0.243254413,-0.569496478
100.03201,2.83E-03,-0.243193572,-0.569644792
100.033,2.84E-03,-0.243127331,-0.569789554
100.034,2.84E-03,-0.2430561,-0.569937925
100.035,2.85E-03,-0.242980459,-0.570087926
100.036,2.85E-03,-0.242898124,-0.570239848
100.037,2.86E-03,-0.242810507,-0.570393808
100.038,2.86E-03,-0.242716691,-0.570548465
100.039,2.87E-03,-0.24261669,-0.570704287
100.04,2.88E-03,-0.242508628,-0.570864126
100.041,2.88E-03,-0.24239406,-0.5710267
100.042,2.89E-03,-0.24227114,-0.57119102
100.043,2.89E-03,-0.242141847,-0.571361452
100.044,2.90E-03,-0.242001537,-0.571528974
100.045,2.90E-03,-0.241852482,-0.57170348
100.04601,2.91E-03,-0.241693022,-0.571878976
100.047,2.91E-03,-0.241523376,-0.572061224
100.048,2.92E-03,-0.241341113,-0.572245975
100.049,2.93E-03,-0.241147965,-0.572437304
100.05,2.93E-03,-0.240941197,-0.572634686
100.051,2.94E-03,-0.240719601,-0.572834746
100.052,2.94E-03,-0.240482696,-0.573038997
100.053,2.95E-03,-0.240229056,-0.573253026
100.054,2.95E-03,-0.239955785,-0.573470665
100.055,2.96E-03,-0.239663394,-0.573697384
100.056,2.96E-03,-0.239348068,-0.573933066
100.057,2.97E-03,-0.239009954,-0.574178703
100.058,2.98E-03,-0.238644861,-0.574431731
