Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.3,8.68E-03,-0.481769413,-1.523765037
99.301,8.70E-03,-0.481788797,-1.523555955
99.302,8.72E-03,-0.481807656,-1.523347222
99.303,8.73E-03,-0.481825584,-1.523132669
99.304,8.75E-03,-0.481844152,-1.522918581
99.305,8.77E-03,-0.481860247,-1.522701699
99.306,8.78E-03,-0.481878087,-1.522483304
99.30701,8.80E-03,-0.481895404,-1.522263978
99.30801,8.82E-03,-0.481912546,-1.522042789
99.30901,8.84E-03,-0.481929135,-1.521819038
99.31001,8.85E-03,-0.481943833,-1.521592378
99.311,8.87E-03,-0.48196112,-1.521367463
99.312,8.89E-03,-0.481975905,-1.521135448
99.313,8.91E-03,-0.48199296,-1.520911581
99.314,8.92E-03,-0.482007483,-1.520677586
99.315,8.94E-03,-0.482023373,-1.520446152
99.316,8.96E-03,-0.482035888,-1.520208898
99.317,8.97E-03,-0.482051692,-1.519974205
99.318,8.99E-03,-0.482065632,-1.519734156
99.319,9.01E-03,-0.482078234,-1.519494806
99.32,9.03E-03,-0.482092059,-1.51925406
99.32101,9.04E-03,-0.482104544,-1.519006444
99.32201,9.06E-03,-0.482116244,-1.518757897
99.32301,9.08E-03,-0.482131058,-1.518514939
99.32401,9.09E-03,-0.482143019,-1.518269069
99.325,9.11E-03,-0.482156494,-1.518019591
99.326,9.13E-03,-0.482166768,-1.517764991
99.327,9.15E-03,-0.482176751,-1.517510624
99.328,9.16E-03,-0.48218944,-1.517256023
99.329,9.18E-03,-0.482200325,-1.516999677
99.33,9.20E-03,-0.482210889,-1.5167417
99.331,9.21E-03,-0.482220959,-1.516481279
99.332,9.23E-03,-0.482231553,-1.516217832
99.333,9.25E-03,-0.482240634,-1.515955315
99.334,9.26E-03,-0.482250529,-1.515691052
99.33501,9.28E-03,-0.482257863,-1.515419572
99.33601,9.30E-03,-0.482267089,-1.515151351
99.33701,9.32E-03,-0.482275442,-1.514880802
99.33801,9.33E-03,-0.482282048,-1.514608157
99.339,9.35E-03,-0.482288015,-1.514329226
99.34,0.009367311,-0.482297357,-1.51405728
99.341,9.38E-03,-0.482304429,-1.513782539
99.342,9.40E-03,-0.482310803,-1.513503841
99.343,9.42E-03,-0.482316536,-1.513221418
99.344,9.44E-03,-0.482321775,-1.512940973
99.345,9.45E-03,-0.482327101,-1.512655756
99.346,9.47E-03,-0.482332718,-1.512368442
99.347,9.49E-03,-0.482335716,-1.512081129
99.348,9.50E-03,-0.482342264,-1.511797891
99.34901,9.52E-03,-0.482345029,-1.511503477
99.35001,9.54E-03,-0.48234791,-1.511208131
99.35101,9.55E-03,-0.48235117,-1.510914881
99.35201,9.57E-03,-0.482353906,-1.510620001
99.353,9.59E-03,-0.482355594,-1.510321279
99.354,9.61E-03,-0.482357631,-1.510023139
99.355,9.62E-03,-0.482358591,-1.509723603
99.356,9.64E-03,-0.482359348,-1.509420224
99.357,9.66E-03,-0.482361997,-1.509121154
99.358,9.67E-03,-0.482360221,-1.508813468
99.359,9.69E-03,-0.482360309,-1.508507179
99.36,9.71E-03,-0.482358853,-1.508200774
99.361,9.72E-03,-0.482357835,-1.507889363
99.362,9.74E-03,-0.482354983,-1.507575857
99.36301,9.76E-03,-0.482352945,-1.507263398
99.36401,9.77E-03,-0.482350093,-1.506945468
99.36501,9.79E-03,-0.482346921,-1.506630331
99.366,9.81E-03,-0.482341158,-1.506311237
99.367,9.83E-03,-0.482335192,-1.505987253
99.368,9.84E-03,-0.482330128,-1.50566746
99.369,9.86E-03,-0.482325733,-1.505350345
99.37,9.88E-03,-0.482317468,-1.505021122
99.371,9.89E-03,-0.48231121,-1.504699816
99.372,9.91E-03,-0.48230344,-1.504369662
99.373,9.93E-03,-0.482292613,-1.504035899
99.374,9.94E-03,-0.482286414,-1.503714477
99.375,9.96E-03,-0.482273375,-1.50337466
99.376,9.98E-03,-0.482262782,-1.503042178
99.37701,9.99E-03,-0.482251111,-1.50270632
99.37801,1.00E-02,-0.482237898,-1.502368832
99.37901,0.01002764,-0.48222547,-1.502031577
99.38,0.010044408,-0.48221086,-1.501694438
99.381,1.01E-02,-0.482193078,-1.50134752
99.382,1.01E-02,-0.48217873,-1.501008635
99.383,1.01E-02,-0.482160103,-1.500667888
99.384,1.01E-02,-0.482140429,-1.500319573
99.385,1.01E-02,-0.482122297,-1.499979524
99.386,1.01E-02,-0.482100149,-1.499627833
99.387,1.02E-02,-0.482077419,-1.499276375
99.388,1.02E-02,-0.482053787,-1.498928526
99.389,1.02E-02,-0.482028612,-1.498574624
99.39,1.02E-02,-0.482002215,-1.498218277
99.39101,1.02E-02,-0.48197445,-1.497866819
99.39201,1.02E-02,-0.481943367,-1.497506397
99.39301,1.03E-02,-0.481913303,-1.497150282
99.394,1.03E-02,-0.48188027,-1.496795332
99.395,1.03E-02,-0.481844385,-1.496431185
99.396,1.03E-02,-0.481809431,-1.496077632
99.397,1.03E-02,-0.481770578,-1.495712786
99.398,1.03E-02,-0.481729949,-1.495350036
99.399,1.04E-02,-0.481687632,-1.494989498
99.4,1.04E-02,-0.481641793,-1.494620577
99.401,1.04E-02,-0.481594616,-1.494254218
99.402,1.04E-02,-0.481545052,-1.493891934
99.403,1.04E-02,-0.481491938,-1.493521617
99.404,1.04E-02,-0.481436058,-1.493150718
99.40501,1.05E-02,-0.481378491,-1.492783544
99.40601,1.05E-02,-0.481315772,-1.492408453
99.40701,1.05E-02,-0.481251976,-1.49204128
99.408,1.05E-02,-0.481184106,-1.491668634
99.409,0.010529158,-0.481113355,-1.491296571
99.41,1.05E-02,-0.481036957,-1.49092346
99.411,1.06E-02,-0.480958726,-1.490550465
99.412,1.06E-02,-0.480876741,-1.490178169
99.413,1.06E-02,-0.480789429,-1.48980727
99.414,1.06E-02,-0.480698305,-1.48943346
99.415,1.06E-02,-0.480601389,-1.489055227
99.416,1.06E-02,-0.480499788,-1.488685375
99.417,1.07E-02,-0.480393239,-1.488308772
99.418,1.07E-02,-0.480280956,-1.48793275
99.41901,1.07E-02,-0.480163842,-1.487558708
99.42001,1.07E-02,-0.480039074,-1.487180823
99.42101,1.07E-02,-0.479908602,-1.486808877
99.422,1.07E-02,-0.479773735,-1.486437279
99.423,0.010761215,-0.479629496,-1.486063469
99.424,1.08E-02,-0.479478855,-1.485692686
99.425,1.08E-02,-0.479320588,-1.485322369
99.426,1.08E-02,-0.479152397,-1.484946464
99.427,1.08E-02,-0.478976988,-1.484578941
99.428,1.08E-02,-0.478793372,-1.484210952
99.429,1.09E-02,-0.478599686,-1.483841916
99.43,1.09E-02,-0.478396105,-1.483479748
99.431,0.010893133,-0.478180416,-1.483110595
99.43201,1.09E-02,-0.477955386,-1.482748426
99.43301,1.09E-02,-0.477719441,-1.482388703
99.43401,1.09E-02,-0.477469934,-1.482027932
99.43501,1.10E-02,-0.477208931,-1.481677056
99.436,0.010975482,-0.476933143,-1.481321058
99.437,1.10E-02,-0.476643007,-1.480969833
99.438,1.10E-02,-0.476336339,-1.480622101
99.439,1.10E-02,-0.476015877,-1.48027949
99.44,1.10E-02,-0.475678185,-1.479939558
99.441,0.011057373,-0.475321052,-1.479605213
99.442,1.11E-02,-0.47494602,-1.479274593
99.443,0.011089944,-0.474547967,-1.478946186
99.444,1.11E-02,-0.474129367,-1.478626509
99.445,1.11E-02,-0.473688589,-1.478309976
99.44601,1.11E-02,-0.473222404,-1.477998798
99.44701,1.12E-02,-0.47272956,-1.477692975
99.44801,1.12E-02,-0.472205662,-1.477393904
99.44901,1.12E-02,-0.471654959,-1.477110083
99.45,1.12E-02,-0.471070409,-1.476830919
99.451,1.12E-02,-0.470450148,-1.476558275
99.452,1.12E-02,-0.469790742,-1.476301346
99.453,1.13E-02,-0.469089631,-1.476052916
99.454,1.13E-02,-0.468341226,-1.475810655
99.455,1.13E-02,-0.467544363,-1.475591096
99.456,1.13E-02,-0.466692145,-1.475381316
99.457,1.13E-02,-0.465780293,-1.475190395
