Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
98.1,1.42E-02,-0.552738435,-1.800517202
98.101,1.42E-02,-0.552711543,-1.800316037
98.102,1.42E-02,-0.552682206,-1.800102764
98.103,1.42E-02,-0.552655256,-1.799898921
98.104,0.014248882,-0.552627782,-1.799687976
98.105,1.43E-02,-0.552598794,-1.799472491
98.106,1.43E-02,-0.552568526,-1.799254678
98.107,1.43E-02,-0.552537618,-1.79903151
98.108,1.43E-02,-0.552509446,-1.798812998
98.109,1.44E-02,-0.552479294,-1.798591577
98.11,1.44E-02,-0.552448677,-1.79836445
98.111,1.44E-02,-0.552417012,-1.798136276
98.112,1.44E-02,-0.552386278,-1.797904959
98.113,1.45E-02,-0.552354322,-1.797673176
98.114,1.45E-02,-0.552322133,-1.797440927
98.115,1.45E-02,-0.552289304,-1.797200646
98.116,1.45E-02,-0.552254904,-1.796959317
98.117,1.45E-02,-0.552222307,-1.79671403
98.118,1.46E-02,-0.552188721,-1.796471421
98.119,1.46E-02,-0.55215531,-1.796223107
98.12,1.46E-02,-0.552118407,-1.795971068
98.121,1.46E-02,-0.552085694,-1.795721124
98.122,1.47E-02,-0.552050711,-1.79547118
98.123,1.47E-02,-0.552012352,-1.795206685
98.124,1.47E-02,-0.551976729,-1.794948708
98.125,1.47E-02,-0.551940349,-1.794688054
98.126,1.48E-02,-0.551904261,-1.794425538
98.127,1.48E-02,-0.551864447,-1.794153359
98.128,1.48E-02,-0.551827718,-1.793888514
98.129,1.48E-02,-0.551788718,-1.793612842
98.13,1.48E-02,-0.551749312,-1.79333915
98.131,1.49E-02,-0.55171072,-1.793066505
98.132,1.49E-02,-0.551672303,-1.792789903
98.133,1.49E-02,-0.551633071,-1.792512136
98.134,1.49E-02,-0.551591569,-1.792223542
98.135,1.50E-02,-0.551550242,-1.79193553
98.136,1.50E-02,-0.551508158,-1.791648334
98.137,1.50E-02,-0.551464153,-1.79135392
98.138,0.015027548,-0.551423989,-1.791064278
98.139,1.51E-02,-0.551380625,-1.790768816
98.14,1.51E-02,-0.551339006,-1.790475799
98.141,0.015095511,-0.551294768,-1.790172304
98.142,1.51E-02,-0.551249133,-1.7898652
98.143,1.51E-02,-0.551205711,-1.789567294
98.144,1.52E-02,-0.551161356,-1.789261005
98.145,1.52E-02,-0.551115256,-1.788951224
98.146,1.52E-02,-0.551070378,-1.788638881
98.147,1.52E-02,-0.551023229,-1.788325142
98.14799,1.53E-02,-0.550975499,-1.788010937
98.149,1.53E-02,-0.550927885,-1.787688001
98.15,1.53E-02,-0.550878351,-1.787361922
98.151,1.53E-02,-0.550829864,-1.78704306
98.152,1.53E-02,-0.550782308,-1.786718029
98.153,1.54E-02,-0.550732075,-1.786388573
98.154,1.54E-02,-0.5506819,-1.786060748
98.155,1.54E-02,-0.550630852,-1.785728266
98.156,1.54E-02,-0.550579454,-1.785394852
98.157,1.55E-02,-0.550527358,-1.785053872
98.158,1.55E-02,-0.550473458,-1.784713822
98.159,0.01550064,-0.550422177,-1.784374123
98.16,1.55E-02,-0.550367928,-1.78403093
98.161,1.55E-02,-0.550311641,-1.783678192
98.16199,1.56E-02,-0.550255994,-1.783329411
98.163,1.56E-02,-0.550200406,-1.782977139
98.164,1.56E-02,-0.550144934,-1.782627078
98.165,1.56E-02,-0.550086319,-1.782268286
98.166,1.57E-02,-0.550028344,-1.781910541
98.167,1.57E-02,-0.549968274,-1.781544997
98.168,1.57E-02,-0.549910415,-1.781188068
98.169,1.57E-02,-0.549849647,-1.780819497
98.17,1.57E-02,-0.549788296,-1.780453953
98.171,1.58E-02,-0.549724966,-1.780082355
98.172,1.58E-02,-0.549665361,-1.779714483
98.173,1.58E-02,-0.549599994,-1.779338345
98.174,1.58E-02,-0.549536315,-1.778962673
98.175,1.59E-02,-0.549468328,-1.778583974
98.17599,1.59E-02,-0.549401797,-1.778199454
98.177,1.59E-02,-0.549336663,-1.777824014
98.178,1.59E-02,-0.549265416,-1.777429017
98.179,1.59E-02,-0.549195975,-1.777043333
98.18,1.60E-02,-0.549124437,-1.776651246
98.181,1.60E-02,-0.54905389,-1.776267192
98.182,1.60E-02,-0.548979966,-1.775868586
98.183,1.60E-02,-0.548905926,-1.775474171
98.184,1.61E-02,-0.548830547,-1.775075449
98.185,1.61E-02,-0.548751559,-1.774675911
98.186,1.61E-02,-0.548673735,-1.774274278
98.187,1.61E-02,-0.548593234,-1.773871016
98.188,1.61E-02,-0.548513199,-1.773468219
98.189,0.016165804,-0.548428681,-1.773057622
98.18999,1.62E-02,-0.548342243,-1.772645977
98.191,1.62E-02,-0.548256561,-1.772232121
98.192,1.62E-02,-0.548166397,-1.771813841
98.193,1.63E-02,-0.548075361,-1.771401381
98.194,1.63E-02,-0.547982287,-1.770983799
98.195,1.63E-02,-0.547885778,-1.770556089
98.196,1.63E-02,-0.547790667,-1.770142931
98.197,1.63E-02,-0.547689677,-1.769715804
98.198,1.64E-02,-0.547588861,-1.769294846
98.199,1.64E-02,-0.547483214,-1.768863876
98.2,1.64E-02,-0.54737489,-1.768433489
98.201,1.64E-02,-0.547266391,-1.768006012
98.202,1.65E-02,-0.547153468,-1.767573878
98.203,1.65E-02,-0.547037285,-1.767138951
98.20399,1.65E-02,-0.5469186,-1.766707981
98.205,1.65E-02,-0.546795665,-1.766268397
98.206,1.65E-02,-0.546667026,-1.765826484
98.207,1.66E-02,-0.546537281,-1.765382825
98.208,1.66E-02,-0.546403811,-1.764948829
98.209,1.66E-02,-0.546266965,-1.764507731
98.21,1.66E-02,-0.546122785,-1.764062326
98.211,1.66E-02,-0.545975752,-1.763622393
98.212,1.67E-02,-0.545823656,-1.763172564
98.213,1.67E-02,-0.545667484,-1.762729138
98.214,1.67E-02,-0.545506191,-1.762281056
98.215,1.67E-02,-0.545338611,-1.76183728
98.216,1.68E-02,-0.545165036,-1.761385589
98.217,1.68E-02,-0.544986571,-1.760940184
98.21799,1.68E-02,-0.544800947,-1.760486863
98.219,1.68E-02,-0.544605951,-1.760032144
98.22,1.68E-02,-0.544407521,-1.759581617
98.221,1.69E-02,-0.544201641,-1.759134699
98.222,1.69E-02,-0.543986738,-1.75868033
98.223,1.69E-02,-0.543765433,-1.758235157
98.224,1.69E-02,-0.543533417,-1.757781836
98.225,1.69E-02,-0.543294474,-1.757331425
98.226,1.70E-02,-0.543044182,-1.756878453
98.227,1.70E-02,-0.542783528,-1.756428625
98.228,1.70E-02,-0.542515423,-1.755985082
98.229,1.70E-02,-0.54223201,-1.755533391
98.23,1.71E-02,-0.54194004,-1.755086589
98.231,1.71E-02,-0.541634916,-1.75463804
98.232,1.71E-02,-0.541318965,-1.754190424
98.233,1.71E-02,-0.54098916,-1.753752818
98.234,1.71E-02,-0.54064329,-1.753314515
98.235,1.72E-02,-0.540282752,-1.752869925
98.236,1.72E-02,-0.539907662,-1.752437674
98.237,1.72E-02,-0.539514935,-1.751996693
98.238,0.017223397,-0.539102941,-1.751565491
98.239,1.72E-02,-0.538674532,-1.75113685
98.24,1.73E-02,-0.53822546,-1.750713447
98.241,1.73E-02,-0.537756074,-1.750293421
98.242,1.73E-02,-0.537261949,-1.749870367
98.243,1.73E-02,-0.536746753,-1.749458723
98.244,1.73E-02,-0.536205946,-1.74905546
98.245,1.74E-02,-0.535638421,-1.748656738
98.246,1.74E-02,-0.535040977,-1.748256967
98.247,1.74E-02,-0.534412975,-1.747865346
98.248,1.74E-02,-0.533751678,-1.747484086
98.249,1.75E-02,-0.533053884,-1.747105853
98.25,1.75E-02,-0.532317208,-1.746738562
98.251,1.75E-02,-0.531543687,-1.746393042
98.252,1.75E-02,-0.530720165,-1.7460417
98.253,1.75E-02,-0.529850309,-1.745712943
98.254,1.76E-02,-0.528928998,-1.74539315
98.255,1.76E-02,-0.527945289,-1.745083602
98.256,1.76E-02,-0.52690116,-1.744796755
98.257,1.76E-02,-0.52578433,-1.744525391
98.258,0.017639585,-0.524591247,-1.744273352
