Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
98.3,1.66E-02,-0.482904958,-1.532951603
98.301,1.66E-02,-0.482813339,-1.532342401
98.302,1.66E-02,-0.482724048,-1.53173483
98.303,1.66E-02,-0.482632924,-1.531125279
98.304,1.66E-02,-0.482540549,-1.53051177
98.305,1.66E-02,-0.482447736,-1.529892907
98.306,1.67E-02,-0.482354517,-1.529271365
98.30701,1.67E-02,-0.482259988,-1.528646681
98.30801,1.67E-02,-0.482166128,-1.528017106
98.30901,1.67E-02,-0.482074189,-1.527398825
98.31001,1.67E-02,-0.48197835,-1.526770648
98.311,1.68E-02,-0.481883326,-1.526137232
98.312,1.68E-02,-0.481790368,-1.525513595
98.313,1.68E-02,-0.481695228,-1.524872961
98.314,1.68E-02,-0.481599884,-1.524240593
98.315,1.68E-02,-0.481502939,-1.523598097
98.316,1.68E-02,-0.481406314,-1.522960374
98.317,0.016863601,-0.481310126,-1.522316947
98.318,1.69E-02,-0.481214345,-1.521673752
98.319,0.016899275,-0.481116353,-1.521025551
98.32,1.69E-02,-0.481018069,-1.520378049
98.32101,1.69E-02,-0.480920891,-1.51972298
98.32201,1.70E-02,-0.480823714,-1.519075246
98.32301,1.70E-02,-0.480722578,-1.518413075
98.32401,1.70E-02,-0.480623741,-1.51775917
98.325,1.70E-02,-0.48052473,-1.517099794
98.326,1.70E-02,-0.480425166,-1.516437158
98.327,1.70E-02,-0.480325485,-1.515777083
98.328,1.71E-02,-0.480224757,-1.515109325
98.329,1.71E-02,-0.480124465,-1.514443778
98.33,1.71E-02,-0.480022165,-1.513768104
98.331,1.71E-02,-0.479920942,-1.513100578
98.332,1.71E-02,-0.479819078,-1.512424438
98.333,1.71E-02,-0.479717011,-1.511753653
98.334,1.72E-02,-0.479613082,-1.511070994
98.33501,1.72E-02,-0.479509705,-1.510390663
98.33601,1.72E-02,-0.479406095,-1.509704976
98.33701,1.72E-02,-0.479301467,-1.509020221
98.33801,1.72E-02,-0.479197974,-1.508333138
98.339,1.73E-02,-0.479093345,-1.507645706
98.34,1.73E-02,-0.478989503,-1.506956993
98.341,1.73E-02,-0.478883623,-1.506267348
98.342,1.73E-02,-0.47877754,-1.505574328
98.343,0.017322414,-0.478671776,-1.504874555
98.344,1.73E-02,-0.47856351,-1.504174317
98.345,1.74E-02,-0.478456845,-1.503474079
98.346,0.017374637,-0.478351052,-1.502777799
98.347,1.74E-02,-0.478242873,-1.502070343
98.348,1.74E-02,-0.478133123,-1.501361141
98.34901,1.74E-02,-0.478024129,-1.500646467
98.35001,1.74E-02,-0.477913709,-1.499935053
98.35101,1.75E-02,-0.4778039,-1.499219681
98.35201,1.75E-02,-0.477694412,-1.498510013
98.353,1.75E-02,-0.477583962,-1.497791382
98.354,1.75E-02,-0.477472786,-1.497075544
98.355,1.75E-02,-0.477360591,-1.49634853
98.356,1.75E-02,-0.477247057,-1.495626057
98.357,1.76E-02,-0.477135967,-1.49490661
98.358,1.76E-02,-0.477021851,-1.494174008
98.359,1.76E-02,-0.476908579,-1.493448741
98.36,1.76E-02,-0.476793648,-1.492712065
98.361,1.76E-02,-0.476679677,-1.491982955
98.362,0.017650843,-0.476563349,-1.491244882
98.36301,1.77E-02,-0.476444897,-1.490499359
98.36401,0.017685218,-0.476330606,-1.489764545
98.36501,1.77E-02,-0.476212241,-1.489023445
98.366,1.77E-02,-0.476094254,-1.488277689
98.367,1.77E-02,-0.475977489,-1.487536007
98.368,1.78E-02,-0.475857465,-1.486783614
98.369,1.78E-02,-0.475737004,-1.486034482
98.37,0.017787479,-0.475616602,-1.485284418
98.371,1.78E-02,-0.475494657,-1.484530745
98.372,1.78E-02,-0.475373818,-1.483777887
98.373,1.78E-02,-0.475250446,-1.483017579
98.374,1.79E-02,-0.47512757,-1.48226181
98.375,1.79E-02,-0.475003588,-1.481501618
98.376,1.79E-02,-0.474878005,-1.480739331
98.37701,1.79E-02,-0.474751258,-1.479967847
98.37801,1.79E-02,-0.474623783,-1.479202416
98.37901,1.79E-02,-0.47449625,-1.478428254
98.38,1.80E-02,-0.474367378,-1.477662125
98.381,1.80E-02,-0.474238448,-1.476888196
98.382,1.80E-02,-0.474107976,-1.47612032
98.383,1.80E-02,-0.473976484,-1.475341036
98.384,1.80E-02,-0.473843567,-1.474564779
98.385,0.018040856,-0.473710214,-1.47378433
98.386,1.81E-02,-0.473573542,-1.473002951
98.387,1.81E-02,-0.473436026,-1.472218544
98.388,1.81E-02,-0.473298511,-1.471434836
98.389,1.81E-02,-0.473159103,-1.470649149
98.39,1.81E-02,-0.47301827,-1.469859853
98.39101,1.81E-02,-0.472875079,-1.469062408
98.39201,1.82E-02,-0.472730375,-1.468269853
98.39301,0.018174322,-0.472584157,-1.467477763
98.394,0.018190973,-0.472438522,-1.466684742
98.395,1.82E-02,-0.4722905,-1.465893583
98.396,1.82E-02,-0.472138403,-1.465089619
98.397,0.018240737,-0.471986423,-1.464294153
98.398,1.83E-02,-0.471831649,-1.463491819
98.399,1.83E-02,-0.471673935,-1.462689484
98.4,1.83E-02,-0.471514417,-1.461882261
98.401,1.83E-02,-0.471353967,-1.461080974
98.402,1.83E-02,-0.47119183,-1.460275729
98.403,1.83E-02,-0.471023348,-1.459465711
98.404,1.84E-02,-0.470853498,-1.458656974
98.40501,1.84E-02,-0.470682833,-1.457846025
98.40601,1.84E-02,-0.470506347,-1.457027742
98.40701,1.84E-02,-0.470328465,-1.456217957
98.408,1.84E-02,-0.470147119,-1.455399441
98.409,1.84E-02,-0.469963037,-1.45458756
98.41,1.85E-02,-0.469773775,-1.453775796
98.411,1.85E-02,-0.469581253,-1.452953788
98.412,1.85E-02,-0.469387101,-1.452141558
98.413,1.85E-02,-0.469186692,-1.451318269
98.414,0.018519789,-0.468983344,-1.450502081
98.415,0.018536028,-0.468774873,-1.44968275
98.416,1.86E-02,-0.468560029,-1.448862022
98.417,0.018568467,-0.468342419,-1.448043855
98.418,1.86E-02,-0.468117709,-1.447219518
98.41901,1.86E-02,-0.467888312,-1.446393202
98.42001,1.86E-02,-0.467653648,-1.445571426
98.42101,1.86E-02,-0.467412145,-1.444744179
98.422,1.86E-02,-0.467165431,-1.443927642
98.423,1.87E-02,-0.466911559,-1.443101326
98.424,1.87E-02,-0.466649741,-1.442281762
98.425,1.87E-02,-0.466381432,-1.441462315
98.426,1.87E-02,-0.466105383,-1.440633787
98.427,1.87E-02,-0.465821009,-1.439819229
98.428,1.87E-02,-0.46552869,-1.43899431
98.429,1.88E-02,-0.465228019,-1.438181265
98.43,1.88E-02,-0.464916578,-1.437359257
98.431,1.88E-02,-0.464595301,-1.436541788
98.43201,1.88E-02,-0.464263489,-1.435718616
98.43301,1.88E-02,-0.463923119,-1.434907783
98.43401,1.88E-02,-0.463565928,-1.434086473
98.43501,0.018857529,-0.463201286,-1.433281228
98.436,1.89E-02,-0.462821889,-1.432468533
98.437,1.89E-02,-0.462429394,-1.431662939
98.438,1.89E-02,-0.462022901,-1.430857345
98.439,1.89E-02,-0.461600401,-1.430056058
98.44,1.89E-02,-0.461161952,-1.429258729
98.441,1.90E-02,-0.460706215,-1.428462798
98.442,1.90E-02,-0.460232317,-1.427672803
98.443,1.90E-02,-0.459740433,-1.426881645
98.444,1.90E-02,-0.45922643,-1.426098868
98.445,1.90E-02,-0.458691298,-1.425318886
98.44601,1.90E-02,-0.458132185,-1.424543327
98.44701,1.90E-02,-0.457548507,-1.423773007
98.44801,1.91E-02,-0.456935726,-1.423013047
98.44901,1.91E-02,-0.456295122,-1.422253437
98.45,1.91E-02,-0.455627654,-1.42151746
98.451,0.019108584,-0.454923313,-1.420774148
98.452,1.91E-02,-0.454182154,-1.420049579
98.453,1.91E-02,-0.453401823,-1.419327338
98.454,1.92E-02,-0.452580454,-1.418625354
98.455,1.92E-02,-0.451708096,-1.417924883
98.456,1.92E-02,-0.450785476,-1.417243853
98.457,0.019200737,-0.449806335,-1.416586223
