Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
102.4,-1.38E-02,-0.153280271,-2.242364921
102.401,-1.38E-02,-0.153747897,-2.242231974
102.402,-1.37E-02,-0.154214576,-2.242114162
102.403,-1.37E-02,-0.154678113,-2.241973532
102.404,-1.37E-02,-0.155141912,-2.241828013
102.405,-0.013683851,-0.155607559,-2.241683891
102.406,-1.37E-02,-0.156074209,-2.241546288
102.40701,-1.36E-02,-0.156541224,-2.241372131
102.408,-1.36E-02,-0.157005998,-2.241218928
102.409,-1.36E-02,-0.15746757,-2.241057111
102.41,-0.013581202,-0.157936855,-2.240912989
102.411,-1.36E-02,-0.158398965,-2.240745816
102.412,-0.013540132,-0.158861076,-2.240552567
102.413,-1.35E-02,-0.159322226,-2.240376314
102.414,-0.013499167,-0.159783885,-2.240186092
102.415,-1.35E-02,-0.160248863,-2.240014262
102.416,-1.35E-02,-0.160710639,-2.239814727
102.417,-1.34E-02,-0.161171032,-2.239613794
102.418,-0.013417118,-0.161631964,-2.239421709
102.419,-1.34E-02,-0.162096301,-2.239219379
102.42,-0.013376041,-0.162556214,-2.239013556
102.42101,-1.34E-02,-0.163016011,-2.238794928
102.422,-0.013334896,-0.163478253,-2.238566987
102.423,-0.013314277,-0.163939985,-2.238348825
102.424,-1.33E-02,-0.164397439,-2.238129266
102.425,-1.33E-02,-0.164854064,-2.237891313
102.426,-0.01325273,-0.165312289,-2.237656852
102.427,-1.32E-02,-0.165775113,-2.237413079
102.428,-1.32E-02,-0.166232043,-2.237176755
102.429,-1.32E-02,-0.166684797,-2.236909932
102.43,-1.32E-02,-0.167145074,-2.236666391
102.431,-1.32E-02,-0.167602426,-2.236408647
102.432,-1.31E-02,-0.168059487,-2.236146713
102.433,-1.31E-02,-0.168515384,-2.235882916
102.434,-1.31E-02,-0.168969098,-2.235604217
102.43501,-1.31E-02,-0.169429215,-2.235328779
102.436,-1.30E-02,-0.169883395,-2.235049382
102.437,-1.30E-02,-0.170338972,-2.234760439
102.438,-1.30E-02,-0.170791653,-2.234472195
102.439,-1.30E-02,-0.171245571,-2.234172076
102.44,-1.30E-02,-0.171698994,-2.233892679
102.441,-0.012944714,-0.172147789,-2.23358348
102.442,-0.012924169,-0.172601009,-2.233265201
102.443,-1.29E-02,-0.173057706,-2.232964616
102.444,-1.29E-02,-0.173507258,-2.232650295
102.445,-1.29E-02,-0.173958353,-2.232331317
102.446,-1.28E-02,-0.174405825,-2.231995808
102.447,-1.28E-02,-0.174854111,-2.231667051
102.448,-1.28E-02,-0.175307548,-2.231350169
102.44901,-1.28E-02,-0.175759109,-2.230996266
102.45,-1.28E-02,-0.176206799,-2.230669372
102.451,-1.27E-02,-0.176655085,-2.230324782
102.452,-1.27E-02,-0.177101771,-2.229964128
102.453,-1.27E-02,-0.17754946,-2.229612553
102.454,-1.27E-02,-0.177996029,-2.229257952
102.455,-1.27E-02,-0.178442177,-2.228895668
102.456,-1.26E-02,-0.17889023,-2.228544326
102.457,-1.26E-02,-0.179333831,-2.228154568
102.458,-1.26E-02,-0.17977893,-2.227788325
102.459,-0.01257474,-0.180218878,-2.22739228
102.46,-1.26E-02,-0.180664952,-2.227030462
102.461,-1.25E-02,-0.181103329,-2.22661416
102.462,-1.25E-02,-0.181547293,-2.226239303
102.46301,-0.012492387,-0.18199005,-2.225835342
102.464,-1.25E-02,-0.182430056,-2.225438599
102.465,-1.25E-02,-0.1828682,-2.225025557
102.466,-1.24E-02,-0.18330531,-2.224632306
102.467,-1.24E-02,-0.183746291,-2.224197611
102.468,-1.24E-02,-0.184183547,-2.223789226
102.469,-1.24E-02,-0.184617471,-2.223352669
102.47,-1.23E-02,-0.185053897,-2.222948475
102.471,-1.23E-02,-0.185489713,-2.222518204
102.472,-1.23E-02,-0.185921323,-2.222067676
102.473,-1.23E-02,-0.186350793,-2.221627394
102.474,-1.23E-02,-0.186781137,-2.22118292
102.475,-1.22E-02,-0.187215453,-2.220748924
102.476,-1.22E-02,-0.187640297,-2.220272785
102.47701,-1.22E-02,-0.188070757,-2.219803166
102.478,-1.22E-02,-0.188498016,-2.219359158
102.479,-1.22E-02,-0.188925245,-2.218891168
102.48,-1.21E-02,-0.18935003,-2.218436915
102.481,-1.21E-02,-0.189768616,-2.217950998
102.482,-1.21E-02,-0.190189472,-2.217470901
102.483,-1.21E-02,-0.190610372,-2.216991736
102.484,-1.21E-02,-0.191026731,-2.216501627
102.485,-1.20E-02,-0.1914436,-2.21602153
102.486,-1.20E-02,-0.191855186,-2.215523273
102.487,-0.011998956,-0.192273816,-2.215033863
102.488,-1.20E-02,-0.192681793,-2.214524895
102.489,-0.011957704,-0.193093787,-2.214032225
102.49,-1.19E-02,-0.193493906,-2.213507891
102.491,-1.19E-02,-0.193902539,-2.212992869
102.492,-1.19E-02,-0.194308712,-2.212476917
102.493,-1.19E-02,-0.194706037,-2.211955609
102.494,-1.19E-02,-0.195103523,-2.211423125
102.495,-1.18E-02,-0.195494664,-2.210894832
102.496,-1.18E-02,-0.195886416,-2.210361185
102.497,-1.18E-02,-0.19627549,-2.209820086
102.498,-1.18E-02,-0.196661189,-2.209276892
102.499,-1.18E-02,-0.197043861,-2.208739286
102.5,-1.17E-02,-0.197420741,-2.208184917
102.501,-1.17E-02,-0.197796995,-2.207634039
102.502,-1.17E-02,-0.198167138,-2.207070356
102.503,-1.17E-02,-0.198536538,-2.20652204
102.504,-1.16E-02,-0.198899506,-2.205948113
102.505,-1.16E-02,-0.199261718,-2.205372788
102.506,-1.16E-02,-0.199615533,-2.204806311
102.507,-1.16E-02,-0.199960021,-2.204221208
102.508,-1.16E-02,-0.200306429,-2.203638433
102.509,-1.15E-02,-0.20064709,-2.203060081
102.51,-1.15E-02,-0.200980168,-2.202468924
102.511,-1.15E-02,-0.201304647,-2.20187474
102.512,-1.15E-02,-0.201627612,-2.201274736
102.513,-1.15E-02,-0.201941104,-2.200689167
102.514,-1.14E-02,-0.202246927,-2.200067975
102.515,-1.14E-02,-0.202550189,-2.199487993
102.516,-1.14E-02,-0.202839932,-2.198863076
102.517,-1.14E-02,-0.203125266,-2.198249102
102.518,-1.14E-02,-0.20340184,-2.197633265
102.519,-1.13E-02,-0.203675445,-2.197016496
102.52,-1.13E-02,-0.203935255,-2.1963974
102.521,-1.13E-02,-0.204180717,-2.195770387
102.522,-1.13E-02,-0.204418888,-2.195139416
102.523,-1.13E-02,-0.204650103,-2.194511471
102.524,-1.12E-02,-0.204867814,-2.193879336
102.525,-1.12E-02,-0.205072938,-2.193249529
102.526,-1.12E-02,-0.205262259,-2.192589222
102.527,-1.12E-02,-0.205442309,-2.191948704
102.528,-1.12E-02,-0.205606513,-2.191304928
102.529,-1.11E-02,-0.205756267,-2.190649742
102.53,-1.11E-02,-0.205893375,-2.190002706
102.531,-1.11E-02,-0.206015349,-2.189361257
102.53201,-1.11E-02,-0.206118479,-2.188687446
102.533,-1.11E-02,-0.206204146,-2.188029932
102.534,-1.10E-02,-0.206267709,-2.18735938
102.535,-1.10E-02,-0.206316603,-2.186710481
102.536,-1.10E-02,-0.206341443,-2.186030848
102.537,-1.10E-02,-0.206344586,-2.185377758
102.538,-1.10E-02,-0.206324272,-2.18469603
102.539,-1.09E-02,-0.206278724,-2.184022451
102.54,-0.010910221,-0.206207231,-2.183348406
102.541,-1.09E-02,-0.206109558,-2.182681346
102.542,-0.010869263,-0.205976612,-2.181982389
102.543,-1.08E-02,-0.205816046,-2.181309741
102.544,-1.08E-02,-0.205629462,-2.180636395
102.545,-1.08E-02,-0.205400851,-2.179963514
102.54601,-1.08E-02,-0.205138116,-2.179266186
102.547,-1.08E-02,-0.20483043,-2.178589348
102.548,-1.07E-02,-0.204482596,-2.17790599
102.549,-1.07E-02,-0.204084543,-2.177215181
102.55,-1.07E-02,-0.203639123,-2.176546957
102.551,-1.07E-02,-0.203136195,-2.175853355
102.552,-1.07E-02,-0.202578565,-2.175179077
