Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
99.4,1.82362971827388E-03,-6.9920973777771,2.48433165252209E-02
99.401,1.72710977494717E-03,-6.98735427856445,2.51913946121931E-02
99.402,1.62998971063644E-03,-6.98254776000977,2.55392417311668E-02
99.403,1.53316534124315E-03,-6.97767734527588,2.58868522942066E-02
99.404,1.43708614632487E-03,-6.97279357910156,2.62307245284319E-02
99.405,1.34040869306773E-03,-6.96779727935791,2.65779942274094E-02
99.406,1.24350609257817E-03,-6.96273565292358,2.69248876720667E-02
99.40701,1.14648614544421E-03,-6.95761060714722,2.72715352475643E-02
99.408,1.04909029323608E-03,-6.95242309570313,2.76179406791925E-02
99.409,9.51930938754231E-04,-6.94717168807983,2.79642380774021E-02
99.41,8.54535261169076E-04,-6.9418568611145,2.83101331442595E-02
99.411,7.58462294470519E-04,-6.93653249740601,2.86524035036564E-02
99.412,6.60997990053147E-04,-6.93109226226807,2.89977826178074E-02
99.413,5.63528563361615E-04,-6.92558813095093,2.93430406600237E-02
99.414,4.65977471321821E-04,-6.92002010345459,2.96878777444363E-02
99.415,3.68498236639425E-04,-6.914391040802,3.00327353179455E-02
99.416,2.71347118541598E-04,-6.90875482559204,3.03737018257379E-02
99.417,1.72788117197342E-04,-6.90299797058105,3.07178683578968E-02
99.418,7.45313445804641E-05,-6.8971791267395,3.10618858784437E-02
99.419,-2.38403681578347E-05,-6.89129734039307,3.14054787158966E-02
99.42,-1.21442164527252E-04,-6.88541316986084,.031745333224535
99.42101,-2.20466536120512E-04,-6.87934350967407,.032091960310936
99.422,-3.19673301419243E-04,-6.87327337265015,3.24348360300064E-02
99.423,-4.18951822211966E-04,-6.8671407699585,.032777413725853
99.424,-5.18767221365124E-04,-6.86094284057617,3.31196747720242E-02
99.425,-6.18109363131225E-04,-6.85468482971191,3.34618017077446E-02
99.426,-7.18792085535824E-04,-6.84836196899414,3.38035933673382E-02
99.427,-8.19087086711079E-04,-6.84197854995728,3.41451019048691E-02
99.428,-9.19338490348309E-04,-6.83559703826904,3.44829894602299E-02
99.429,-1.02045980747789E-03,-6.82908868789673,3.48239950835705E-02
99.43,-1.12193974200636E-03,-6.82251739501953,3.51648218929768E-02
99.431,-1.22394587378949E-03,-6.81588315963745,3.55052053928375E-02
99.432,-1.32475222926587E-03,-6.80925464630127,3.58421020209789E-02
99.433,-1.42791762482375E-03,-6.80249881744385,3.61819677054882E-02
