Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
99.7,-7.67568498849869E-02,2.64622354507446,8.32103714346886E-02
99.701,-7.67610967159271E-02,2.64570832252502,8.32119435071945E-02
99.702,-7.67655074596405E-02,2.64517974853516,8.32132026553154E-02
99.703,-7.67697021365166E-02,2.64464592933655,8.32141935825348E-02
99.70399,-7.67735913395882E-02,2.64409828186035,8.32148492336273E-02
99.70499,-7.67771601676941E-02,2.64354562759399,.083215206861496
99.70599,-7.67807811498642E-02,2.64297938346863,8.32153186202049E-02
99.707,-7.67844840884209E-02,2.64240384101868,8.32150429487228E-02
99.708,-7.67877474427223E-02,2.64182257652283,8.32145288586617E-02
99.709,-7.67906904220581E-02,2.64122772216797,8.32137018442154E-02
99.71,-7.67937153577805E-02,2.64062881469727,8.32125917077065E-02
99.711,-7.67967104911804E-02,2.64001512527466,8.32111239433289E-02
99.712,-7.67996832728386E-02,2.63939237594604,8.32093954086304E-02
99.713,-.076802134513855,2.63875985145569,8.32073166966438E-02
99.714,-7.68048241734505E-02,2.63812327384949,8.32049772143364E-02
99.715,-7.68075659871101E-02,2.63747191429138,8.32023397088051E-02
99.716,-7.68101438879967E-02,2.63681674003601,8.31993818283081E-02
99.717,-7.68123418092728E-02,2.63614654541016,8.31961110234261E-02
99.71799,-7.68145024776459E-02,2.63546824455261,8.31925198435783E-02
99.71899,-7.68163651227951E-02,2.63477826118469,8.31886157393456E-02
99.71999,-7.68178775906563E-02,2.63408541679382,8.31845104694367E-02
99.721,-7.68195539712906E-02,2.63337779045105,8.31800475716591E-02
99.722,-7.68210291862488E-02,2.63265419006348,8.31752046942711E-02
99.723,-7.68225938081741E-02,2.63193392753601,8.31701457500458E-02
99.724,-7.68238082528114E-02,2.6311981678009,8.31647664308548E-02
99.725,-7.68247991800308E-02,2.63045859336853,8.31591188907623E-02
99.726,-.076825849711895,2.62969779968262,.08315309882164
99.727,-7.68268331885338E-02,2.62894058227539,8.31468254327774E-02
99.728,-7.68275782465935E-02,2.62816643714905,8.31402391195297E-02
99.729,-.076827809214592,2.62738347053528,.0831333771348
99.73,-7.68282264471054E-02,2.6265914440155,8.31261575222015E-02
99.731,-7.68284723162651E-02,2.62579655647278,8.31187441945076E-02
99.73199,-7.68285021185875E-02,2.62497878074646,8.31108465790749E-02
99.73299,-7.68287852406502E-02,2.62416458129883,8.31027626991272E-02
99.73399,-7.68286734819412E-02,2.62333416938782,8.30943509936333E-02
99.735,-7.68280997872353E-02,2.62248802185059,8.30855667591095E-02
99.736,-7.68276751041412E-02,2.62164616584778,8.30766409635544E-02
99.737,-7.68270865082741E-02,2.62078142166138,8.30672010779381E-02
99.738,-7.68263414502144E-02,2.6199209690094,8.30576866865158E-02
99.739,-7.68254101276398E-02,2.61903762817383,8.30477178096771E-02
99.74,-7.68245160579681E-02,2.61815881729126,8.30375552177429E-02
99.741,-7.68231973052025E-02,2.61725616455078,8.30269232392311E-02
99.742,-7.68220871686936E-02,2.61635780334473,8.30161795020104E-02
99.743,-7.68208429217339E-02,2.61543607711792,.083004966378212
99.744,-7.68194645643234E-02,2.61452007293701,8.29935967922211E-02
99.745,-7.68177658319473E-02,2.61358737945557,8.29818472266197E-02
99.74599,-7.68160298466682E-02,2.6126446723938,8.29698368906975E-02
99.74699,-7.68142119050026E-02,2.61169362068176,8.29574912786484E-02
99.74799,-7.68120288848877E-02,2.61073231697083,8.29448848962784E-02
99.749,-7.68096148967743E-02,2.60975360870361,8.29317942261696E-02
99.75,-7.68070742487907E-02,2.6087658405304,8.29184725880623E-02
99.751,-7.68046006560326E-02,2.60778427124023,8.29050168395042E-02
