Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
100,-3.35973240435123E-02,3.86286340653896E-02,3.77291515469551E-02
100.001,-3.36035937070847E-02,3.80798242986202E-02,3.77360992133617E-02
100.002,-3.36098596453667E-02,.03752725943923,3.77430468797684E-02
100.003,-3.36160473525524E-02,3.69783490896225E-02,3.77498939633369E-02
100.004,-.033622182905674,3.64293977618217E-02,3.77566963434219E-02
100.005,-3.36282849311829E-02,3.58803980052471E-02,3.77634540200233E-02
100.006,-3.36343348026276E-02,3.53313460946083E-02,.03777015209198
100.007,-3.36404293775558E-02,3.47748398780823E-02,3.77769060432911E-02
100.008,-3.36463935673237E-02,3.42257097363472E-02,3.77835147082806E-02
100.009,-3.36523167788982E-02,3.36765311658382E-02,3.77900749444962E-02
100.01,-3.36581990122795E-02,3.31273153424263E-02,3.77965942025185E-02
100.011,-3.36640402674675E-02,3.25780585408211E-02,3.78030613064766E-02
100.012,-3.36698293685913E-02,.032028753310442,3.78094762563705E-02
100.013,-3.36755812168121E-02,3.14794145524502E-02,3.78158502280712E-02
100.014,-3.36813256144524E-02,.030926326289773,3.78222167491913E-02
100.015,-3.36869955062866E-02,3.03769130259752E-02,3.78284938633442E-02
100.016,-.033692616969347,.029827456921339,3.78347150981426E-02
100.017,-3.36981862783432E-02,2.92779635637999E-02,3.78408916294575E-02
100.018,-3.37037220597267E-02,.028728449717164,3.78470309078693E-02
100.019,-3.37092131376266E-02,2.81788855791092E-02,3.78531143069267E-02
100.02,-3.37147004902363E-02,2.76255793869495E-02,3.78591977059841E-02
100.021,-3.37201356887817E-02,2.70722415298223E-02,.037865225225687
100.022,-3.37255038321018E-02,2.65225861221552E-02,3.78711745142937E-02
100.023,-.033730823546648,2.59728971868753E-02,3.78770679235458E-02
100.024,-3.37360985577106E-02,2.54231691360474E-02,3.78829166293144E-02
100.025,-3.37413661181927E-02,2.48697102069855E-02,3.78887578845024E-02
100.026,-3.37465591728687E-02,2.43199337273836E-02,3.78945097327232E-02
100.027,-3.37516963481903E-02,2.37701311707497E-02,3.79002131521702E-02
100.028,-3.37568037211895E-02,2.32205037027597E-02,3.79058718681335E-02
100.029,-3.37618663907051E-02,2.26706471294165E-02,3.79114858806133E-02
100.03,-3.37668918073177E-02,2.21207663416862E-02,3.79170514643192E-02
100.031,-3.37718725204468E-02,2.15706434100866E-02,3.79225760698318E-02
100.032,-3.37768346071243E-02,2.10170056670904E-02,3.79280783236027E-02
100.033,-3.37817296385765E-02,2.04670466482639E-02,3.79335023462772E-02
100.034,-3.37865799665451E-02,1.99170708656311E-02,3.79388816654682E-02
100.035,-3.37914265692234E-02,1.93633604794741E-02,.037944246083498
100.036,-3.37961874902248E-02,1.88133399933577E-02,3.79495210945606E-02
100.037,-3.38009521365166E-02,1.82595942169428E-02,3.79547961056232E-02
