Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
100,-3.31747159361839E-02,5.03043793141842E-02,3.74181345105171E-02
100.001,-3.31807769834995E-02,4.96298409998417E-02,3.74248810112476E-02
100.002,-3.31867635250092E-02,4.89595346152782E-02,3.74315343797207E-02
100.003,-3.31926941871643E-02,4.82891499996185E-02,3.74381355941296E-02
100.004,-3.31986173987389E-02,4.76144105195999E-02,3.74447181820869E-02
100.005,-3.32044549286366E-02,4.69438880681992E-02,3.74512113630772E-02
100.006,-3.32102850079536E-02,4.62690070271492E-02,3.74576933681965E-02
100.007,-3.32160629332066E-02,4.55940663814545E-02,3.74641194939613E-02
100.008,-3.32217887043953E-02,4.49190400540829E-02,3.74704860150814E-02
100.009,-3.32274362444878E-02,4.42482754588127E-02,3.74767668545246E-02
100.01,-3.32330428063869E-02,4.35774400830269E-02,3.74829992651939E-02
100.011,-.033238623291254,4.29022386670113E-02,3.74892130494118E-02
100.012,-3.32441255450249E-02,4.22312766313553E-02,3.74953337013721E-02
100.013,-3.32496203482151E-02,4.15559634566307E-02,3.75014431774616E-02
100.014,-3.32550257444382E-02,4.08848822116852E-02,3.75074557960033E-02
100.015,-3.32603827118874E-02,4.02137488126755E-02,3.75134199857712E-02
100.016,-3.32657247781754E-02,3.95382530987263E-02,3.75193618237972E-02
100.017,-3.32709960639477E-02,3.88670153915882E-02,3.75252217054367E-02
100.018,-3.32762114703655E-02,3.81957367062569E-02,3.75310257077217E-02
100.019,-3.32814119756222E-02,3.75200808048248E-02,3.75368110835552E-02
100.02,-3.32865305244923E-02,3.68486829102039E-02,3.75425182282925E-02
100.021,-3.32916639745235E-02,3.61686274409294E-02,3.75482365489006E-02
100.022,-3.32967005670071E-02,3.54971326887608E-02,3.75538356602192E-02
100.023,-3.33016999065876E-02,3.48212867975235E-02,.037559412419796
100.024,-3.33066284656525E-02,3.41497100889683E-02,3.75648997724056E-02
100.025,-3.33115048706532E-02,3.34780737757683E-02,3.75703386962414E-02
100.026,-3.33163700997829E-02,3.28020825982094E-02,3.75757552683353E-02
100.027,-3.33211608231068E-02,3.21303680539131E-02,.037581093609333
100.028,-3.33259329199791E-02,3.14545296132565E-02,3.75864095985889E-02
100.029,-3.33306230604649E-02,.030782712623477,3.75916361808777E-02
100.03,-3.33352759480476E-02,3.01106385886669E-02,3.75968255102634E-02
100.031,-.033339899033308,2.94344499707222E-02,3.76019775867462E-02
100.032,-.033344455063343,2.87625230848789E-02,.037607055157423
100.033,-.033348985016346,2.80862525105476E-02,3.76120992004871E-02
100.034,-3.33534441888332E-02,2.74142548441887E-02,.037617065012455
100.035,-.033357884734869,2.67380401492119E-02,.037622008472681
100.036,-3.33622843027115E-02,.026061650365591,3.76269109547138E-02
100.037,-.033366609364748,.025389576330781,3.76317277550697E-02
100.038,-3.33709083497524E-02,2.47132610529661E-02,3.76365222036839E-02
100.039,-3.33751440048218E-02,2.40411125123501E-02,3.76412346959114E-02
100.04,-3.33793200552464E-02,2.33689248561859E-02,3.76458838582039E-02
100.041,-3.33834886550903E-02,2.26923935115337E-02,3.76505181193352E-02
100.042,-.033387579023838,2.20199152827263E-02,3.76550704240799E-02
100.043,-3.33916842937469E-02,2.13390626013279E-02,3.76596301794052E-02
100.044,-3.33956889808178E-02,2.06667613238096E-02,3.76640781760216E-02
100.045,-3.33996489644051E-02,1.99946854263544E-02,3.76684702932835E-02
100.046,-.033403605222702,1.93180423229933E-02,3.76728512346745E-02
100.047,-3.34074832499027E-02,1.86457019299269E-02,3.76771464943886E-02
100.048,-3.34113352000713E-02,1.79690178483725E-02,3.76814156770706E-02
100.049,-3.34151573479176E-02,1.72923170030117E-02,3.76856364309788E-02
100.05,-3.34189236164093E-02,1.66155956685543E-02,3.76897938549519E-02
100.051,-3.34226414561272E-02,1.59431882202625E-02,3.76938879489899E-02
100.052,-3.34263071417809E-02,1.52707602828741E-02,3.76979187130928E-02
100.053,-3.34299579262733E-02,1.45943416282535E-02,3.77019345760345E-02
100.054,-3.34335453808308E-02,.013921651057899,3.77058647572994E-02
100.055,-3.34371030330658E-02,1.32491793483496E-02,3.77097614109516E-02
100.056,-3.34406420588493E-02,1.25723965466022E-02,3.77136170864105E-02
100.057,-3.34441177546978E-02,1.18999434635043E-02,3.77173982560635E-02
100.058,-3.34475599229336E-02,1.12228933721781E-02,3.77211384475231E-02
100.059,-3.34509946405888E-02,1.05462018400431E-02,3.77248451113701E-02
100.06,-3.34543474018574E-02,9.87371616065502E-03,3.77284698188305E-02
100.061,-3.34577076137066E-02,9.19667165726423E-03,3.77320796251297E-02
100.062,-3.34610119462013E-02,8.52440297603607E-03,3.77356074750423E-02
100.063,-3.34643051028252E-02,7.84328114241362E-03,3.77391241490841E-02
100.064,-3.34675535559654E-02,7.17056542634964E-03,3.77425663173199E-02
100.065,-3.34707610309124E-02,6.49378821253777E-03,3.77459526062012E-02
100.066,-.033473938703537,5.82153582945466E-03,.037749283015728
100.067,-3.34770902991295E-02,5.14451321214437E-03,3.77525798976421E-02
100.068,-3.34802269935608E-02,4.46808570995927E-03,3.77558246254921E-02
100.069,-3.34833040833473E-02,3.79540654830635E-03,3.77589985728264E-02
100.07,-3.34863848984241E-02,3.12297372147441E-03,3.77621315419674E-02
100.071,-3.34894321858883E-02,2.44624796323478E-03,3.77652198076248E-02
100.072,-.03349244967103,1.77406554576009E-03,3.77682559192181E-02
100.073,-3.34954857826233E-02,1.0928405681625E-03,3.77712771296501E-02
100.074,-3.34984585642815E-02,4.20626398408785E-04,3.77742014825344E-02
100.075,-3.35014164447784E-02,-2.51841498538852E-04,3.77770811319351E-02
100.076,-3.35043743252754E-02,-9.28473717067391E-04,3.77799235284328E-02
100.077,-3.35073582828045E-02,-1.60937372129411E-03,3.77827510237694E-02
100.078,-.03351029753685,-2.28591077029705E-03,3.77855002880096E-02
100.079,-3.35132107138634E-02,-2.95813358388841E-03,3.77881824970245E-02
100.08,-3.35161499679089E-02,-3.63425351679325E-03,3.77908535301685E-02
100.081,-3.35190780460835E-02,-4.31093573570251E-03,3.77934500575066E-02
100.082,-3.35220098495483E-02,-4.98314062133431E-03,3.77960167825222E-02
100.083,-3.35249491035938E-02,-5.6594954803586E-03,3.77985388040543E-02
100.084,-3.35279069840908E-02,-6.3358754850924E-03,3.78010086715221E-02
100.085,-3.35308574140072E-02,-7.00757326558232E-03,3.78034152090549E-02
100.086,-3.35338637232781E-02,-.007683957926929,3.78058105707169E-02
100.087,-3.35368923842907E-02,-8.35993885993958E-03,3.78081612288952E-02
100.088,-3.35399471223354E-02,-9.03607252985239E-03,3.78104597330093E-02
100.089,-3.35430391132832E-02,-9.71204228699207E-03,3.78127098083496E-02
100.09,-3.35461720824242E-02,-1.03834755718708E-02,3.78149151802063E-02
100.091,-3.35493944585323E-02,-1.10633382573724E-02,3.78171093761921E-02
100.092,-3.35526615381241E-02,-1.17393704131246E-02,3.78192402422428E-02
100.093,-3.35559993982315E-02,-1.24150365591049E-02,3.78213375806808E-02
100.094,-3.35594229400158E-02,-1.30901709198952E-02,3.78234051167965E-02
100.095,-3.35629545152187E-02,-1.37698380276561E-02,3.78254391252995E-02
100.096,-3.35665754973888E-02,-1.44407628104091E-02,3.78274209797382E-02
100.097,-3.35703007876873E-02,-1.51159577071667E-02,3.78293618559837E-02
100.098,-3.35741937160492E-02,-1.57906729727983E-02,3.78312952816486E-02
100.099,-3.35782282054424E-02,-1.64656993001699E-02,3.78331877291203E-02
100.1,-3.35824266076088E-02,-1.71445142477751E-02,3.78350540995598E-02
100.101,-3.35867814719677E-02,-1.78146753460169E-02,3.78368720412254E-02
100.102,-3.35913635790348E-02,-1.84889752417803E-02,3.78386788070202E-02
100.103,-3.35961505770683E-02,-1.91676057875156E-02,3.78404520452023E-02
100.104,-3.36011797189713E-02,-1.98413375765085E-02,3.78421954810619E-02
100.105,-3.36064994335175E-02,-2.05193217843771E-02,3.78439426422119E-02
100.106,-3.36120650172234E-02,-2.11926382035017E-02,.037845641374588
100.107,-3.36179472506046E-02,-2.18657087534666E-02,3.78473214805126E-02
100.108,-.033624179661274,-2.25431509315968E-02,3.78489904105663E-02
100.109,-3.36307659745216E-02,-2.32158098369837E-02,.037850633263588
100.11,-3.36377695202827E-02,-2.38926969468594E-02,3.78522723913193E-02
100.111,-3.36451902985573E-02,-2.45646331459284E-02,3.78538779914379E-02
100.112,-3.36530692875385E-02,-2.52360105514526E-02,3.78554724156857E-02
100.113,-3.36614735424519E-02,-2.59119234979153E-02,3.78570668399334E-02
100.114,-.033670399338007,-2.65828296542168E-02,3.78586389124393E-02
100.115,-3.36799435317516E-02,-2.72582452744246E-02,3.78602184355259E-02
100.116,-3.36901247501373E-02,-2.79326252639294E-02,3.78617905080318E-02
100.117,-3.37009765207767E-02,-.028602285310626,3.78633588552475E-02
100.118,-3.37125919759274E-02,-2.92760413140059E-02,3.78649160265923E-02
100.119,-3.37250046432018E-02,-2.99490764737129E-02,3.78664806485176E-02
100.12,-3.37382927536964E-02,-3.06259151548147E-02,3.78680527210236E-02
100.121,-3.37524749338627E-02,-3.12939025461674E-02,3.78696247935295E-02
100.122,-3.37676517665386E-02,-3.19608673453331E-02,3.78712080419064E-02
100.123,-.033783957362175,-3.26364114880562E-02,3.78728099167347E-02
100.124,-3.38013768196106E-02,-3.33021245896816E-02,.037874411791563
100.125,-3.38200889527798E-02,-3.39759700000286E-02,3.78760397434235E-02
100.126,-3.38400714099407E-02,-3.46404537558556E-02,3.78776676952839E-02
100.127,-3.38615775108337E-02,-3.53086143732071E-02,3.78793627023697E-02
100.128,-3.38845886290073E-02,-3.59754860401154E-02,.037881039083004
100.129,-3.39093282818794E-02,-.036642350256443,3.78827825188637E-02
100.13,-3.39358933269978E-02,-3.73118184506893E-02,.037884533405304
100.131,-3.39643508195877E-02,-3.79719994962215E-02,3.78863476216793E-02
100.132,-3.39949876070023E-02,-3.86436991393566E-02,3.78881618380547E-02
100.133,-3.40278558433056E-02,-3.93059737980366E-02,3.78900617361069E-02
100.134,-3.40631566941738E-02,-3.99671383202076E-02,3.78920063376427E-02
100.135,-3.41011546552181E-02,-4.06309179961681E-02,3.78939993679523E-02
100.136,-3.41419577598572E-02,-4.12892960011959E-02,3.78960557281971E-02
100.137,-.034185852855444,-4.19455468654633E-02,3.78981903195381E-02
100.138,-3.42331603169441E-02,-4.26054187119007E-02,3.79003882408142E-02
100.139,-3.42840403318405E-02,-4.32585626840591E-02,3.79026867449284E-02
100.14,-3.43389101326466E-02,-4.39142994582653E-02,3.79050634801388E-02
100.141,-3.43980118632317E-02,-4.45639789104462E-02,3.79075519740582E-02
100.142,-3.44617329537868E-02,-.045211099088192,3.79101410508156E-02
100.143,-3.45306023955345E-02,-.045860443264246,3.79128530621529E-02
100.144,-3.46049219369888E-02,-4.65025939047337E-02,3.79156991839409E-02
100.145,-3.46853919327259E-02,-4.71506118774414E-02,3.79186496138573E-02
100.146,-3.47724184393883E-02,-4.77913953363895E-02,3.79217900335789E-02
100.147,-3.48666496574879E-02,-4.84282337129116E-02,3.79250831902027E-02
100.148,-.034968838095665,-4.90618906915188E-02,.037928581237793
100.149,-3.50796692073345E-02,-.049687247723341,3.79322879016399E-02
100.15,-3.52003164589405E-02,-5.03163151443005E-02,3.79362069070339E-02
100.151,-3.53314355015755E-02,-5.09318076074123E-02,3.79404202103615E-02
100.152,-3.54744493961334E-02,-5.15462383627892E-02,3.79448719322681E-02
100.153,-3.56306172907352E-02,-5.21541237831116E-02,3.79496477544308E-02
100.154,-3.58014442026615E-02,-5.27553148567677E-02,3.79547737538815E-02
100.155,-3.59888151288033E-02,-5.33527322113514E-02,3.79602648317814E-02
100.156,-.03619434684515,-5.39325959980488E-02,3.79662588238716E-02
100.157,-3.64208407700062E-02,-5.45067638158798E-02,3.79727110266685E-02
100.158,-3.66710685193539E-02,-5.50735630095005E-02,3.79796884953976E-02
100.159,-3.69479618966579E-02,-5.56228123605251E-02,3.79873141646385E-02
100.16,-3.72559987008572E-02,-5.61646930873394E-02,.037995632737875
100.161,-.037599042057991,-5.66800870001316E-02,.038004819303751
100.162,-3.79833392798901E-02,-5.71786090731621E-02,3.80149707198143E-02
100.163,-3.84152233600616E-02,-.057646956294775,3.80262769758701E-02
100.164,-3.89033630490303E-02,-5.80846704542637E-02,3.80389392375946E-02
100.165,-3.94585318863392E-02,-5.84898069500923E-02,3.80531065165997E-02
100.166,-.040093369781971,-5.88450208306313E-02,3.80692258477211E-02
100.167,-4.08256761729717E-02,-5.91514520347118E-02,3.80875244736671E-02
100.168,-.04167590290308,-5.93771226704121E-02,3.81087884306908E-02
100.169,-4.26733940839767E-02,-5.95087110996246E-02,3.81335653364658E-02
100.17,-4.38579060137272E-02,-5.95249608159065E-02,3.81626561284065E-02
100.171,-4.52802889049053E-02,-5.93640245497227E-02,3.81976813077927E-02
100.172,-4.70157526433468E-02,-5.89669644832611E-02,3.82403209805489E-02
100.173,-4.91730161011219E-02,-5.82358464598656E-02,3.82931083440781E-02
