Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RY (Trimaran) [°/s²]
Line C: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [°/s²]

*Time (s),Line A (°/s²),Line B (°/s²),Line C (°/s²)
100,-2.54518426954746E-02,.840898990631104,2.84915771335363E-02
100.001,-2.54497341811657E-02,.840791344642639,2.84918919205666E-02
100.002,-2.54475567489862E-02,.840680599212646,.028492134064436
100.003,-2.54452209919691E-02,.840567946434021,2.84923277795315E-02
100.004,-2.54428740590811E-02,.840453445911407,2.84924414008856E-02
100.005,-2.54404451698065E-02,.840336918830872,2.84925047308207E-02
100.006,-2.54380218684673E-02,.840219795703888,2.84924954175949E-02
100.007,-2.54354253411293E-02,.840098321437836,2.84924246370792E-02
100.008,-2.54328064620495E-02,.839976012706757,2.84922849386931E-02
100.009,-2.54301652312279E-02,.839853167533875,2.84920837730169E-02
100.01,-2.54273861646652E-02,.839727163314819,2.84918174147606E-02
100.011,-2.54245661199093E-02,.839599132537842,2.84914802759886E-02
100.012,-2.54216883331537E-02,.839469313621521,2.84910872578621E-02
100.013,-2.54186969250441E-02,.839338898658752,2.84906327724457E-02
100.014,-2.54156868904829E-02,.839205265045166,2.84901093691587E-02
100.015,-2.54125148057938E-02,.839069664478302,2.84895226359367E-02
100.016,-2.54092328250408E-02,.83893209695816,2.84888669848442E-02
100.017,-2.54058167338371E-02,.838792681694031,2.84881461411715E-02
100.018,-2.54023093730211E-02,.838652789592743,2.84873750060797E-02
100.019,-2.53986567258835E-02,.838509380817413,2.84865312278271E-02
100.02,-2.53950115293264E-02,.83836442232132,.028485618531704
100.021,-.025391198694706,.838217556476593,2.84846443682909E-02
100.022,-2.53872517496347E-02,.83806848526001,2.84835994243622E-02
100.023,-2.53832973539829E-02,.837917685508728,.028482498601079
100.024,-2.53791566938162E-02,.837764739990234,2.84813288599253E-02
100.025,-2.53749471157789E-02,.837611436843872,2.84801088273525E-02
100.026,-2.53704953938723E-02,.837454795837402,2.84788142889738E-02
100.027,-2.53660101443529E-02,.837296426296234,2.84774526953697E-02
