Structure Acceleration, RAO-Based Response
Line A: Structure Acceleration, RAO-Based Response - Global Z (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²]
Line B: Structure Acceleration, RAO-Based Response - Global RX (Trimaran) [°/s²]

*Time (s),Line A (mm/s²),Line B (°/s²)
99.32899,-6.77329255267978,.454291194677353
99.32999,-6.75339577719569,.321226745843887
99.33099,-6.72220904380083,4.15367819368839E-02
99.332,-6.69465120881796,-.250545561313629
99.333,-6.67348224669695,-.408868432044983
99.334,-6.67354557663202,-.392200261354446
99.335,-6.70755142346025,-.227971866726875
99.336,-6.75448775291443,3.55101004242897E-02
99.337,-6.76730135455728,.315821021795273
99.338,-6.75846682861447,.453135669231415
99.339,-6.72804424539208,.322062581777573
99.34,-6.67934352532029,-2.46224049478769E-02
99.341,-6.64476677775383,-.335456907749176
99.342,-6.65580155327916,-.403262615203857
99.34299,-6.70472672209144,-.203988447785378
99.34399,-6.74004899337888,.157185941934586
99.34499,-6.74343062564731,.428030341863632
99.346,-6.7135258577764,.333203166723251
99.347,-6.65833707898855,-.073669858276844
99.348,-6.61905249580741,-.381028413772583
99.349,-6.67097279801965,-.321299970149994
99.35,-6.72363443300128,6.56403973698616E-02
99.351,-6.72203442081809,.415947318077087
99.352,-6.67606061324477,.279118865728378
99.353,-6.6260164603591,-.189055234193802
99.354,-6.65068114176393,-.407693237066269
99.355,-6.70699076727033,-.112614743411541
99.356,-6.70362915843725,.357042759656906
99.35699,-6.64245197549462,.301876097917557
99.35799,-6.58274115994573,-.199937924742699
99.35899,-6.58108992502093,-.367580205202103
99.36,-6.68911682441831,3.59828360378742E-02
99.361,-6.68882904574275,.424235820770264
99.362,-6.64424011483788,5.84260523319244E-02
99.363,-6.56526256352663,-.37776193022728
99.364,-6.67193159461021,-.115305110812187
99.365,-6.65426999330521,.394246220588684
99.366,-6.57270848751068,7.88624435663223E-02
99.367,-6.54674740508199,-.372998714447021
99.368,-6.60436926409602,-2.34739854931831E-02
99.369,-6.64282497018576,.407429099082947
99.37,-6.58729625865817,-9.86504107713699E-02
99.37099,-6.63387775421143,-.364310622215271
99.37199,-6.64554163813591,.258334308862686
99.37299,-6.63782190531492,.228428348898888
99.374,-6.56682718545198,-.371008574962616
99.375,-6.6123828291893,4.39235866069794E-02
99.376,-6.55836192891002,.322920262813568
99.377,-6.5087266266346,-.309028565883636
99.378,-6.51139672845602,-2.59894169867039E-02
99.379,-6.51410827413201,.327001094818115
99.38,-6.51789596304297,-.309103518724442
99.381,-6.56771520152688,1.23033588752151E-02
99.382,-6.57387310639024,.295409560203552
99.383,-6.57134270295501,-.372142374515533
99.384,-6.60135736688972,.196389526128769
99.38499,-6.59461272880435,.101426966488361
99.38599,-6.59769168123603,-.333373546600342
99.38699,-6.59231189638376,.384324818849564
99.388,-6.56072748824954,-.267420142889023
99.389,-6.56413193792105,6.70572221279144E-02
99.39,-6.53642322868109,.131627753376961
99.391,-6.50320202112198,-.274757474660873
99.392,-6.4981896430254,.346928209066391
99.393,-6.45532598719001,-.339782148599625
99.394,-6.46036211401224,.295461088418961
99.395,-6.43472513183951,-.217790812253952
99.396,-6.42929086461663,.138873293995857
99.397,-6.4253187738359,-6.41243755817413E-02
99.39799,-6.42733694985509,1.18825281970203E-03
99.39899,-6.42359396442771,4.18242253363132E-02
99.39999,-6.44480949267745,-7.45129659771919E-02
99.40099,-6.43698358908296,8.11201333999634E-02
99.402,-6.46302429959178,-.083483599126339
99.403,-6.44937250763178,5.48947378993034E-02
99.404,-6.48180488497019,-2.03666109591722E-02
99.405,-6.4645609818399,-4.36815433204174E-02
99.406,-6.49174861609936,.118642203509808
99.407,-6.47905049845576,-.20400370657444
99.408,-6.49506226181984,.291630417108536
99.409,-6.49320334196091,-.345514506101608
99.41,-6.49493839591742,.345545530319214
99.411,-6.50139572098851,-.272211909294128
99.41199,-6.49349112063646,.107519172132015
99.41299,-6.49075862020254,9.48485806584358E-02
99.41399,-6.48598978295922,-.274861693382263
99.41499,-6.48381328210235,.352573066949844
99.416,-6.47640367969871,-.266711473464966
99.417,-6.47721439599991,4.33575995266438E-02
99.418,-6.46540708839893,.210213154554367
99.419,-6.44630426540971,-.335366517305374
99.42,-6.45364169031382,.257640987634659
99.421,-6.43365131691098,-1.83229160029441E-03
99.422,-6.42154738306999,-.249837279319763
99.423,-6.42641168087721,.325068533420563
99.424,-6.39815255999565,-.149493038654327
99.425,-6.3985176384449,-.134140938520432
99.42599,-6.39588432386518,.314862668514252
99.42699,-6.35838741436601,-.236154407262802
99.42799,-6.37515727430582,-2.33493484556675E-02
99.42899,-6.3611576333642,.265716701745987
99.43,-6.32458319887519,-.284103900194168
99.431,-6.34859129786491,8.69288817048073E-02
99.432,-6.32436946034431,.178582534193993
99.433,-6.29906821995974,-.295078486204147
99.434,-6.32198667153716,.20164030790329
99.435,-6.29113148897886,3.38598378002644E-02
99.436,-6.28261873498559,-.234421908855438
99.437,-6.29312032833695,.287059873342514
99.438,-6.25933473929763,-.167401105165482
99.439,-6.27538096159697,-4.09208387136459E-02
99.43999,-6.26083416864276,.219133928418159
99.44099,-6.23791292309761,-.279453635215759
99.44199,-6.2594935297966,.232607245445251
99.44299,-6.22640084475279,-.121620990335941
99.444,-6.24347431585193,-3.21074388921261E-02
99.445,-6.22237427160144,.155290082097054
99.446,-6.21291808784008,-.222756654024124
99.447,-6.21947506442666,.271471381187439
99.448,-6.19770586490631,-.268978923559189
99.449,-6.21440540999174,.254302978515625
99.45,-6.18798239156604,-.254799783229828
99.451,-6.20620185509324,.221598282456398
99.452,-6.17870409041643,-.253521174192429
99.453,-6.19441037997603,.22573234140873
99.45399,-6.16893591359258,-.258170008659363
99.45499,-6.17626262828708,.254443496465683
99.45599,-6.15936331450939,-.16644361615181
99.457,-6.15532835945487,.246737539768219
99.458,-6.1984034255147,.059044111520052
99.459,-6.15393370389938,-.108351357281208
99.46,-6.15018792450428,.157618701457977
99.461,-6.23670965433121,4.90783639252186E-02
99.462,-6.14675600081682,.156121522188187
99.463,-6.13960810005665,.163025468587875
99.464,-6.25126017257571,.157286912202835
99.465,-6.18375139310956,.192964822053909
99.466,-6.11089309677482,.191393747925758
99.467,-6.1528435908258,.189618036150932
99.46799,-6.24794326722622,.233304753899574
99.46899,-6.22562179341912,.246640026569366
99.46999,-6.14471780136228,.22811271250248
99.471,-6.09094137325883,.215503916144371
99.472,-6.08564168214798,.218280225992203
99.473,-6.11602328717709,.233279079198837
99.474,-6.15177862346172,.248472467064858
99.475,-6.17139926180243,.255665928125381
99.476,-6.17104582488537,.256258100271225
99.477,-6.15645106881857,.252108573913574
99.478,-6.11960701644421,.243730023503304
99.479,-6.07357220724225,.234041422605515
99.48,-6.04144902899861,.227326780557632
99.481,-6.08192291110754,.234296277165413
99.48199,-6.1653652228415,.254157960414886
99.48299,-6.18690764531493,.26245841383934
99.48399,-6.12269109115005,.245699271559715
99.485,-6.0273171402514,.224909916520119
99.486,-6.15521008148789,.251940488815308
99.487,-6.13462226465344,.247037172317505
99.488,-6.03351136669517,.224148780107498
99.489,-6.15563662722707,.249929085373878
99.49,-5.9904889203608,.219077616930008
99.491,-6.14905403926969,.245612487196922
99.492,-5.9816325083375,.216432631015778
99.493,-6.13731704652309,.24413400888443
99.494,-6.06095604598522,.222138240933418
99.495,-6.0082208365202,.219697579741478
99.49599,-6.12489879131317,.236919656395912
99.49699,-6.08601793646812,.22765089571476
99.49799,-5.98493684083223,.211188852787018
99.499,-5.94931188970804,.209966003894806
99.5,-6.02536834776402,.21807786822319
99.501,-6.06959359720349,.222200334072113
99.502,-6.07748050242662,.223193943500519
99.503,-6.07190933078527,.220011785626411
99.504,-6.05275388807058,.209717705845833
99.505,-5.99265843629837,.193479686975479
99.506,-5.90728642418981,.18771094083786
99.507,-5.95196941867471,.199741765856743
99.508,-6.03038351982832,.191702902317047
99.509,-6.0560368001461,.18641322851181
99.50999,-5.8859447017312,.192180067300797
99.51099,-5.99597953259945,.17374561727047
99.51199,-5.98237756639719,.192505061626434
99.513,-5.92574570327997,.184263110160828
99.514,-6.01976132020354,.165977358818054
99.515,-5.90624986216426,.176602646708488
99.516,-5.93963358551264,.190682366490364
99.517,-5.94236142933369,.180807739496231
99.518,-5.85191464051604,.179988726973534
99.519,-5.97661128267646,.17428132891655
99.52,-5.83234382793307,.177567541599274
99.521,-5.97845204174519,.176366150379181
99.522,-5.83418039605021,.171114310622215
99.52299,-5.84491901099682,.145746469497681
99.52399,-5.866932682693,.14789505302906
99.52499,-5.83155686035752,.172303482890129
99.52599,-5.92391099780798,.130975723266602
99.527,-5.96969295293093,.154770478606224
99.528,-5.94269437715411,.131604611873627
99.529,-5.94540731981397,.136171966791153
99.53,-5.90650737285614,.151229202747345
99.531,-5.92888100072742,.139667704701424
99.532,-5.90864103287458,.136297792196274
99.533,-5.92579273506999,.125784739851952
99.534,-5.91910630464554,.129124790430069
99.535,-5.92827517539263,.12528683245182
99.536,-5.91526413336396,.121098972856998
99.53699,-5.90779399499297,.110291101038456
99.53799,-5.90719468891621,.108730874955654
99.53899,-5.90525893494487,.111488901078701
99.53999,-5.8860182762146,.109778814017773
99.541,-5.88667625561357,.104927740991116
99.542,-5.88603690266609,.107549212872982
99.543,-5.88223477825522,.100996442139149
99.544,-5.87944500148296,9.65207889676094E-02
99.545,-5.86447678506374,.100296542048454
99.546,-5.8665918186307,9.78610590100288E-02
99.547,-5.86205022409558,9.56586003303528E-02
99.548,-5.85237191990018,9.04204323887825E-02
99.549,-5.85400126874447,7.99092128872871E-02
99.55,-5.83964213728905,8.34370851516724E-02
99.55099,-5.84365846589208,8.07861536741257E-02
99.55199,-5.82262920215726,8.10547545552254E-02
99.55299,-5.8320639654994,7.68828764557839E-02
99.55399,-5.82467764616013,7.45558142662048E-02
99.555,-5.80392498522997,7.55884051322937E-02
99.556,-5.81370573490858,7.24332854151726E-02
99.557,-5.81098487600684,.069909043610096
99.558,-5.78977214172482,6.85881152749062E-02
99.559,-5.78558957204223,6.43397718667984E-02
99.56,-5.79490046948195,5.84278404712677E-02
99.561,-5.78961987048388,5.71384467184544E-02
99.562,-5.78140234574676,5.72718568146229E-02
99.563,-5.76911447569728,5.63310049474239E-02
99.564,-5.77325979247689,5.25743402540684E-02
99.56499,-5.76782459393144,4.96598482131958E-02
99.56599,-5.76129322871566,.048812136054039
99.56699,-5.75669622048736,4.52591106295586E-02
99.56799,-5.7505234144628,4.16694097220898E-02
99.569,-5.7447780855,3.94329987466335E-02
99.57,-5.72112901136279,.042206235229969
99.571,-5.73463412001729,3.40166613459587E-02
99.572,-5.7203802280128,3.11881881207228E-02
99.573,-5.68615598604083,3.79308573901653E-02
99.574,-5.71122020483017,2.34303306788206E-02
99.575,-5.71255898103118,1.82475503534079E-02
99.576,-5.68055594339967,2.79988739639521E-02
99.577,-5.6645292788744,2.00370755046606E-02
99.578,-5.69569552317262,-1.76530852913857E-02
99.57899,-5.5713877081871,-1.14323645830154E-02
99.57999,-5.68356923758984,-6.89128711819649E-02
99.58099,-5.64469257369637,-5.55719397962093E-02
99.582,-5.58228278532624,-4.12380211055279E-02
99.583,-5.56519301608205,-3.12722660601139E-02
99.584,-5.59298321604729,-4.60504591464996E-02
99.585,-5.64555730670691,-.116135373711586
99.586,-5.61257405206561,-.118015132844448
99.587,-5.5705588310957,-.10745657235384
99.588,-5.6068254634738,-.129974365234375
99.589,-5.62082091346383,-.133723273873329
99.59,-5.54011715576053,-.11228983104229
99.591,-5.47948526218534,-7.34923407435417E-02
99.592,-5.42423082515597,-.124602645635605
99.59299,-5.41524775326252,-.160304635763168
99.59399,-5.53499488160014,-6.95542469620705E-02
99.59499,-5.58197963982821,-7.55136972293258E-03
99.596,-5.50440419465303,9.44306999444962E-02
99.597,-5.58767467737198,-8.79444554448128E-02
99.598,-5.55000035092235,1.20719510596246E-03
99.599,-5.52704278379679,8.11100751161575E-02
99.6,-5.50293689593673,-.125670075416565
