59,0.247862,0.00226693,0.0379422,0.030367
167,0.31884,0.215238,0.0853129,0.0563458
275,0.096082,0.608005,0.120096,0.0817954
325,0.512241,0.396047,0.0193936,0.087345
326,0.605567,0.143581,0.0470895,0.0868936
328,0.34221,0.0571549,0.0987335,0.0530092
329,0.24741,0.0647427,0.0723655,0.119029
388,0.113154,0.0430055,0.0501989,0.0925171
442,1.60377,0.0157429,0.0375476,0.0237318
492,0.0938862,0.175014,0.0236627,0.0100153
493,0.200009,0.337115,0.154329,0.0178218
494,0.440391,0.704146,0.399823,0.0276251
495,0.969994,1.64347,0.639704,0.00686306
496,2.06194,0.0530803,1.21156,0.0436429
497,1.6519,0.338389,2.97548,0.032961
502,0.391928,0.520246,0.269153,0.142551
508,0.700852,0.107389,1.06661,0.0945629
514,0.0979274,0.0804567,0.438243,0.183271
520,1.25094,2.07173,0.897138,0.0750141
526,0.071352,0.425688,0.0768142,0.187831
532,0.159295,0.307501,0.0361331,0.0992159
538,0.451101,0.742469,0.271654,0.175905
544,1.36954,2.491,0.120383,0.0202735
546,0.586371,1.29634,0.0850557,0.159781
547,0.591475,0.872651,0.544948,0.141498
548,0.0947987,0.116329,0.32006,0.179595
549,0.790818,0.43148,1.86261,0.0862913
550,1.80621,3.10178,1.32532,0.218764
551,3.04041,1.20431,5.02584,0.0509975
552,3.09129,0.0303551,5.41194,0.0101466
553,3.25144,1.86183,5.25354,0.104476
554,2.62731,0.500589,5.78055,0.0316872
555,1.81031,0.893112,6.58802,0.0629429
556,4.08455,2.9352,6.85585,0.252706
557,4.74647,2.584,6.4307,0.263697
558,10.5297,2.94252,1.50552,0.184643
559,11.1649,2.12813,3.02416,0.122401
560,10.608,2.21194,3.68403,0.060411
561,10.0471,2.21666,4.00446,0.00671827
562,9.95386,0.660592,4.97583,0.0487223
563,10.13,0.514912,4.87706,0.0455578
564,11.392,0.628895,4.25499,0.146142
565,11.8566,1.35772,3.66722,0.27957
566,0.288635,0.0537011,0.0056209,0.029674
567,0.317952,0.0577988,0.0472753,0.0295736
568,0.331218,0.0230898,0.106059,0.0332217
569,0.324054,0.00457093,0.158335,0.0338826
570,0.308949,0.306394,0.010837,0.0630688
571,0.312568,0.374922,0.00647746,0.0664509
572,0.309449,0.448936,0.0466118,0.0689173
573,0.23021,0.541815,0.156753,0.0695545
574,0.816013,0.847216,0.0755658,0.0574614
575,0.593112,0.133147,0.794434,0.0299925
576,0.352941,0.00256734,0.475595,0.020732
577,0.388885,0.10611,0.883008,0.0201612
578,1.63545,0.0143002,0.00800982,0.0226306
579,1.70274,0.0140792,0.0107835,0.0217855
580,1.72928,0.0154933,0.0555534,0.0221935
581,1.75722,0.0174,0.109234,0.0229479
582,1.78782,0.0196435,0.174221,0.0238401
583,1.81994,0.0222969,0.248678,0.025031
584,1.85392,0.0251126,0.334792,0.0262205
585,1.88935,0.0285162,0.43296,0.0279519
586,1.92404,0.0320209,0.538321,0.0298082
587,1.95823,0.0357728,0.653086,0.0319162
588,1.98922,0.0397695,0.769924,0.034486
589,2.01694,0.043372,0.890191,0.0366711
590,2.03841,0.0466112,1.00378,0.0387391
591,2.05404,0.0501756,1.11323,0.0414134
