Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,1.71E-03,-0.246698066,-0.510373327
99.801,1.72E-03,-0.246737967,-0.510616577
99.802,1.73E-03,-0.246776268,-0.510854879
99.803,1.73E-03,-0.24681681,-0.511100399
99.804,1.74E-03,-0.246854062,-0.511338701
99.805,1.75E-03,-0.246893149,-0.511579274
99.806,1.75E-03,-0.246931741,-0.511816819
99.80701,1.76E-03,-0.24697106,-0.5120571
99.80801,1.77E-03,-0.247009302,-0.512296974
99.80901,1.77E-03,-0.247048942,-0.512536091
99.81001,1.78E-03,-0.247086486,-0.512771599
99.811,1.79E-03,-0.247125252,-0.513011182
99.812,1.79E-03,-0.247163,-0.513248611
99.813,1.80E-03,-0.247202464,-0.513485866
99.814,1.81E-03,-0.24723995,-0.513719569
99.815,1.81E-03,-0.247277727,-0.51395403
99.816,1.82E-03,-0.247315766,-0.514190469
99.817,1.82E-03,-0.247355114,-0.514427491
99.818,1.83E-03,-0.247391086,-0.514656887
99.819,1.84E-03,-0.247429591,-0.514893618
99.82,1.84E-03,-0.247466785,-0.515125052
99.82101,1.85E-03,-0.24750462,-0.515360734
99.82201,1.86E-03,-0.247542543,-0.515593274
99.82301,1.86E-03,-0.24757901,-0.515822903
99.82401,1.87E-03,-0.247617019,-0.516057189
99.825,1.88E-03,-0.24765273,-0.51628449
99.826,1.88E-03,-0.247690215,-0.516514468
99.827,1.89E-03,-0.24772805,-0.516746019
99.828,1.90E-03,-0.247764256,-0.5169746
99.829,1.90E-03,-0.247802091,-0.517205277
99.83,1.91E-03,-0.247837539,-0.517431006
99.831,1.91E-03,-0.247874355,-0.517661276
99.832,1.92E-03,-0.24791091,-0.517889857
99.833,1.93E-03,-0.247947493,-0.518116984
99.834,1.93E-03,-0.247983116,-0.51834184
99.83501,1.94E-03,-0.248019496,-0.518568326
99.83601,1.95E-03,-0.248056487,-0.518797198
99.83701,1.95E-03,-0.248091412,-0.51902025
99.83801,1.96E-03,-0.248128053,-0.519245397
99.839,1.97E-03,-0.248164375,-0.519470545
99.84,1.97E-03,-0.248199387,-0.51969674
99.841,1.98E-03,-0.248235388,-0.519919791
99.842,1.99E-03,-0.248270953,-0.520142319
99.843,1.99E-03,-0.248305645,-0.520363043
99.844,2.00E-03,-0.248341152,-0.52058656
99.845,2.00E-03,-0.2483766,-0.520808506
99.846,2.01E-03,-0.248411205,-0.52102789
99.847,2.02E-03,-0.248445722,-0.521249778
99.848,2.02E-03,-0.248480705,-0.521470152
99.84901,2.03E-03,-0.248515571,-0.521693204
99.85001,2.04E-03,-0.248549302,-0.521909387
99.85101,0.002042654,-0.248584955,-0.522130285
99.85201,2.05E-03,-0.248618308,-0.522348797
99.853,0.002055365,-0.248652359,-0.522565795
99.854,2.06E-03,-0.248686381,-0.522782328
99.855,2.07E-03,-0.248720462,-0.523000024
99.856,2.07E-03,-0.248754397,-0.523218303
99.857,2.08E-03,-0.248787226,-0.52343274
99.858,2.09E-03,-0.248820201,-0.523646188
99.859,2.09E-03,-0.248854398,-0.523865048
99.86,2.10E-03,-0.248887925,-0.524081464
99.861,2.11E-03,-0.248920114,-0.524294155
99.862,2.11E-03,-0.248951575,-0.524505216
99.86301,2.12E-03,-0.248985947,-0.524722273
99.86401,2.13E-03,-0.249017641,-0.524935953
99.86501,2.13E-03,-0.249050237,-0.525148993
99.866,2.14E-03,-0.249082514,-0.525359646
99.867,2.14E-03,-0.249113364,-0.525570707
99.868,2.15E-03,-0.24914465,-0.525784446
99.869,2.16E-03,-0.249176519,-0.525996322
99.87,2.16E-03,-0.249207951,-0.52620552
99.871,2.17E-03,-0.249238685,-0.526418211
99.872,2.18E-03,-0.249268458,-0.526624266
99.873,2.18E-03,-0.24929893,-0.526832009
99.874,2.19E-03,-0.249330478,-0.527043536
99.875,2.19E-03,-0.249360106,-0.5272532
99.876,2.20E-03,-0.249388395,-0.527457218
99.87701,2.21E-03,-0.249418896,-0.527670141
99.87801,2.21E-03,-0.24944832,-0.527876895
99.87901,2.22E-03,-0.249476405,-0.52808231
99.88,2.23E-03,-0.249505538,-0.528290984
99.881,2.23E-03,-0.249533681,-0.528496632
99.882,2.24E-03,-0.24956034,-0.528699893
99.883,2.24E-03,-0.249587494,-0.528906879
99.884,2.25E-03,-0.249614677,-0.529111421
99.885,2.26E-03,-0.249641598,-0.529316836
99.886,2.26E-03,-0.249667268,-0.529518758
99.887,2.27E-03,-0.249693549,-0.529725687
99.888,2.28E-03,-0.24971753,-0.529928715
99.889,2.28E-03,-0.249742938,-0.530132733
99.89,2.29E-03,-0.249767618,-0.530335819
99.89101,2.30E-03,-0.249791367,-0.530539255
99.89201,2.30E-03,-0.249813253,-0.53074141
99.89301,2.31E-03,-0.24983607,-0.530943798
99.894,2.31E-03,-0.249857578,-0.531144382
99.895,2.32E-03,-0.249879784,-0.531350321
99.896,2.33E-03,-0.249899982,-0.531550089
99.897,2.33E-03,-0.249918347,-0.53175108
99.898,2.34E-03,-0.249938603,-0.531953294
99.899,2.35E-03,-0.249957287,-0.532156904
99.9,2.35E-03,-0.249974459,-0.532357022
99.901,2.36E-03,-0.249990204,-0.532555627
99.902,2.36E-03,-0.250006007,-0.53275557
99.903,2.37E-03,-0.250021811,-0.532961625
99.904,2.38E-03,-0.250034471,-0.533158367
99.90501,2.38E-03,-0.250047655,-0.533362501
99.90601,2.39E-03,-0.250058132,-0.533561222
99.90701,2.39E-03,-0.250067882,-0.533759769
99.908,2.40E-03,-0.250077515,-0.533962448
99.909,2.41E-03,-0.250085955,-0.53416501
99.91,2.41E-03,-0.250091485,-0.534362451
99.911,2.42E-03,-0.250096666,-0.534566061
99.912,2.43E-03,-0.250099256,-0.534764782
99.913,2.43E-03,-0.250100362,-0.5349649
99.914,2.44E-03,-0.250101089,-0.535166822
99.915,2.44E-03,-0.250099722,-0.535371713
99.916,2.45E-03,-0.250095007,-0.535570551
99.917,2.46E-03,-0.250089681,-0.535774278
99.918,2.46E-03,-0.25008159,-0.535975676
99.91901,2.47E-03,-0.250073062,-0.536181265
99.92001,2.48E-03,-0.250060315,-0.536385109
99.92101,2.48E-03,-0.250045268,-0.536589068
99.922,2.49E-03,-0.250028301,-0.536793144
99.923,2.49E-03,-0.250007928,-0.536998617
99.924,2.50E-03,-0.249986333,-0.537206186
99.925,2.51E-03,-0.249960634,-0.53741486
99.926,2.51E-03,-0.249931734,-0.537620916
99.927,2.52E-03,-0.2498994,-0.537830987
99.928,2.52E-03,-0.249865057,-0.538041408
99.929,2.53E-03,-0.249826844,-0.538253109
99.93,2.54E-03,-0.249783101,-0.538463471
99.931,2.54E-03,-0.249736535,-0.538678607
99.93201,2.55E-03,-0.249684934,-0.538891356
99.93301,2.56E-03,-0.249631034,-0.539111847
99.93401,2.56E-03,-0.249570236,-0.539327564
99.93501,2.57E-03,-0.249505596,-0.539549335
99.936,2.57E-03,-0.249435223,-0.539769826
99.937,2.58E-03,-0.249357865,-0.539990433
99.938,2.59E-03,-0.249277015,-0.540216628
99.939,2.59E-03,-0.249189005,-0.540445384
99.94,2.60E-03,-0.249094039,-0.540674082
99.941,2.60E-03,-0.248992816,-0.540906913
99.942,0.002610233,-0.248885161,-0.541143527
99.943,2.62E-03,-0.248766941,-0.541380781
99.944,2.62E-03,-0.248641823,-0.541622168
99.945,2.63E-03,-0.248508557,-0.541870424
99.94601,2.63E-03,-0.248364173,-0.542117865
99.94701,2.64E-03,-0.248209981,-0.542371708
99.94801,2.65E-03,-0.248046155,-0.54262887
99.94901,2.65E-03,-0.247869146,-0.542889815
99.95,2.66E-03,-0.247679505,-0.543155184
99.951,2.66E-03,-0.247476157,-0.543428585
99.952,0.002670934,-0.247258227,-0.543706352
99.953,2.68E-03,-0.247024291,-0.543993316
99.954,2.68E-03,-0.246772193,-0.544283248
99.955,2.69E-03,-0.246501062,-0.544582726
99.956,2.70E-03,-0.246210344,-0.544891867
99.957,2.70E-03,-0.245895033,-0.54520875
