Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,2.51E-03,-0.380085607,-0.960292818
99.801,2.52E-03,-0.380150246,-0.960591948
99.802,2.53E-03,-0.380214886,-0.960890437
99.803,2.54E-03,-0.380280515,-0.961190904
99.804,2.55E-03,-0.38034629,-0.961491955
99.805,2.56E-03,-0.38040962,-0.961784041
99.806,2.57E-03,-0.380473648,-0.96207764
99.80701,2.58E-03,-0.380539539,-0.962378224
99.80801,2.59E-03,-0.380603713,-0.962673279
99.80901,2.60E-03,-0.380668731,-0.962966587
99.81001,2.61E-03,-0.380731566,-0.963253318
99.811,2.62E-03,-0.380796351,-0.963550585
99.812,2.63E-03,-0.380860438,-0.963837549
99.813,0.002643445,-0.38092403,-0.964131032
99.814,2.65E-03,-0.380986341,-0.964417297
99.815,2.66E-03,-0.381048943,-0.964703504
99.816,2.67E-03,-0.381113583,-0.964992447
99.817,2.68E-03,-0.381175225,-0.965275918
99.818,2.69E-03,-0.381239253,-0.965560845
99.819,2.70E-03,-0.381300109,-0.965842744
99.82,2.71E-03,-0.381363177,-0.966125459
99.82101,2.72E-03,-0.381426071,-0.966409862
99.82201,2.73E-03,-0.381488935,-0.96669083
99.82301,2.74E-03,-0.381551188,-0.966971274
99.82401,2.75E-03,-0.381611986,-0.967245316
99.825,0.002763218,-0.381673104,-0.967521628
99.826,2.77E-03,-0.38173655,-0.967801083
99.827,2.78E-03,-0.381796883,-0.968076638
99.828,2.79E-03,-0.381857302,-0.968348817
99.829,2.80E-03,-0.381919148,-0.968624488
99.83,2.81E-03,-0.381980295,-0.968899927
99.831,2.82E-03,-0.382040365,-0.969168206
99.832,2.83E-03,-0.382101687,-0.969441782
99.833,2.84E-03,-0.382162223,-0.969712972
99.834,2.85E-03,-0.382222206,-0.96998259
99.83501,2.86E-03,-0.38228117,-0.970245455
99.83601,2.87E-03,-0.382343016,-0.970517227
99.83701,2.88E-03,-0.382401136,-0.970780209
99.83801,2.89E-03,-0.382460479,-0.97105006
99.839,2.90E-03,-0.382519705,-0.971313159
99.84,2.91E-03,-0.382578961,-0.971574977
99.841,2.92E-03,-0.382636383,-0.971834816
99.842,2.93E-03,-0.382695987,-0.972097798
99.843,2.94E-03,-0.382755126,-0.97235979
99.844,2.95E-03,-0.382812403,-0.972614798
99.845,2.96E-03,-0.38287224,-0.972877431
99.846,2.97E-03,-0.382929284,-0.973131624
99.847,2.98E-03,-0.382987579,-0.973392278
99.848,2.99E-03,-0.383043836,-0.973643677
99.84901,3.00E-03,-0.383102277,-0.973902119
99.85001,3.01E-03,-0.383159699,-0.974156021
99.85101,3.02E-03,-0.383215665,-0.974409166
99.85201,3.03E-03,-0.38327268,-0.974660739
99.853,3.04E-03,-0.383327686,-0.974909228
99.854,0.003052007,-0.383384584,-0.975159754
99.855,3.06E-03,-0.383438572,-0.975405157
99.856,3.07E-03,-0.383495557,-0.975656789
99.857,3.08E-03,-0.383550214,-0.9759026
99.858,3.09E-03,-0.383605104,-0.976151321
99.859,3.10E-03,-0.383660343,-0.976396201
99.86,3.11E-03,-0.383714418,-0.976642943
99.861,3.12E-03,-0.383768929,-0.976884156
99.862,3.13E-03,-0.383822713,-0.977126881
99.86301,3.14E-03,-0.383874547,-0.977364718
99.86401,3.15E-03,-0.383930601,-0.977613265
99.86501,3.16E-03,-0.383983308,-0.9778518
99.866,3.17E-03,-0.384035462,-0.978091033
99.867,3.18E-03,-0.384086365,-0.978325261
99.868,3.19E-03,-0.384137296,-0.978562632
99.869,3.20E-03,-0.384190091,-0.978798838
99.87,3.21E-03,-0.384241488,-0.979033881
99.871,3.22E-03,-0.384290819,-0.979267759
99.872,3.23E-03,-0.384341052,-0.979500357
99.873,3.24E-03,-0.384391809,-0.979735865
99.874,3.25E-03,-0.38444018,-0.979964039
99.875,3.26E-03,-0.384488347,-0.98019687
99.876,3.27E-03,-0.384537008,-0.980426092
99.87701,3.28E-03,-0.384584564,-0.980656943
99.87801,3.29E-03,-0.384631858,-0.980885117
99.87901,3.30E-03,-0.384677842,-0.981112593
99.88,3.31E-03,-0.384722953,-0.98133774
99.881,3.32E-03,-0.38477077,-0.981569872
99.882,3.33E-03,-0.384814193,-0.981790712
99.883,3.34E-03,-0.384858693,-0.982017489
99.884,3.35E-03,-0.384902669,-0.982241472
99.885,3.36E-03,-0.384943298,-0.982459635
99.886,3.37E-03,-0.384986255,-0.982686412
99.887,3.38E-03,-0.385027059,-0.982904923
99.888,3.39E-03,-0.385066349,-0.983125647
99.889,3.40E-03,-0.385107152,-0.983348116
99.89,3.41E-03,-0.385144434,-0.983567792
99.89101,3.42E-03,-0.385183084,-0.983788981
99.89201,3.43E-03,-0.385219639,-0.984006445
99.89301,3.44E-03,-0.385254214,-0.984222745
99.894,3.45E-03,-0.385288295,-0.984438695
99.895,3.46E-03,-0.385321735,-0.984656508
99.896,3.47E-03,-0.385352905,-0.984873157
99.897,3.48E-03,-0.385381747,-0.985083403
99.898,3.49E-03,-0.385411171,-0.985300867
99.899,3.50E-03,-0.38543914,-0.985514838
99.9,3.51E-03,-0.385464984,-0.985726714
99.901,3.52E-03,-0.385489286,-0.985942082
99.902,3.53E-03,-0.385512045,-0.98615163
99.903,3.54E-03,-0.385533349,-0.986365834
99.904,3.55E-03,-0.385553139,-0.986582018
99.90501,3.56E-03,-0.385570369,-0.986791914
99.90601,3.57E-03,-0.385584601,-0.987002277
99.90701,3.58E-03,-0.385597785,-0.987216132
99.908,3.59E-03,-0.385608553,-0.987424981
99.909,3.60E-03,-0.385616528,-0.987641164
99.91,3.61E-03,-0.385620864,-0.987847219
99.911,3.62E-03,-0.385625812,-0.988064334
99.912,3.62E-03,-0.385626219,-0.988273183
99.913,3.63E-03,-0.38562296,-0.988485175
99.914,3.64E-03,-0.385617401,-0.988694956
99.915,3.65E-03,-0.385607767,-0.988903455
99.916,3.66E-03,-0.385596562,-0.989118824
99.917,3.67E-03,-0.385580643,-0.98932907
99.918,3.68E-03,-0.385560066,-0.989541411
99.91901,3.69E-03,-0.385537016,-0.989756198
99.92001,3.70E-03,-0.385508494,-0.989967724
99.92101,3.71E-03,-0.385476509,-0.990179949
99.922,3.72E-03,-0.385441032,-0.990398694
99.923,3.73E-03,-0.385398103,-0.990611152
99.924,3.74E-03,-0.385352352,-0.99083106
99.925,3.75E-03,-0.385300751,-0.991045963
99.926,3.76E-03,-0.385244057,-0.991266686
99.927,3.77E-03,-0.385179243,-0.99148252
99.928,3.78E-03,-0.385111343,-0.991708483
99.929,3.79E-03,-0.385034771,-0.991932466
99.93,3.80E-03,-0.38495264,-0.992156914
99.931,3.81E-03,-0.384861254,-0.992381363
99.93201,3.82E-03,-0.384763611,-0.992611283
99.93301,3.83E-03,-0.384657236,-0.992836663
99.93401,3.84E-03,-0.384543266,-0.993074966
99.93501,3.85E-03,-0.38441972,-0.993308495
99.936,3.86E-03,-0.384287036,-0.993543654
99.937,3.87E-03,-0.384143175,-0.993785099
99.938,3.88E-03,-0.383989303,-0.994025031
99.939,3.89E-03,-0.383824547,-0.994273578
99.94,3.90E-03,-0.383647188,-0.994521193
99.941,3.91E-03,-0.383457926,-0.994775211
99.942,3.92E-03,-0.383256207,-0.995034352
99.943,3.93E-03,-0.383037579,-0.995294307
99.944,3.94E-03,-0.382805185,-0.995558104
99.945,3.95E-03,-0.382557249,-0.995829352
99.94601,3.96E-03,-0.382290542,-0.996107003
99.94701,3.97E-03,-0.38200611,-0.996390823
99.94801,3.98E-03,-0.381701277,-0.996677671
99.94901,3.99E-03,-0.381376332,-0.996973831
99.95,4.00E-03,-0.381027668,-0.997279887
99.951,4.01E-03,-0.380653917,-0.997588621
99.952,4.02E-03,-0.380254001,-0.997913885
99.953,4.03E-03,-0.379822421,-0.998237287
99.954,4.04E-03,-0.379362551,-0.998586649
99.955,4.05E-03,-0.378864992,-0.998933567
99.956,4.05E-03,-0.378331082,-0.999301672
99.957,4.06E-03,-0.377754302,-0.99967909
