Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
102.3,-9.97E-03,-6.62E-02,-1.406109543
102.301,-9.96E-03,-6.65E-02,-1.406310243
102.302,-9.95E-03,-6.68E-02,-1.406520489
102.303,-9.93E-03,-6.71E-02,-1.406722469
102.304,-9.92E-03,-6.74E-02,-1.406913623
102.305,-9.91E-03,-6.77E-02,-1.407115138
102.306,-9.89E-03,-6.80E-02,-1.407303265
102.30701,-9.88E-03,-6.84E-02,-1.407493954
102.30801,-9.87E-03,-6.87E-02,-1.407684991
102.30901,-9.86E-03,-6.90E-02,-1.407872536
102.31001,-9.84E-03,-6.93E-02,-1.408045762
102.311,-9.83E-03,-6.96E-02,-1.408219454
102.312,-9.82E-03,-6.99E-02,-1.408405253
102.313,-9.81E-03,-0.070214577,-1.408580225
102.314,-9.79E-03,-7.05E-02,-1.408744254
102.315,-9.78E-03,-7.08E-02,-1.408912358
102.316,-9.77E-03,-7.11E-02,-1.409065793
102.317,-9.75E-03,-7.14E-02,-1.40923867
102.318,-9.74E-03,-7.18E-02,-1.409386983
102.319,-9.73E-03,-7.21E-02,-1.409549848
102.32,-9.72E-03,-7.24E-02,-1.409694902
102.32101,-9.70E-03,-7.27E-02,-1.409844612
102.32201,-9.69E-03,-7.30E-02,-1.409995835
102.32301,-9.68E-03,-7.33E-02,-1.410135068
102.32401,-9.66E-03,-7.36E-02,-1.410283498
102.325,-9.65E-03,-7.39E-02,-1.410417841
102.326,-9.64E-03,-7.42E-02,-1.410549507
102.327,-9.63E-03,-0.074524934,-1.41068513
102.328,-9.61E-03,-0.074828255,-1.410805737
102.329,-9.60E-03,-0.075138065,-1.410943805
102.33,-9.59E-03,-7.54E-02,-1.41105603
102.331,-9.57E-03,-7.57E-02,-1.411175006
102.332,-9.56E-03,-7.61E-02,-1.411294797
102.333,-9.55E-03,-7.64E-02,-1.41141226
102.334,-9.54E-03,-7.67E-02,-1.411513658
102.33501,-9.52E-03,-7.70E-02,-1.411620178
102.33601,-9.51E-03,-7.73E-02,-1.411726815
102.33701,-9.50E-03,-7.76E-02,-1.41182926
102.33801,-9.48E-03,-7.79E-02,-1.411933452
102.339,-9.47E-03,-7.82E-02,-1.412027981
102.34,-9.46E-03,-7.85E-02,-1.412118901
102.341,-9.45E-03,-7.88E-02,-1.412216341
102.342,-9.43E-03,-7.91E-02,-1.412301208
102.343,-9.42E-03,-7.94E-02,-1.412385609
102.344,-9.41E-03,-7.97E-02,-1.412474783
102.345,-9.39E-03,-8.00E-02,-1.412548474
102.346,-9.38E-03,-8.03E-02,-1.412619138
102.347,-9.37E-03,-0.080610167,-1.412696205
102.348,-9.36E-03,-8.09E-02,-1.41277269
102.34901,-9.34E-03,-8.12E-02,-1.412836951
102.35001,-9.33E-03,-8.15E-02,-1.412904123
102.35101,-9.32E-03,-8.18E-02,-1.412960701
102.35201,-9.30E-03,-8.21E-02,-1.413013902
102.353,-9.29E-03,-8.24E-02,-1.413072576
102.354,-9.28E-03,-8.27E-02,-1.41313544
102.355,-9.27E-03,-8.30E-02,-1.413182123
102.356,-9.25E-03,-8.33E-02,-1.413228922
102.357,-9.24E-03,-8.36E-02,-1.413275371
102.358,-9.23E-03,-8.39E-02,-1.413319726
102.359,-9.21E-03,-8.42E-02,-1.413359889
102.36,-9.20E-03,-8.45E-02,-1.413389458
102.361,-9.19E-03,-8.48E-02,-1.413419144
102.362,-9.18E-03,-8.51E-02,-1.413448947
102.36301,-9.16E-03,-8.54E-02,-1.413488877
102.36401,-9.15E-03,-8.57E-02,-1.413507154
102.36501,-9.14E-03,-8.60E-02,-1.413538819
102.366,-9.12E-03,-8.63E-02,-1.413549413
102.367,-0.009111731,-8.66E-02,-1.413572347
102.368,-9.10E-03,-8.69E-02,-1.413577702
102.369,-9.09E-03,-8.72E-02,-1.413590158
102.37,-9.07E-03,-8.75E-02,-1.413594466
102.371,-9.06E-03,-8.78E-02,-1.413604361
102.372,-9.05E-03,-0.088044188,-1.413601101
102.373,-9.03E-03,-8.83E-02,-1.413602615
102.374,-9.02E-03,-8.86E-02,-1.413603663
102.375,-9.01E-03,-8.89E-02,-1.413590857
102.376,-9.00E-03,-8.92E-02,-1.413578866
102.37701,-8.98E-03,-8.95E-02,-1.413571648
102.37801,-8.97E-03,-8.98E-02,-1.413549529
102.37901,-8.96E-03,-9.01E-02,-1.413547317
102.38,-8.94E-03,-9.04E-02,-1.41351996
102.381,-8.93E-03,-9.06E-02,-1.413496444
102.382,-8.92E-03,-9.09E-02,-1.413463149
102.383,-8.91E-03,-9.12E-02,-1.413440448
102.384,-8.89E-03,-9.15E-02,-1.413408201
102.385,-8.88E-03,-9.18E-02,-1.413371996
102.386,-0.008866879,-9.21E-02,-1.41333451
102.387,-8.85E-03,-9.23E-02,-1.413299236
102.388,-8.84E-03,-9.26E-02,-1.41325919
102.389,-8.83E-03,-0.092881906,-1.413209247
102.39,-8.82E-03,-9.32E-02,-1.413160469
102.39101,-8.80E-03,-9.34E-02,-1.413109363
102.39201,-8.79E-03,-9.37E-02,-1.413057209
102.39301,-8.78E-03,-9.40E-02,-1.413004822
102.394,-8.76E-03,-0.094243798,-1.412938815
102.395,-8.75E-03,-9.45E-02,-1.412883517
102.396,-8.74E-03,-9.48E-02,-1.412811223
102.397,-8.72E-03,-9.50E-02,-1.41274964
102.398,-8.71E-03,-9.53E-02,-1.412673271
102.399,-8.70E-03,-9.56E-02,-1.412609825
102.4,-8.69E-03,-9.58E-02,-1.412527636
102.401,-8.67E-03,-9.61E-02,-1.412452431
102.402,-8.66E-03,-0.096323827,-1.4123742
102.403,-8.65E-03,-9.66E-02,-1.412291429
102.404,-8.63E-03,-9.68E-02,-1.412204118
102.40501,-8.62E-03,-9.71E-02,-1.412117505
102.40601,-8.61E-03,-9.73E-02,-1.412014011
102.40701,-8.60E-03,-9.75E-02,-1.411930076
102.408,-8.58E-03,-9.78E-02,-1.41182926
102.409,-8.57E-03,-9.80E-02,-1.411736361
102.41,-8.56E-03,-9.82E-02,-1.411638688
102.411,-0.008544129,-9.85E-02,-1.411523437
102.412,-8.53E-03,-9.87E-02,-1.411430188
102.413,-8.52E-03,-9.89E-02,-1.411311328
102.414,-8.51E-03,-0.099107543,-1.411203761
102.415,-8.49E-03,-9.93E-02,-1.411081175
102.416,-8.48E-03,-9.95E-02,-1.410973258
102.417,-8.47E-03,-9.97E-02,-1.410858706
102.418,-8.45E-03,-9.99E-02,-1.41073449
102.41901,-8.44E-03,-0.100089477,-1.410607016
102.42001,-8.43E-03,-0.100268691,-1.41048152
102.42101,-8.41E-03,-0.100441037,-1.410349272
102.422,-8.40E-03,-0.10060877,-1.410226338
102.423,-8.39E-03,-0.100767051,-1.410086174
102.424,-8.38E-03,-0.100918427,-1.409959514
102.425,-8.36E-03,-0.101062942,-1.409819582
102.426,-8.35E-03,-0.101198239,-1.409680117
102.427,-8.34E-03,-0.10132551,-1.409536111
102.428,-8.32E-03,-0.101443657,-1.409396995
102.429,-8.31E-03,-0.101551799,-1.409247867
102.43,-8.30E-03,-0.10165092,-1.409097924
102.431,-8.29E-03,-0.101736143,-1.408934942
102.43201,-8.27E-03,-0.101819503,-1.40880479
102.43301,-8.26E-03,-0.101883605,-1.408641692
102.43401,-8.25E-03,-0.101937883,-1.408498734
102.43501,-8.23E-03,-0.101977334,-1.408331795
102.436,-8.22E-03,-0.102003352,-1.408173004
102.437,-8.21E-03,-0.102015401,-1.408008626
102.438,-8.20E-03,-0.102011145,-1.407850883
102.439,-8.18E-03,-0.101990976,-1.407682081
102.44,-8.17E-03,-0.101954778,-1.407518983
102.441,-8.16E-03,-0.101898309,-1.407344942
102.442,-8.14E-03,-0.101824327,-1.407176489
102.443,-8.13E-03,-0.101729645,-1.407005941
102.444,-8.12E-03,-0.101612721,-1.406840282
102.445,-8.11E-03,-0.101474077,-1.406659372
102.44601,-8.09E-03,-0.101309939,-1.406482654
102.44701,-8.08E-03,-0.101119207,-1.406315947
