Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,2.31E-03,-0.349706941,-0.884080946
99.801,2.32E-03,-0.349766808,-0.884359004
99.802,2.33E-03,-0.349826529,-0.884632987
99.803,2.34E-03,-0.349887443,-0.884911569
99.804,2.35E-03,-0.349946349,-0.885181245
99.805,2.35E-03,-0.350006216,-0.885455229
99.806,2.36E-03,-0.350064947,-0.885727641
99.80701,2.37E-03,-0.350127521,-0.886009482
99.80801,2.38E-03,-0.350184389,-0.886272406
99.80901,2.39E-03,-0.350243936,-0.886542199
99.81001,2.40E-03,-0.350302784,-0.886813621
99.811,2.41E-03,-0.350363378,-0.887083996
99.812,2.42E-03,-0.350419519,-0.887346978
99.813,2.43E-03,-0.350478454,-0.887613569
99.814,2.44E-03,-0.350537332,-0.887882197
99.815,2.45E-03,-0.350595335,-0.888144015
99.816,2.46E-03,-0.350653951,-0.888412236
99.817,2.46E-03,-0.350713119,-0.888675568
99.818,2.47E-03,-0.350770424,-0.888933893
99.819,2.48E-03,-0.350827613,-0.889196526
99.82,2.49E-03,-0.350884395,-0.889453397
99.82101,2.50E-03,-0.350942253,-0.889715157
99.82201,2.51E-03,-0.350999384,-0.889976218
99.82301,2.52E-03,-0.351057563,-0.890231924
99.82401,2.53E-03,-0.351114984,-0.890490133
99.825,2.54E-03,-0.351170282,-0.890742172
99.826,2.55E-03,-0.351228024,-0.890997937
99.827,0.002556715,-0.351285416,-0.891254691
99.828,2.57E-03,-0.351341296,-0.891505624
99.829,2.58E-03,-0.351397262,-0.891758886
99.83,2.58E-03,-0.351453171,-0.892008247
99.831,2.59E-03,-0.351510127,-0.892262382
99.832,2.60E-03,-0.351565977,-0.892508775
99.833,2.61E-03,-0.35162142,-0.892759534
99.834,2.62E-03,-0.351676805,-0.893009128
99.83501,2.63E-03,-0.351732713,-0.893257209
99.83601,2.64E-03,-0.35178705,-0.893499237
99.83701,2.65E-03,-0.351842726,-0.893747318
99.83801,2.66E-03,-0.351895811,-0.893990044
99.839,2.67E-03,-0.351950701,-0.894231664
99.84,2.68E-03,-0.352006347,-0.894478289
99.841,2.69E-03,-0.352061237,-0.894721074
99.842,2.69E-03,-0.352113886,-0.894960715
99.843,2.70E-03,-0.35216703,-0.895196747
99.844,2.71E-03,-0.35222221,-0.895439938
99.845,2.72E-03,-0.352275179,-0.895675097
99.846,2.73E-03,-0.352328439,-0.895913807
99.847,2.74E-03,-0.35238071,-0.896146172
99.848,2.75E-03,-0.352433766,-0.896381913
99.84901,2.76E-03,-0.352487608,-0.896620681
99.85001,2.77E-03,-0.352540432,-0.896857702
99.85101,2.78E-03,-0.352592702,-0.897089485
99.85201,2.79E-03,-0.352644653,-0.897322199
99.853,2.79E-03,-0.352696545,-0.897552178
99.854,2.80E-03,-0.352748699,-0.897780526
99.855,2.81E-03,-0.352799572,-0.89800969
99.856,2.82E-03,-0.352849835,-0.898234546
99.857,2.83E-03,-0.352901348,-0.898465805
99.858,2.84E-03,-0.352952076,-0.898694096
99.859,2.85E-03,-0.353002455,-0.898921455
99.86,2.86E-03,-0.353050971,-0.899143051
99.861,2.87E-03,-0.353103416,-0.899372855
99.862,2.88E-03,-0.353152485,-0.899595441
99.86301,2.89E-03,-0.35320071,-0.899817504
99.86401,2.90E-03,-0.353250885,-0.90003846
99.86501,2.90E-03,-0.353299431,-0.90026058
99.866,2.91E-03,-0.35334719,-0.900478452
99.867,2.92E-03,-0.353394949,-0.90069836
99.868,2.93E-03,-0.353442272,-0.900915591
99.869,2.94E-03,-0.353490905,-0.901133812
99.87,2.95E-03,-0.353537645,-0.901353662
99.871,2.96E-03,-0.353585085,-0.901568215
99.872,2.97E-03,-0.353629584,-0.901780266
99.873,2.98E-03,-0.353676471,-0.901995343
99.874,2.99E-03,-0.353721494,-0.902209955
99.875,3.00E-03,-0.35376678,-0.902422937
99.876,3.00E-03,-0.35380933,-0.902632659
99.87701,3.01E-03,-0.353854499,-0.902844709
99.87801,3.02E-03,-0.3538983,-0.903057575
99.87901,3.03E-03,-0.353942276,-0.903269276
99.88,3.04E-03,-0.353983836,-0.903476845
99.881,3.05E-03,-0.354025164,-0.903682318
99.882,3.06E-03,-0.354067306,-0.903892738
99.883,3.07E-03,-0.354106771,-0.904100016
99.884,3.08E-03,-0.354147254,-0.904305838
99.885,3.09E-03,-0.35418637,-0.904510845
99.886,3.10E-03,-0.354224088,-0.904715271
99.887,3.10E-03,-0.354263175,-0.904921209
99.888,3.11E-03,-0.354299904,-0.905124412
99.889,3.12E-03,-0.354335294,-0.905326393
99.89,3.13E-03,-0.354370539,-0.905526394
99.89101,3.14E-03,-0.354404765,-0.905730412
99.89201,3.15E-03,-0.35444001,-0.905934139
99.89301,3.16E-03,-0.354471616,-0.906135014
99.894,3.17E-03,-0.35450398,-0.906335248
99.895,3.18E-03,-0.354533695,-0.906532863
99.896,3.19E-03,-0.354562915,-0.906730478
99.897,3.20E-03,-0.354590942,-0.906931295
99.898,3.20E-03,-0.354616786,-0.907126116
99.899,3.21E-03,-0.354642019,-0.907322043
99.9,3.22E-03,-0.354665157,-0.907517329
99.901,3.23E-03,-0.354689226,-0.907717331
99.902,3.24E-03,-0.354709715,-0.907914655
99.903,3.25E-03,-0.354728545,-0.908111047
99.904,3.26E-03,-0.354745775,-0.908306276
99.90501,3.27E-03,-0.354762073,-0.908498827
99.90601,3.28E-03,-0.35477709,-0.908698712
99.90701,3.29E-03,-0.354787684,-0.908889342
99.908,3.30E-03,-0.354795891,-0.909085444
99.909,3.30E-03,-0.354804477,-0.909281254
99.91,3.31E-03,-0.354809483,-0.909477822
99.911,3.32E-03,-0.354813208,-0.909672584
99.912,3.33E-03,-0.354812946,-0.909868395
99.913,3.34E-03,-0.354809774,-0.910059724
99.914,3.35E-03,-0.354804273,-0.910251576
99.915,3.36E-03,-0.354796357,-0.910448551
99.916,3.37E-03,-0.354785006,-0.910642149
99.917,3.38E-03,-0.354770164,-0.910838542
99.918,3.39E-03,-0.35475308,-0.911036273
99.91901,3.39E-03,-0.354730349,-0.911233365
99.92001,3.40E-03,-0.354705116,-0.911429641
99.92101,3.41E-03,-0.354675198,-0.911627605
99.922,3.42E-03,-0.354641088,-0.911823881
99.923,3.43E-03,-0.354603806,-0.91202592
99.924,3.44E-03,-0.354560121,-0.912223128
99.925,3.45E-03,-0.354511401,-0.912422722
99.926,3.46E-03,-0.354459422,-0.912623771
99.927,3.47E-03,-0.354400749,-0.912830466
99.928,3.48E-03,-0.354335119,-0.913032214
99.929,3.48E-03,-0.354266231,-0.913239783
99.93,3.49E-03,-0.354189455,-0.913448748
99.931,3.50E-03,-0.354104763,-0.913653348
99.93201,3.51E-03,-0.354016054,-0.913864991
99.93301,3.52E-03,-0.353916897,-0.914079603
99.93401,3.53E-03,-0.353811396,-0.914292759
99.93501,3.54E-03,-0.353697367,-0.914508244
99.936,3.55E-03,-0.353575189,-0.914728618
99.937,3.56E-03,-0.35344169,-0.91494713
99.938,3.57E-03,-0.353299693,-0.915171113
99.939,3.58E-03,-0.353147596,-0.915397773
99.94,3.58E-03,-0.35298476,-0.91563008
99.941,3.59E-03,-0.352809147,-0.915861921
99.942,3.60E-03,-0.3526207,-0.916099292
99.943,3.61E-03,-0.352420611,-0.916339632
99.944,3.62E-03,-0.352207135,-0.916584453
99.945,3.63E-03,-0.351976574,-0.916836725
99.94601,3.64E-03,-0.351730007,-0.917091151
99.94701,3.65E-03,-0.351467432,-0.91735227
99.94801,3.66E-03,-0.351186813,-0.9176202
99.94901,3.66E-03,-0.35088553,-0.917889993
99.95,3.67E-03,-0.350563321,-0.918169448
99.951,3.68E-03,-0.350217306,-0.918456644
99.952,3.69E-03,-0.349846843,-0.918750477
99.953,3.70E-03,-0.349451177,-0.91906247
99.954,3.71E-03,-0.349025591,-0.919375801
99.955,3.72E-03,-0.348565547,-0.91969769
99.956,3.73E-03,-0.34807279,-0.92003512
99.957,3.74E-03,-0.34754115,-0.920388266
