Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
100.9,-1.11E-02,-0.444362668,-2.084851498
100.901,-1.10E-02,-0.444884063,-2.084892709
100.902,-1.10E-02,-0.445408368,-2.084931592
100.903,-1.10E-02,-0.445931306,-2.084962092
100.904,-1.10E-02,-0.446452294,-2.084998181
100.905,-1.09E-02,-0.446971302,-2.085020533
100.906,-1.09E-02,-0.447493861,-2.085050568
100.90701,-1.09E-02,-0.448019797,-2.085072454
100.908,-1.09E-02,-0.448538718,-2.085091081
100.909,-1.08E-02,-0.44905956,-2.085102489
100.91,-1.08E-02,-0.449579296,-2.085115528
100.911,-1.08E-02,-0.450098742,-2.085128333
100.912,-1.08E-02,-0.45062002,-2.085138345
100.913,-1.07E-02,-0.451136526,-2.085134154
100.914,-1.07E-02,-0.451657135,-2.085139276
100.915,-1.07E-02,-0.452175766,-2.085147193
100.916,-1.07E-02,-0.452692446,-2.085139276
100.917,-1.06E-02,-0.453210901,-2.085135551
100.918,-1.06E-02,-0.453729357,-2.085124841
100.919,-1.06E-02,-0.454246183,-2.085115993
100.92,-0.010572387,-0.454763562,-2.085101092
100.92101,-1.05E-02,-0.455283938,-2.085084561
100.922,-1.05E-02,-0.455799192,-2.08506221
100.923,-1.05E-02,-0.456315349,-2.085034968
100.924,-1.05E-02,-0.456832728,-2.085010055
100.925,-1.05E-02,-0.457346527,-2.084977459
100.926,-1.04E-02,-0.457862392,-2.084949519
100.927,-1.04E-02,-0.458376831,-2.084914362
100.928,-1.04E-02,-0.458891504,-2.084875247
100.929,-0.010354177,-0.459405157,-2.08484102
100.93,-1.03E-02,-0.459919363,-2.084800508
100.931,-1.03E-02,-0.46042999,-2.084752312
100.932,-1.03E-02,-0.460945448,-2.08471017
100.933,-1.03E-02,-0.461456366,-2.084653359
100.934,-1.02E-02,-0.461970136,-2.084600972
100.93501,-1.02E-02,-0.462485623,-2.084548119
100.936,-1.02E-02,-0.46299785,-2.084483625
100.937,-1.02E-02,-0.463507808,-2.084421692
100.938,-1.01E-02,-0.464017066,-2.084353706
100.939,-1.01E-02,-0.464528712,-2.08428828
100.94,-1.01E-02,-0.465037505,-2.084219828
100.941,-1.01E-02,-0.465548801,-2.084149513
100.942,-1.00E-02,-0.466057827,-2.08407687
100.943,-1.00E-02,-0.46656534,-2.083997242
100.944,-9.99E-03,-0.467075792,-2.083921805
100.945,-9.97E-03,-0.46758377,-2.083839383
100.946,-9.94E-03,-0.468088721,-2.083745319
100.947,-9.92E-03,-0.468596991,-2.083653351
100.948,-9.89E-03,-0.469102786,-2.083556959
100.94901,-9.87E-03,-0.469611579,-2.083461266
100.95,-9.85E-03,-0.470117695,-2.083365805
100.951,-9.82E-03,-0.470622268,-2.083267551
100.952,-9.80E-03,-0.471126696,-2.08316464
100.953,-9.77E-03,-0.471630687,-2.083058236
100.954,-9.75E-03,-0.472136628,-2.08295323
100.955,-9.72E-03,-0.472636399,-2.082836349
100.956,-9.70E-03,-0.473140681,-2.082729014
100.957,-9.68E-03,-0.473641878,-2.082614694
100.958,-9.65E-03,-0.474144297,-2.082493855
100.959,-9.63E-03,-0.474643079,-2.082365798
100.96,-9.60E-03,-0.475143228,-2.08224426
100.961,-9.58E-03,-0.475642562,-2.082113177
100.962,-9.55E-03,-0.476143847,-2.081988379
100.96301,-9.53E-03,-0.476645015,-2.081855899
100.964,-9.51E-03,-0.477142632,-2.08171783
100.965,-9.48E-03,-0.477637921,-2.081579529
100.966,-9.46E-03,-0.478136993,-2.08144309
100.967,-9.43E-03,-0.478630303,-2.081299433
100.968,-9.41E-03,-0.47912536,-2.081153914
100.969,-9.39E-03,-0.479619659,-2.081007697
100.97,-9.36E-03,-0.480111834,-2.08085333
100.971,-9.34E-03,-0.480604416,-2.080701524
100.972,-9.31E-03,-0.481096096,-2.08055391
100.973,-9.29E-03,-0.481585186,-2.080389298
100.974,-9.26E-03,-0.48207643,-2.080226783
100.975,-9.24E-03,-0.482563017,-2.080060309
100.976,-9.22E-03,-0.483050564,-2.079895465
100.97701,-9.19E-03,-0.483541487,-2.079730853
100.978,-9.17E-03,-0.484025368,-2.079557395
100.979,-0.009142748,-0.484509917,-2.079379978
100.98,-9.12E-03,-0.484992313,-2.079204191
100.981,-9.09E-03,-0.485472992,-2.079023514
100.982,-9.07E-03,-0.485953642,-2.078842837
100.983,-9.05E-03,-0.48643208,-2.078664023
100.984,-9.02E-03,-0.486909848,-2.078472869
100.985,-9.00E-03,-0.487385667,-2.078286139
100.986,-8.97E-03,-0.48785907,-2.078100108
100.987,-8.95E-03,-0.488332473,-2.0779029
100.988,-8.92E-03,-0.488801103,-2.077700803
100.989,-8.90E-03,-0.489272003,-2.077509416
100.99,-8.88E-03,-0.48973813,-2.077308483
100.991,-8.85E-03,-0.490208389,-2.077107551
100.992,-8.83E-03,-0.490669976,-2.076901263
100.993,-8.80E-03,-0.491131679,-2.07669544
100.994,-8.78E-03,-0.49158826,-2.07648077
100.995,-8.76E-03,-0.492044783,-2.076270757
100.996,-8.73E-03,-0.492498744,-2.076061442
100.997,-8.71E-03,-0.492946361,-2.075840952
100.998,-8.68E-03,-0.493396656,-2.075625351
100.999,-8.66E-03,-0.493840256,-2.075406257
101,-8.63E-03,-0.494280946,-2.075184369
101.001,-8.61E-03,-0.49472152,-2.074964577
101.002,-8.59E-03,-0.495158019,-2.074744552
101.003,-8.56E-03,-0.495586777,-2.074504737
101.004,-8.54E-03,-0.496016291,-2.074280987
101.005,-8.51E-03,-0.496443128,-2.074042102
101.006,-8.49E-03,-0.496862223,-2.073814627
101.007,-8.46E-03,-0.497278757,-2.073584124
101.008,-8.44E-03,-0.49768819,-2.073345939
101.009,-8.42E-03,-0.498095411,-2.073108917
101.01,-8.39E-03,-0.498496112,-2.072870033
101.011,-8.37E-03,-0.498892157,-2.07263371
101.012,-8.34E-03,-0.499279762,-2.072386211
101.013,-8.32E-03,-0.499665854,-2.072146628
101.014,-8.30E-03,-0.500042865,-2.071897266
101.015,-8.27E-03,-0.500416034,-2.071655123
101.016,-8.25E-03,-0.50077989,-2.071406692
101.017,-8.22E-03,-0.501137052,-2.071161987
101.018,-8.20E-03,-0.501486997,-2.070910065
101.019,-8.17E-03,-0.501833623,-2.070659539
101.02,-8.15E-03,-0.50216791,-2.070416696
101.021,-8.13E-03,-0.502492185,-2.070166636
101.022,-8.10E-03,-0.502809591,-2.069919836
101.023,-8.08E-03,-0.503113959,-2.069666982
101.024,-8.05E-03,-0.503409421,-2.069410169
101.025,-8.03E-03,-0.503695337,-2.0691643
101.026,-8.01E-03,-0.503967691,-2.068906091
101.027,-7.98E-03,-0.504231546,-2.068653936
101.028,-7.96E-03,-0.504481199,-2.068404574
101.029,-7.93E-03,-0.504717289,-2.06815917
101.03,-7.91E-03,-0.504940632,-2.067909576
101.031,-7.89E-03,-0.505150761,-2.067667665
101.03201,-7.86E-03,-0.505344884,-2.067407826
101.033,-7.84E-03,-0.505522883,-2.067166613
101.034,-7.81E-03,-0.505684642,-2.066926798
101.035,-7.79E-03,-0.505825446,-2.066684188
101.036,-7.76E-03,-0.505947857,-2.066445304
101.037,-7.74E-03,-0.506052689,-2.066211309
101.038,-7.72E-03,-0.506133249,-2.065970795
101.039,-7.69E-03,-0.506192737,-2.065734472
101.04,-7.67E-03,-0.506228535,-2.065500477
101.041,-7.64E-03,-0.506238604,-2.065273933
101.042,-7.62E-03,-0.506225449,-2.065063221
101.043,-7.60E-03,-0.506178418,-2.06483691
101.044,-7.57E-03,-0.506103446,-2.064625733
101.045,-7.55E-03,-0.505994423,-2.064413158
101.04601,-7.52E-03,-0.505858392,-2.064212691
101.047,-7.50E-03,-0.505679869,-2.064016648
101.048,-7.48E-03,-0.505460077,-2.063829452
101.049,-7.45E-03,-0.505200296,-2.063643886
101.05,-7.43E-03,-0.504892145,-2.063469496
101.051,-7.40E-03,-0.504536671,-2.063307213
101.052,-7.38E-03,-0.504126248,-2.063153777
