Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.9,4.06E-03,-0.447648286,-1.143601025
99.901,4.08E-03,-0.447706494,-1.143835252
99.902,4.09E-03,-0.447766943,-1.144070644
99.903,4.10E-03,-0.447827129,-1.144306036
99.904,4.11E-03,-0.447884668,-1.144533278
99.905,4.12E-03,-0.447941915,-1.144760987
99.906,4.13E-03,-0.448000996,-1.144989044
99.90701,4.14E-03,-0.448060018,-1.145221991
99.908,4.16E-03,-0.448117906,-1.145444694
99.909,4.17E-03,-0.448176521,-1.145674381
99.91,4.18E-03,-0.448234088,-1.145897084
99.911,4.19E-03,-0.448293489,-1.146124443
99.912,4.20E-03,-0.44834966,-1.146342256
99.913,4.21E-03,-0.448407693,-1.146563678
99.914,4.22E-03,-0.448463747,-1.146780676
99.915,4.24E-03,-0.448520499,-1.146997209
99.916,4.25E-03,-0.448577252,-1.147215604
99.917,4.26E-03,-0.448633917,-1.147430739
99.918,4.27E-03,-0.448690378,-1.147652278
99.919,4.28E-03,-0.448746519,-1.147865201
99.92,4.29E-03,-0.448803388,-1.148080104
99.92101,4.30E-03,-0.448859588,-1.148286741
99.922,4.31E-03,-0.448914245,-1.148499665
99.923,4.33E-03,-0.448970968,-1.148709795
99.924,4.34E-03,-0.44902548,-1.14891713
99.925,4.35E-03,-0.449079787,-1.149123185
99.926,4.36E-03,-0.449134532,-1.149330288
99.927,4.37E-03,-0.449192099,-1.149540185
99.928,4.38E-03,-0.449245912,-1.149743795
99.929,4.39E-03,-0.449298706,-1.149940304
99.93,4.41E-03,-0.449353014,-1.150141936
99.931,4.42E-03,-0.449406885,-1.150344033
99.932,4.43E-03,-0.449459709,-1.150537631
99.933,4.44E-03,-0.449513522,-1.150737982
99.934,4.45E-03,-0.449565239,-1.150929253
99.93501,4.46E-03,-0.449620944,-1.151134958
99.936,4.47E-03,-0.449674058,-1.151326811
99.937,4.49E-03,-0.44972499,-1.151519362
99.938,4.50E-03,-0.449777261,-1.151709701
99.939,4.51E-03,-0.449829036,-1.151901786
99.94,4.52E-03,-0.449882325,-1.152093639
99.941,4.53E-03,-0.449934218,-1.15228456
99.942,4.54E-03,-0.449983985,-1.152466168
99.943,4.55E-03,-0.450034946,-1.152657554
99.944,4.56E-03,-0.450089487,-1.152848708
99.945,4.58E-03,-0.450137712,-1.153026475
99.946,4.59E-03,-0.450187566,-1.153211109
99.947,4.60E-03,-0.450236315,-1.153387595
99.948,4.61E-03,-0.450288062,-1.153574209
99.94901,4.62E-03,-0.45033748,-1.153755002
99.95,4.63E-03,-0.450387946,-1.15393498
99.951,4.64E-03,-0.450435822,-1.154108322
99.952,4.65E-03,-0.450485415,-1.154287253
99.953,4.67E-03,-0.450533727,-1.15446141
99.954,4.68E-03,-0.450582622,-1.154637197
99.955,4.69E-03,-0.450629246,-1.154806698
99.956,4.70E-03,-0.450677762,-1.154982252
99.957,4.71E-03,-0.450723601,-1.155147213
99.958,4.72E-03,-0.450771215,-1.155321836
99.959,4.73E-03,-0.450818305,-1.155489823
99.96,4.75E-03,-0.450864522,-1.155655715
99.961,4.76E-03,-0.450910913,-1.155823818
99.962,4.77E-03,-0.450956868,-1.155988197
99.96301,4.78E-03,-0.451000873,-1.156152692
99.964,4.79E-03,-0.451047235,-1.156322076
99.965,4.80E-03,-0.451090425,-1.156478305
99.966,4.81E-03,-0.451136177,-1.15664152
99.967,4.82E-03,-0.451177737,-1.1567974
99.968,4.84E-03,-0.45122247,-1.156963292
99.969,0.004846535,-0.451264525,-1.157121616
99.97,4.86E-03,-0.451306056,-1.15727575
99.971,4.87E-03,-0.451348198,-1.157434657
99.972,4.88E-03,-0.45138874,-1.157584949
99.973,4.89E-03,-0.451430096,-1.157741761
99.974,4.90E-03,-0.451471598,-1.15789671
99.975,4.91E-03,-0.451510859,-1.158045139
99.976,4.93E-03,-0.451547734,-1.158194384
99.97701,4.94E-03,-0.451587228,-1.158347237
99.978,4.95E-03,-0.451626838,-1.158498577
99.979,4.96E-03,-0.451663247,-1.158648869
99.98,4.97E-03,-0.451699685,-1.158793806
99.981,4.98E-03,-0.451734173,-1.158936298
99.982,4.99E-03,-0.45177032,-1.159082865
99.983,5.00E-03,-0.451803586,-1.159224543
99.984,5.02E-03,-0.451836677,-1.159368898
99.985,5.03E-03,-0.451868342,-1.159509295
99.986,5.04E-03,-0.451901433,-1.15965656
99.987,5.05E-03,-0.451930537,-1.15979265
99.988,5.06E-03,-0.451961387,-1.159938751
99.989,5.07E-03,-0.451988511,-1.16007647
99.99,5.08E-03,-0.452016102,-1.160213491
99.991,5.09E-03,-0.452042412,-1.160347834
99.992,5.10E-03,-0.452068052,-1.160487765
99.993,5.12E-03,-0.452091219,-1.160619548
99.994,5.13E-03,-0.452113163,-1.160759828
99.995,5.14E-03,-0.452134322,-1.160895801
99.996,5.15E-03,-0.452155393,-1.161030494
99.997,5.16E-03,-0.45217108,-1.161161577
99.998,5.17E-03,-0.452189241,-1.161295688
99.999,5.18E-03,-0.452204084,-1.161430962
100,5.19E-03,-0.452216249,-1.161557273
100.001,5.21E-03,-0.452227425,-1.161691616
100.002,5.22E-03,-0.452236214,-1.161818858
100.003,5.23E-03,-0.452244363,-1.161950757
100.004,5.24E-03,-0.452248234,-1.16207893
100.005,5.25E-03,-0.452251494,-1.162213157
100.006,5.26E-03,-0.45225161,-1.162337605
100.007,5.27E-03,-0.452249224,-1.16247125
100.008,5.28E-03,-0.452242239,-1.16259302
100.009,5.29E-03,-0.452235865,-1.162727131
100.01,5.31E-03,-0.452225737,-1.162856701
100.011,5.32E-03,-0.452212087,-1.162979635
100.012,5.33E-03,-0.452194101,-1.163108507
100.013,5.34E-03,-0.452175183,-1.163241337
100.014,5.35E-03,-0.452148699,-1.16336951
100.015,5.36E-03,-0.452122244,-1.163499081
100.016,0.005372847,-0.452091394,-1.163629349
100.017,5.38E-03,-0.452054373,-1.163757173
100.018,5.40E-03,-0.452016015,-1.163891633
100.019,5.41E-03,-0.451969187,-1.16401806
100.02,5.42E-03,-0.45192297,-1.164157526
100.021,5.43E-03,-0.451867149,-1.164285466
100.022,5.44E-03,-0.451807136,-1.164418645
100.023,5.45E-03,-0.451742002,-1.16455229
100.024,5.46E-03,-0.451669941,-1.1646864
100.025,5.47E-03,-0.451592758,-1.164824353
100.026,5.48E-03,-0.451507833,-1.164955669
100.027,5.50E-03,-0.451417727,-1.165099675
100.028,5.51E-03,-0.451318774,-1.165235997
100.029,5.52E-03,-0.451212749,-1.165379654
100.03,5.53E-03,-0.451099419,-1.165522379
100.031,5.54E-03,-0.450976135,-1.165667432
100.03201,5.55E-03,-0.450846535,-1.165818074
100.033,5.56E-03,-0.450705498,-1.165969763
100.034,5.57E-03,-0.450555905,-1.166123315
100.035,5.58E-03,-0.45039336,-1.166276867
100.036,5.60E-03,-0.450222811,-1.166435541
100.037,5.61E-03,-0.450038497,-1.166598871
100.038,5.62E-03,-0.449842948,-1.166766044
100.039,5.63E-03,-0.449632877,-1.166936359
100.04,5.64E-03,-0.449411309,-1.167109585
100.041,5.65E-03,-0.44917292,-1.167284325
100.042,5.66E-03,-0.448919483,-1.167467912
100.043,5.67E-03,-0.448650506,-1.167653594
100.044,5.68E-03,-0.448363804,-1.167848357
100.045,5.69E-03,-0.448056875,-1.168045914
100.04601,5.71E-03,-0.447730796,-1.16825127
100.047,5.72E-03,-0.447381957,-1.168462099
100.048,5.73E-03,-0.447013386,-1.168687828
100.049,5.74E-03,-0.446616003,-1.16890925
100.05,5.75E-03,-0.446193415,-1.169149065
100.051,5.76E-03,-0.445742684,-1.169392955
100.052,5.77E-03,-0.445259386,-1.169646275
100.053,5.78E-03,-0.444742036,-1.169913099
100.054,5.79E-03,-0.444188423,-1.170193311
100.055,5.81E-03,-0.443593366,-1.170483767
100.056,5.82E-03,-0.442957564,-1.170798787
100.057,5.83E-03,-0.442269375,-1.171121723
100.058,5.84E-03,-0.441528566,-1.171465381
