Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,1.79E-03,-0.287265924,-0.64048043
99.801,1.80E-03,-0.287315546,-0.640763668
99.802,1.81E-03,-0.287366187,-0.641048769
99.803,1.81E-03,-0.287415576,-0.641326711
99.804,1.82E-03,-0.287464936,-0.641608669
99.805,1.83E-03,-0.287515926,-0.641892257
99.806,1.83E-03,-0.287564355,-0.642172352
99.80701,1.84E-03,-0.287614443,-0.642454484
99.80801,1.85E-03,-0.28766485,-0.642733532
99.80901,1.86E-03,-0.287714036,-0.643014617
99.81001,1.86E-03,-0.287763134,-0.643290987
99.811,1.87E-03,-0.287813367,-0.643569394
99.812,1.88E-03,-0.287861098,-0.643844309
99.813,1.89E-03,-0.287911447,-0.644124055
99.814,1.89E-03,-0.287960254,-0.644398504
99.815,1.90E-03,-0.288008276,-0.644673244
99.816,1.91E-03,-0.288058101,-0.644947984
99.817,1.92E-03,-0.288106879,-0.645221793
99.818,1.92E-03,-0.288155337,-0.645496417
99.819,1.93E-03,-0.288203737,-0.645769062
99.82,1.94E-03,-0.288252515,-0.646043336
99.82101,1.94E-03,-0.288300362,-0.646315049
99.82201,1.95E-03,-0.288348267,-0.646584609
99.82301,1.96E-03,-0.288395997,-0.646856031
99.82401,1.97E-03,-0.288443785,-0.64712239
99.825,1.97E-03,-0.288492738,-0.647394103
99.826,1.98E-03,-0.288539857,-0.647661916
99.827,1.99E-03,-0.2885875,-0.647929497
99.828,2.00E-03,-0.288634881,-0.648198358
99.829,2.00E-03,-0.288681622,-0.648463028
99.83,2.01E-03,-0.288728712,-0.648727757
99.831,2.02E-03,-0.288776268,-0.648994115
99.832,2.02E-03,-0.288822455,-0.649258902
99.833,2.03E-03,-0.288870098,-0.64952363
99.834,2.04E-03,-0.288917101,-0.649788417
99.83501,2.05E-03,-0.288964104,-0.65005332
99.83601,2.05E-03,-0.289009884,-0.650314614
99.83701,2.06E-03,-0.289056421,-0.650575326
99.83801,2.07E-03,-0.289102143,-0.650835573
99.839,2.08E-03,-0.289149233,-0.651097391
99.84,2.08E-03,-0.289194984,-0.651359034
99.841,2.09E-03,-0.289241783,-0.651619339
99.842,2.10E-03,-0.289285439,-0.65187586
99.843,2.10E-03,-0.28933186,-0.652132381
99.844,2.11E-03,-0.289377,-0.652390823
99.845,2.12E-03,-0.289423071,-0.652646529
99.846,2.13E-03,-0.289467775,-0.652902469
99.847,2.13E-03,-0.289513089,-0.653160678
99.848,2.14E-03,-0.289559015,-0.653417315
99.84901,2.15E-03,-0.289602729,-0.653672148
99.85001,2.15E-03,-0.289647898,-0.653926632
99.85101,2.16E-03,-0.289692747,-0.654176867
99.85201,2.17E-03,-0.289736607,-0.654430187
99.853,2.18E-03,-0.289780612,-0.654681702
99.854,2.18E-03,-0.289824122,-0.654933916
99.855,2.19E-03,-0.289868331,-0.655186363
99.856,2.20E-03,-0.28991187,-0.655434502
99.857,2.21E-03,-0.289954158,-0.655680778
99.858,2.21E-03,-0.28999857,-0.655932643
99.859,2.22E-03,-0.290041236,-0.656180549
99.86,2.23E-03,-0.290083466,-0.656428281
99.861,2.23E-03,-0.290126569,-0.656677003
99.862,2.24E-03,-0.290169963,-0.656922057
99.86301,2.25E-03,-0.290211436,-0.657170895
99.86401,2.26E-03,-0.290253432,-0.657413912
99.86501,2.26E-03,-0.290295429,-0.657659897
99.866,2.27E-03,-0.290337484,-0.657905824
99.867,2.28E-03,-0.290377968,-0.658146455
99.868,2.28E-03,-0.29042075,-0.6583957
99.869,2.29E-03,-0.290460972,-0.65863668
99.87,2.30E-03,-0.290502212,-0.658877019
99.871,2.31E-03,-0.290541298,-0.659117533
99.872,2.31E-03,-0.290582102,-0.659358921
99.873,2.32E-03,-0.29062081,-0.659599667
99.874,2.33E-03,-0.290660304,-0.659839308
99.875,2.33E-03,-0.290698808,-0.66007959
99.876,2.34E-03,-0.290737371,-0.660315272
99.87701,2.35E-03,-0.29077605,-0.660554739
99.87801,2.36E-03,-0.290814467,-0.660794554
99.87901,2.36E-03,-0.290851051,-0.66102983
99.88,2.37E-03,-0.290887925,-0.661267259
99.881,2.38E-03,-0.29092576,-0.661505619
99.882,2.38E-03,-0.290961907,-0.661739963
99.883,2.39E-03,-0.290997559,-0.661972794
99.884,2.40E-03,-0.291033473,-0.662208651
99.885,2.41E-03,-0.291067961,-0.662444509
99.886,2.41E-03,-0.291102508,-0.662678154
99.887,2.42E-03,-0.291135832,-0.662912615
99.888,2.43E-03,-0.291168923,-0.663145096
99.889,2.43E-03,-0.291201402,-0.663373619
99.89,2.44E-03,-0.291233329,-0.663607905
99.89101,2.45E-03,-0.291264994,-0.663840154
99.89201,2.46E-03,-0.291295262,-0.664073275
99.89301,2.46E-03,-0.29132585,-0.664305349
99.894,2.47E-03,-0.291354052,-0.664533582
99.895,2.48E-03,-0.291382952,-0.664766994
99.896,2.48E-03,-0.291408302,-0.664988533
99.897,2.49E-03,-0.291436503,-0.665224099
99.898,2.50E-03,-0.291461096,-0.665451284
99.899,2.51E-03,-0.291486242,-0.665681611
99.9,2.51E-03,-0.291509612,-0.665911823
99.901,2.52E-03,-0.291531935,-0.666140288
99.902,2.53E-03,-0.291552598,-0.666365377
99.903,2.53E-03,-0.291572971,-0.666594366
99.904,2.54E-03,-0.291591423,-0.666823471
99.90501,2.55E-03,-0.291609584,-0.667052635
99.90601,2.56E-03,-0.291625998,-0.667280401
99.90701,2.56E-03,-0.291640172,-0.667509099
99.908,2.57E-03,-0.291651726,-0.667734828
99.909,2.58E-03,-0.29166427,-0.66796568
99.91,2.58E-03,-0.291673321,-0.668188557
99.911,2.59E-03,-0.29168115,-0.668417895
99.912,2.60E-03,-0.291687757,-0.668647641
99.913,2.61E-03,-0.291692209,-0.668876921
99.914,2.61E-03,-0.291693606,-0.669106084
99.915,2.62E-03,-0.291693577,-0.669333967
99.916,2.63E-03,-0.29168927,-0.669560104
99.917,2.63E-03,-0.291683798,-0.669787929
99.918,2.64E-03,-0.291676348,-0.670017733
99.91901,2.65E-03,-0.291666802,-0.670251378
99.92001,2.65E-03,-0.291653647,-0.670481066
99.92101,2.66E-03,-0.291637261,-0.670714653
99.922,2.67E-03,-0.291618606,-0.670946843
99.923,2.68E-03,-0.291595788,-0.671175774
99.924,2.68E-03,-0.291568867,-0.671410409
99.925,2.69E-03,-0.291539152,-0.671643997
99.926,2.70E-03,-0.291505537,-0.671881542
99.927,2.70E-03,-0.291467848,-0.672117108
99.928,2.71E-03,-0.291427015,-0.672356575
99.929,2.72E-03,-0.291379547,-0.672591326
99.93,2.72E-03,-0.291327829,-0.672830851
99.931,2.73E-03,-0.29127195,-0.67307346
99.93201,2.74E-03,-0.291211501,-0.673319038
99.93301,2.75E-03,-0.291144126,-0.673562696
99.93401,2.75E-03,-0.291070523,-0.673808332
99.93501,2.76E-03,-0.290993019,-0.674058683
99.936,2.77E-03,-0.290906464,-0.674306008
99.937,2.77E-03,-0.29081406,-0.674557989
99.938,2.78E-03,-0.290714641,-0.674813346
99.939,2.79E-03,-0.290606549,-0.675071089
99.94,2.79E-03,-0.290491589,-0.675333431
99.941,2.80E-03,-0.29036653,-0.675595831
99.942,2.81E-03,-0.290234078,-0.67586021
99.943,2.82E-03,-0.290090567,-0.676130003
99.944,2.82E-03,-0.28993687,-0.676404219
99.945,2.83E-03,-0.289770833,-0.676679309
99.94601,2.84E-03,-0.289594638,-0.676963886
99.94701,2.84E-03,-0.289404823,-0.677248288
99.94801,2.85E-03,-0.289201416,-0.677541131
99.94901,2.86E-03,-0.288983749,-0.677837408
99.95,2.86E-03,-0.288750598,-0.678137993
99.951,2.87E-03,-0.288498792,-0.678446435
99.952,2.88E-03,-0.288230338,-0.678763667
99.953,2.89E-03,-0.287939794,-0.679085148
99.954,2.89E-03,-0.287629227,-0.679416466
99.955,2.90E-03,-0.287294009,-0.679753197
99.956,2.91E-03,-0.286933733,-0.680105411
99.957,2.91E-03,-0.286543858,-0.680466183
