Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.9,4.62E-03,-0.297881837,-0.848204189
99.901,4.62E-03,-0.297893712,-0.848126598
99.902,4.63E-03,-0.297905994,-0.848048599
99.903,4.64E-03,-0.297917257,-0.847966294
99.904,4.65E-03,-0.297929422,-0.847887364
99.905,4.66E-03,-0.297940278,-0.847805757
99.906,4.67E-03,-0.297952123,-0.847723219
99.90701,4.68E-03,-0.297963095,-0.847639225
99.908,4.69E-03,-0.297974708,-0.847554882
99.909,4.69E-03,-0.297985593,-0.847469724
99.91,4.70E-03,-0.297995604,-0.847380317
99.911,4.71E-03,-0.298006111,-0.847292249
99.912,4.72E-03,-0.298016472,-0.847205403
99.913,4.73E-03,-0.298027793,-0.847119198
99.914,4.74E-03,-0.298037252,-0.847027812
99.915,4.75E-03,-0.298047264,-0.846937648
99.916,4.76E-03,-0.298057275,-0.846847601
99.917,4.76E-03,-0.298067112,-0.846754992
99.918,4.77E-03,-0.298076833,-0.846663024
99.919,4.78E-03,-0.298085448,-0.846569601
99.92,4.79E-03,-0.298095634,-0.846475654
99.92101,4.80E-03,-0.298103609,-0.846377516
99.922,4.81E-03,-0.298113097,-0.846281997
99.923,4.82E-03,-0.298122148,-0.846186769
99.924,4.82E-03,-0.298130501,-0.846089446
99.925,4.83E-03,-0.298139377,-0.845990784
99.926,4.84E-03,-0.298147235,-0.845890725
99.927,4.85E-03,-0.298155763,-0.845791888
99.928,4.86E-03,-0.298164086,-0.845689734
99.929,4.87E-03,-0.298172672,-0.845587987
99.93,4.88E-03,-0.298179744,-0.845484727
99.931,4.88E-03,-0.298186351,-0.845379604
99.932,4.89E-03,-0.298194238,-0.845277333
99.933,4.90E-03,-0.298202736,-0.84517512
99.934,4.91E-03,-0.298207829,-0.84506307
99.93501,4.92E-03,-0.298216124,-0.844959228
99.936,4.93E-03,-0.298222061,-0.844849041
99.937,4.94E-03,-0.298228057,-0.84474124
99.938,4.95E-03,-0.298235769,-0.844635186
99.939,4.95E-03,-0.298241444,-0.844522961
99.94,4.96E-03,-0.298246421,-0.844410912
99.941,4.97E-03,-0.298252417,-0.844300259
99.942,4.98E-03,-0.298258296,-0.844187569
99.943,4.99E-03,-0.298264145,-0.84407581
99.944,5.00E-03,-0.298269122,-0.843962247
99.945,5.01E-03,-0.298272993,-0.843845133
99.946,5.01E-03,-0.298278144,-0.843730988
99.947,5.02E-03,-0.298283383,-0.843615388
99.948,5.03E-03,-0.298287603,-0.843494025
99.94901,5.04E-03,-0.298291532,-0.843378075
99.95,5.05E-03,-0.298296072,-0.843255897
99.951,5.06E-03,-0.298299856,-0.84313663
99.952,5.07E-03,-0.298303377,-0.843016838
99.953,5.07E-03,-0.298306259,-0.842894253
99.954,5.08E-03,-0.298308703,-0.842770969
99.955,5.09E-03,-0.298311905,-0.84264914
99.956,5.10E-03,-0.298313738,-0.842522713
99.957,5.11E-03,-0.298316678,-0.842401234
99.958,5.12E-03,-0.298318802,-0.842277193
99.959,5.13E-03,-0.298321393,-0.842151581
99.96,5.13E-03,-0.298321742,-0.842022244
99.961,0.005143445,-0.298322673,-0.841895817
99.962,5.15E-03,-0.29832375,-0.841765373
99.96301,5.16E-03,-0.298325234,-0.841637608
99.964,5.17E-03,-0.298326137,-0.841507514
99.965,5.18E-03,-0.298326078,-0.841378001
99.966,5.19E-03,-0.298326282,-0.84124686
99.967,5.19E-03,-0.298324652,-0.841112225
99.968,5.20E-03,-0.298323954,-0.840978988
99.969,5.21E-03,-0.298321771,-0.84084319
99.97,5.22E-03,-0.298321625,-0.840710825
99.971,5.23E-03,-0.298319501,-0.840575492
99.972,5.24E-03,-0.298316707,-0.840440625
99.973,5.25E-03,-0.298313913,-0.8403018
99.974,5.25E-03,-0.298310857,-0.840164721
99.975,5.26E-03,-0.298307044,-0.840026943
99.976,5.27E-03,-0.29830329,-0.839888409
99.97701,5.28E-03,-0.29829843,-0.839746906
99.978,5.29E-03,-0.298292696,-0.83960453
99.979,5.30E-03,-0.298288243,-0.839465938
99.98,5.31E-03,-0.298282743,-0.839325832
99.981,5.31E-03,-0.298275991,-0.839182991
99.982,5.32E-03,-0.298268744,-0.839039974
99.983,5.33E-03,-0.298260478,-0.838896609
99.984,5.34E-03,-0.298252795,-0.838754058
99.985,5.35E-03,-0.298243191,-0.838608656
99.986,5.36E-03,-0.298233557,-0.838464359
99.987,5.37E-03,-0.298222876,-0.838316046
99.988,5.37E-03,-0.298212661,-0.838169653
99.989,5.38E-03,-0.298199273,-0.838019361
99.99,5.39E-03,-0.298186846,-0.83787035
99.991,5.40E-03,-0.298172614,-0.837721338
99.992,5.41E-03,-0.298159051,-0.837573665
99.993,5.42E-03,-0.298144441,-0.837426924
99.994,5.43E-03,-0.298127212,-0.837274536
99.995,5.43E-03,-0.298109691,-0.837123662
99.996,5.44E-03,-0.298091414,-0.836975174
99.997,5.45E-03,-0.298071944,-0.836823485
99.998,5.46E-03,-0.29804997,-0.836667721
99.999,5.47E-03,-0.298028783,-0.836519233
100,5.48E-03,-0.298005471,-0.836366555
100.001,5.49E-03,-0.297981867,-0.836215157
100.002,5.49E-03,-0.297955034,-0.836061488
100.003,5.50E-03,-0.297927385,-0.835908228
100.004,5.51E-03,-0.297897466,-0.835752988
100.005,5.52E-03,-0.297866878,-0.835597224
100.006,5.53E-03,-0.297834398,-0.835442857
100.007,5.54E-03,-0.297799095,-0.835287268
100.008,5.55E-03,-0.297762774,-0.835134881
100.009,5.55E-03,-0.297724066,-0.834975275
100.01,5.56E-03,-0.297683961,-0.834822189
100.011,5.57E-03,-0.297640974,-0.83466561
100.012,5.58E-03,-0.297595485,-0.834510196
100.013,5.59E-03,-0.297548453,-0.834356644
100.014,5.60E-03,-0.297498656,-0.834203442
100.015,5.60E-03,-0.297445164,-0.834046688
100.016,5.61E-03,-0.297389081,-0.833892555
100.017,5.62E-03,-0.297330029,-0.833737606
100.018,5.63E-03,-0.297268183,-0.833582017
100.019,5.64E-03,-0.297203107,-0.833428174
100.02,5.65E-03,-0.29713416,-0.833274389
100.021,5.66E-03,-0.297061284,-0.833121943
100.022,5.66E-03,-0.296985963,-0.832972466
100.023,5.67E-03,-0.296906015,-0.832819496
100.024,5.68E-03,-0.296821585,-0.832668797
100.025,5.69E-03,-0.296732062,-0.832517224
100.026,5.70E-03,-0.29663858,-0.832367572
100.027,5.71E-03,-0.296540267,-0.832219725
100.028,5.71E-03,-0.296435697,-0.832068676
100.029,5.72E-03,-0.29632682,-0.831921876
100.03,5.73E-03,-0.296211452,-0.831776124
100.031,5.74E-03,-0.296090962,-0.831633981
100.03201,5.75E-03,-0.295962702,-0.831487996
100.033,5.76E-03,-0.295829115,-0.831347366
100.034,5.77E-03,-0.295687962,-0.831208541
100.035,5.77E-03,-0.295539328,-0.831072044
100.036,5.78E-03,-0.295382109,-0.830935955
100.037,5.79E-03,-0.295217586,-0.83080231
100.038,5.80E-03,-0.295043603,-0.830670644
100.039,5.81E-03,-0.294860714,-0.830544857
100.04,5.82E-03,-0.29466697,-0.830415112
100.041,5.82E-03,-0.294463418,-0.830291945
100.042,5.83E-03,-0.294249156,-0.83017326
100.043,5.84E-03,-0.294022931,-0.830055738
100.044,5.85E-03,-0.293784513,-0.829944969
100.045,5.86E-03,-0.293530844,-0.829833501
100.04601,5.87E-03,-0.2932637,-0.829725235
100.047,0.005874737,-0.292981655,-0.829626515
100.048,5.88E-03,-0.292682438,-0.829529075
100.049,5.89E-03,-0.292366312,-0.829434663
100.05,5.90E-03,-0.292030396,-0.829349854
100.051,5.91E-03,-0.291674689,-0.829271274
100.052,5.92E-03,-0.291296572,-0.829200959
100.053,5.93E-03,-0.290894881,-0.829138095
100.054,5.93E-03,-0.290465279,-0.829079014
100.055,5.94E-03,-0.290007272,-0.829031109
100.056,5.95E-03,-0.289519259,-0.828995195
100.057,5.96E-03,-0.288995914,-0.828966615
100.058,5.97E-03,-0.288433745,-0.82895282
