Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.9,1.74E-03,-0.184910066,-0.393028255
99.901,1.74E-03,-0.184932578,-0.393170369
99.902,1.75E-03,-0.184954799,-0.393313792
99.903,1.75E-03,-0.184978082,-0.393457041
99.904,1.76E-03,-0.18500087,-0.393598835
99.905,1.76E-03,-0.185024342,-0.393742375
99.906,1.77E-03,-0.185046665,-0.393884664
99.90701,1.77E-03,-0.185069061,-0.394026778
99.908,1.77E-03,-0.185091209,-0.394166535
99.909,1.78E-03,-0.185113837,-0.394307193
99.91,1.78E-03,-0.185136596,-0.394449453
99.911,1.79E-03,-0.185158875,-0.394588831
99.912,1.79E-03,-0.185181008,-0.394727278
99.913,1.80E-03,-0.185202633,-0.394865085
99.914,1.80E-03,-0.185225595,-0.395006296
99.915,1.81E-03,-0.185247904,-0.395144365
99.916,1.81E-03,-0.185269542,-0.395280687
99.917,1.82E-03,-0.185291326,-0.395418087
99.918,1.82E-03,-0.185313213,-0.395558192
99.919,1.82E-03,-0.185335011,-0.395694165
99.92,1.83E-03,-0.185356665,-0.395829731
99.92101,1.83E-03,-0.185379191,-0.395968236
99.922,1.84E-03,-0.18540115,-0.396104995
99.923,1.84E-03,-0.185421173,-0.396237097
99.924,1.85E-03,-0.185443016,-0.396372372
99.925,1.85E-03,-0.1854648,-0.396507618
99.926,1.86E-03,-0.185486322,-0.39664426
99.927,1.86E-03,-0.185507452,-0.396777905
99.928,0.001865464,-0.185528275,-0.39690992
99.929,1.87E-03,-0.185549769,-0.397043797
99.93,1.87E-03,-0.185571203,-0.3971775
99.931,1.88E-03,-0.185591896,-0.397309399
99.932,1.88E-03,-0.185612123,-0.397439348
99.933,1.89E-03,-0.185633035,-0.397570606
99.934,1.89E-03,-0.18565428,-0.397703843
99.93501,1.90E-03,-0.185675322,-0.397837284
99.936,1.90E-03,-0.185695812,-0.397967029
99.937,1.91E-03,-0.185716402,-0.398097007
99.938,1.91E-03,-0.185736571,-0.398227246
99.939,1.92E-03,-0.185756755,-0.398355449
99.94,1.92E-03,-0.185778001,-0.398485921
99.941,1.92E-03,-0.1857975,-0.398612785
99.942,1.93E-03,-0.185817466,-0.398741744
99.943,1.93E-03,-0.18583762,-0.398870121
99.944,1.94E-03,-0.185857454,-0.39899585
99.945,1.94E-03,-0.185877419,-0.399123091
99.946,1.95E-03,-0.185897385,-0.399252836
99.947,1.95E-03,-0.185917845,-0.399380428
99.948,1.96E-03,-0.185936296,-0.39950377
99.94901,1.96E-03,-0.185955374,-0.399628741
99.95,1.96E-03,-0.185975558,-0.399756507
99.951,1.97E-03,-0.185995057,-0.399881712
99.952,1.97E-03,-0.186013756,-0.400004181
99.953,1.98E-03,-0.186033416,-0.400129938
99.954,1.98E-03,-0.186051984,-0.400255405
99.955,1.99E-03,-0.186070596,-0.400377787
99.956,1.99E-03,-0.186089543,-0.400501071
99.957,2.00E-03,-0.18610862,-0.400624558
99.958,2.00E-03,-0.186126883,-0.40074662
99.959,2.01E-03,-0.186145073,-0.400867808
99.96,2.01E-03,-0.186163845,-0.400989637
99.961,2.01E-03,-0.186182078,-0.401110592
99.962,2.02E-03,-0.186199875,-0.401232392
99.96301,2.02E-03,-0.186217992,-0.401355035
99.964,2.03E-03,-0.186235295,-0.401473459
99.965,2.03E-03,-0.186253514,-0.40159424
99.966,2.04E-03,-0.186271121,-0.401714729
99.967,2.04E-03,-0.186288453,-0.401833735
99.968,2.05E-03,-0.18630593,-0.401953032
99.969,2.05E-03,-0.186322883,-0.402071513
99.97,2.05E-03,-0.18633889,-0.402188161
99.971,2.06E-03,-0.186355654,-0.40230577
99.972,2.06E-03,-0.186372985,-0.402424746
99.973,2.07E-03,-0.186388948,-0.402540667
99.974,2.07E-03,-0.186404941,-0.402659556
99.975,2.08E-03,-0.186421079,-0.402776437
99.976,2.08E-03,-0.186436766,-0.40289195
99.97701,2.09E-03,-0.186451856,-0.403007347
99.978,2.09E-03,-0.186467456,-0.403123908
99.979,2.09E-03,-0.186483026,-0.403239887
99.98,2.10E-03,-0.186497477,-0.403353712
99.981,2.10E-03,-0.186511636,-0.403467566
99.982,2.11E-03,-0.18652594,-0.403582322
99.983,2.11E-03,-0.186540172,-0.403698941
99.984,2.12E-03,-0.18655337,-0.403810962
99.985,2.12E-03,-0.186567166,-0.403925165
99.986,2.13E-03,-0.186580204,-0.404039165
99.987,2.13E-03,-0.186592777,-0.40415235
99.988,2.13E-03,-0.186604782,-0.404263701
99.989,2.14E-03,-0.186616802,-0.404375518
99.99,2.14E-03,-0.186628327,-0.404488557
99.991,2.15E-03,-0.186639794,-0.404602179
99.992,2.15E-03,-0.186650868,-0.404714257
99.993,2.16E-03,-0.18666072,-0.404825492
99.994,2.16E-03,-0.186669902,-0.404936116
99.995,2.16E-03,-0.186680161,-0.405049155
99.996,2.17E-03,-0.186688776,-0.405159168
99.997,2.17E-03,-0.186696649,-0.405269151
99.998,2.18E-03,-0.186704667,-0.405381405
99.999,2.18E-03,-0.186711404,-0.405490922
100,2.19E-03,-0.186718258,-0.405601982
100.001,2.19E-03,-0.18672322,-0.405711064
100.002,2.20E-03,-0.186728226,-0.405821484
100.003,2.20E-03,-0.186732417,-0.40593266
100.004,2.20E-03,-0.186736477,-0.406042876
100.005,2.21E-03,-0.186738966,-0.406152511
100.006,2.21E-03,-0.186740348,-0.406262552
100.007,2.22E-03,-0.186741512,-0.406372797
100.008,2.22E-03,-0.186741658,-0.406483014
100.009,2.23E-03,-0.186740639,-0.406592764
100.01,2.23E-03,-0.1867385,-0.406702748
100.011,2.23E-03,-0.186734702,-0.406814186
100.012,2.24E-03,-0.186730133,-0.406923296
100.013,2.24E-03,-0.186724792,-0.407034269
100.014,2.25E-03,-0.186717836,-0.407145679
100.015,2.25E-03,-0.186709309,-0.407255749
100.016,2.26E-03,-0.186700476,-0.40736713
100.017,2.26E-03,-0.186688194,-0.407476298
100.018,2.26E-03,-0.18667517,-0.407587882
100.019,2.27E-03,-0.186660836,-0.407702057
100.02,2.27E-03,-0.186644902,-0.40781303
100.021,2.28E-03,-0.186627105,-0.407926185
100.022,2.28E-03,-0.18660714,-0.408040331
100.023,2.29E-03,-0.186585035,-0.408152293
100.024,2.29E-03,-0.186561112,-0.408265885
100.025,2.30E-03,-0.186534482,-0.408380118
100.026,2.30E-03,-0.186506717,-0.408497464
100.027,2.30E-03,-0.186474528,-0.408611639
100.028,2.31E-03,-0.18644071,-0.408727617
100.029,2.31E-03,-0.186404563,-0.408845168
100.03,2.32E-03,-0.186365462,-0.408964843
100.031,2.32E-03,-0.186322446,-0.40908478
100.03201,2.33E-03,-0.186276491,-0.409204746
100.033,2.33E-03,-0.186227844,-0.409326574
100.034,2.33E-03,-0.186175064,-0.409449014
100.035,2.34E-03,-0.186118254,-0.409572385
100.036,2.34E-03,-0.186057994,-0.409696571
100.037,2.35E-03,-0.185993355,-0.409823348
100.038,2.35E-03,-0.185924029,-0.409952161
100.039,2.36E-03,-0.185850542,-0.41008406
100.04,2.36E-03,-0.185771205,-0.410214474
100.041,2.36E-03,-0.185686644,-0.41034777
100.042,2.37E-03,-0.185597455,-0.410484616
100.043,2.37E-03,-0.185501383,-0.410621666
100.044,2.38E-03,-0.185399069,-0.41076148
100.045,2.38E-03,-0.18528926,-0.410903303
100.04601,2.39E-03,-0.185172525,-0.411047833
100.047,2.39E-03,-0.185049896,-0.411199551
100.048,2.39E-03,-0.184917371,-0.411352114
100.049,2.40E-03,-0.184775563,-0.411506306
100.05,2.40E-03,-0.184624354,-0.411665213
100.051,2.41E-03,-0.184462406,-0.411827175
100.052,2.41E-03,-0.184290111,-0.411995745
100.053,2.41E-03,-0.184105316,-0.412168622
100.054,2.42E-03,-0.183906654,-0.412346155
100.055,2.42E-03,-0.183694137,-0.412528898
100.056,2.43E-03,-0.183465367,-0.412719033
100.057,2.43E-03,-0.183218668,-0.412914727
100.058,2.44E-03,-0.182953983,-0.413121597
