Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
103.5,3.38E-02,0.104557766,-2.340551699
103.501,3.38E-02,0.10495913,-2.33711116
103.502,3.38E-02,0.105363441,-2.333672717
103.503,3.38E-02,0.105760228,-2.330221701
103.504,3.38E-02,0.106170606,-2.326750197
103.505,3.38E-02,0.1065701,-2.323262859
103.506,3.38E-02,0.10697019,-2.319802064
103.507,3.38E-02,0.107377993,-2.316287486
103.508,3.38E-02,0.107779422,-2.312798519
103.509,3.38E-02,0.108186774,-2.309271134
103.51,3.38E-02,0.108588494,-2.305778442
103.511,3.38E-02,0.108989429,-2.302259207
103.512,3.38E-02,0.109393688,-2.298739972
103.513,3.38E-02,0.109793044,-2.295223996
103.514,3.38E-02,0.110202142,-2.291673794
103.515,3.38E-02,0.110608758,-2.288113115
103.516,3.38E-02,0.111010682,-2.284571296
103.517,3.38E-02,0.1114158,-2.280989429
103.518,3.38E-02,0.11181811,-2.277431777
103.519,0.033823024,0.112225811,-2.273853868
103.52,3.38E-02,0.112629983,-2.270251978
103.521,3.38E-02,0.113038084,-2.266637515
103.522,3.38E-02,0.113441172,-2.263032366
103.523,0.033825509,0.113847906,-2.259444678
103.524,3.38E-02,0.1142529,-2.25580344
103.525,3.38E-02,0.11465991,-2.252199687
103.526,3.38E-02,0.115064628,-2.248557517
103.527,3.38E-02,0.115471696,-2.244935371
103.528,3.38E-02,0.115879309,-2.241276205
103.529,3.38E-02,0.116286479,-2.237633104
103.53,3.38E-02,0.116693598,-2.233965555
103.531,3.38E-02,0.117100048,-2.230305457
103.532,0.033828143,0.117503529,-2.226628363
103.533,3.38E-02,0.117913478,-2.222951734
103.534,3.38E-02,0.118320968,-2.219254151
103.535,3.38E-02,0.118731899,-2.215523273
103.536,3.38E-02,0.119141318,-2.211807994
103.537,3.38E-02,0.119553224,-2.208113438
103.538,3.38E-02,0.11995485,-2.204389311
103.539,3.38E-02,0.120367251,-2.2006582
103.54,3.38E-02,0.120776574,-2.196922433
103.541,0.033826008,0.121182216,-2.193201333
103.542,0.033825371,0.12159269,-2.189446939
103.543,3.38E-02,0.122001395,-2.185703255
103.544,0.033824161,0.122418191,-2.181911375
103.545,3.38E-02,0.122822879,-2.178161172
103.546,3.38E-02,0.123233098,-2.174378373
103.547,3.38E-02,0.12364646,-2.170583
103.548,3.38E-02,0.124056387,-2.166805556
103.549,3.38E-02,0.124471713,-2.162980149
103.55,3.38E-02,0.124883387,-2.159169875
103.551,3.38E-02,0.12529653,-2.155335387
103.552,3.38E-02,0.125711318,-2.151517896
103.553,3.38E-02,0.126118859,-2.147695282
103.554,3.38E-02,0.126535524,-2.143856138
103.555,3.38E-02,0.126946892,-2.140013035
103.556,0.033812303,0.12736005,-2.136156196
103.557,3.38E-02,0.127776002,-2.13230378
103.558,3.38E-02,0.128190426,-2.128440887
103.559,3.38E-02,0.128604821,-2.124562394
103.56,3.38E-02,0.129018517,-2.120693214
103.561,3.38E-02,0.129439068,-2.116785618
103.562,3.38E-02,0.129850174,-2.112923423
103.563,3.38E-02,0.130271146,-2.108976711
103.564,0.033799835,0.130689441,-2.105082385
103.565,3.38E-02,0.131105815,-2.101148944
103.566,3.38E-02,0.131523469,-2.097244374
103.567,3.38E-02,0.1319406,-2.093308838
103.568,3.38E-02,0.132361529,-2.089378424
103.569,3.38E-02,0.132782938,-2.085429151
103.57,3.38E-02,0.133201291,-2.081473358
103.571,3.38E-02,0.133625581,-2.077505691
103.572,3.38E-02,0.134044531,-2.073554322
103.573,3.38E-02,0.134468413,-2.069574315
103.574,3.38E-02,0.134891889,-2.065589419
103.575,3.38E-02,0.135313472,-2.061615931
103.576,3.38E-02,0.135738926,-2.057596343
103.577,3.38E-02,0.136170056,-2.053583041
103.578,3.38E-02,0.136596427,-2.049579052
103.579,3.38E-02,0.137021125,-2.045565983
103.58,3.38E-02,0.13745288,-2.04152707
103.581,3.38E-02,0.13787928,-2.037517494
103.582,3.38E-02,0.138309391,-2.033475554
103.583,3.38E-02,0.138742267,-2.029431053
103.584,3.38E-02,0.139173877,-2.025387017
103.585,3.37E-02,0.139605996,-2.021340886
103.586,3.37E-02,0.140044431,-2.017246326
103.587,3.37E-02,0.14048045,-2.013190649
103.588,3.37E-02,0.140918783,-2.0090912
103.589,0.0337377,0.141357508,-2.005033661
103.59,3.37E-02,0.141800105,-2.000912325
103.591,3.37E-02,0.142241304,-1.996805659
103.592,3.37E-02,0.14268927,-1.992682694
103.593,0.033724345,0.143135388,-1.988574397
103.594,3.37E-02,0.143584984,-1.984443748
103.595,3.37E-02,0.14403231,-1.980330562
103.596,3.37E-02,0.144485195,-1.976188738
103.597,0.033710279,0.144938822,-1.972062048
103.598,3.37E-02,0.145395039,-1.967907418
103.599,0.033702977,0.145855622,-1.963755814
103.6,3.37E-02,0.146315448,-1.959586749
103.601,3.37E-02,0.146783204,-1.955424435
103.602,3.37E-02,0.147244835,-1.951250364
103.603,3.37E-02,0.147713494,-1.94705883
103.604,3.37E-02,0.148192761,-1.942865434
103.605,3.37E-02,0.148668754,-1.93863851
103.606,3.37E-02,0.149150292,-1.934435102
103.607,3.37E-02,0.149630243,-1.930213533
103.608,3.37E-02,0.150120191,-1.926012454
103.609,3.37E-02,0.150611697,-1.921759336
103.61,3.37E-02,0.151103086,-1.917547896
103.611,3.37E-02,0.151607761,-1.913285931
103.612,3.36E-02,0.152109278,-1.90904527
103.613,3.36E-02,0.152616427,-1.904777833
103.614,3.36E-02,0.153131783,-1.900542178
103.615,3.36E-02,0.153650893,-1.896247384
103.616,3.36E-02,0.154179026,-1.891987748
103.617,3.36E-02,0.154707363,-1.887694583
103.618,3.36E-02,0.155242975,-1.883413526
103.619,3.36E-02,0.155790651,-1.879070769
103.62,3.36E-02,0.156340175,-1.87478133
103.621,3.36E-02,0.156898459,-1.870456617
103.622,3.36E-02,0.157461589,-1.866146806
103.623,3.36E-02,0.15803086,-1.86182186
103.624,3.36E-02,0.158611234,-1.857489115
103.625,3.36E-02,0.159204967,-1.853121561
103.626,3.36E-02,0.159797812,-1.848801738
103.627,3.36E-02,0.160403753,-1.844436745
103.628,3.36E-02,0.161028554,-1.840076409
103.629,3.36E-02,0.161655131,-1.835690578
103.63,3.36E-02,0.162290657,-1.831320464
103.631,3.36E-02,0.162941942,-1.826923573
103.632,3.35E-02,0.163607852,-1.822496881
103.633,3.35E-02,0.164281373,-1.818092656
103.634,0.033536509,0.164967059,-1.813676674
103.635,3.35E-02,0.165675243,-1.809257548
103.636,3.35E-02,0.166394719,-1.804810832
103.637,3.35E-02,0.167127408,-1.800392405
103.638,3.35E-02,0.167877748,-1.79594534
103.639,3.35E-02,0.168643281,-1.791497227
103.64,3.35E-02,0.169431209,-1.787028974
103.641,3.35E-02,0.170234227,-1.78256561
103.642,3.35E-02,0.171059364,-1.77807908
103.643,3.35E-02,0.171909662,-1.773602096
103.644,3.35E-02,0.172780041,-1.769100665
103.645,3.35E-02,0.173679553,-1.764585613
103.646,3.35E-02,0.174606947,-1.760036685
103.647,3.35E-02,0.175556925,-1.755537465
103.648,3.35E-02,0.176542409,-1.750961179
103.649,3.34E-02,0.177559559,-1.74643076
103.65,3.34E-02,0.178607239,-1.741867047
103.651,3.34E-02,0.179698545,-1.737306709
103.652,3.34E-02,0.18082741,-1.732709003
103.653,3.34E-02,0.182003248,-1.728141215
103.654,3.34E-02,0.183228331,-1.72352721
103.655,3.34E-02,0.184501871,-1.718923566
103.656,3.34E-02,0.185838158,-1.714288723
103.657,3.34E-02,0.187242185,-1.709636999
103.658,3.34E-02,0.188709644,-1.704985974
103.659,3.34E-02,0.190263279,-1.700290362
103.66,3.34E-02,0.191900472,-1.695567393
103.661,3.34E-02,0.193638596,-1.690862817
103.662,0.03335429,0.195487723,-1.686123898
103.663,3.33E-02,0.197464964,-1.681364141
103.664,3.33E-02,0.199588147,-1.676562708
103.665,0.033332385,0.20188294,-1.671739854
103.666,3.33E-02,0.204369688,-1.666900353
