Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
103.9,5.50E-02,-1.101623173,-4.069814924
103.901,5.50E-02,-1.101390691,-4.065136425
103.902,5.51E-02,-1.101158326,-4.060419276
103.903,0.055118166,-1.100923517,-4.055717029
103.904,5.52E-02,-1.100688591,-4.051013384
103.905,5.52E-02,-1.100453082,-4.046299495
103.906,5.52E-02,-1.100216527,-4.041570704
103.90701,5.53E-02,-1.099974615,-4.036804661
103.908,5.53E-02,-1.099737012,-4.032059107
103.909,5.53E-02,-1.099497196,-4.027321935
103.91,5.54E-02,-1.099255402,-4.022553097
103.911,5.54E-02,-1.09901058,-4.017788917
103.912,5.54E-02,-1.09876669,-4.013024736
103.913,5.55E-02,-1.098526525,-4.008251242
103.914,5.55E-02,-1.098279725,-4.003447946
103.915,5.55E-02,-1.098031178,-3.998664673
103.916,5.56E-02,-1.097782515,-3.993867431
103.917,5.56E-02,-1.097534667,-3.989040386
103.918,5.56E-02,-1.097282395,-3.984224517
103.919,5.57E-02,-1.097035129,-3.979407717
103.92,5.57E-02,-1.096781925,-3.974554129
103.92101,5.58E-02,-1.096525346,-3.969675861
103.922,5.58E-02,-1.096270396,-3.964818548
103.923,0.055819709,-1.096013468,-3.959965892
103.924,5.59E-02,-1.095755841,-3.955083434
103.925,0.055887945,-1.095498214,-3.950212151
103.926,5.59E-02,-1.095239073,-3.945330624
103.927,5.60E-02,-1.094978419,-3.940438386
103.928,5.60E-02,-1.094715321,-3.935549408
103.929,5.60E-02,-1.094453037,-3.930632956
103.93,5.61E-02,-1.094191801,-3.925721627
103.931,5.61E-02,-1.093922532,-3.920786548
103.932,0.056125034,-1.093657222,-3.915859386
103.933,5.62E-02,-1.093390398,-3.910922911
103.934,5.62E-02,-1.093119849,-3.905977355
103.93501,5.62E-02,-1.092848717,-3.900981043
103.936,5.63E-02,-1.092575956,-3.896029666
103.937,0.056292251,-1.092302846,-3.891032422
103.938,5.63E-02,-1.092030201,-3.886081977
103.939,0.056358378,-1.091752551,-3.881083801
103.94,5.64E-02,-1.091476646,-3.876080737
103.941,5.64E-02,-1.091201324,-3.871079069
103.942,5.65E-02,-1.090921811,-3.866088577
103.943,5.65E-02,-1.09064125,-3.861066652
103.944,5.65E-02,-1.090358826,-3.856038209
103.945,5.66E-02,-1.090075239,-3.851028392
103.946,5.66E-02,-1.089792117,-3.845974104
103.947,5.66E-02,-1.089506084,-3.84094147
103.948,5.67E-02,-1.089220052,-3.835880896
103.94901,5.67E-02,-1.08893076,-3.830758622
103.95,5.67E-02,-1.088639256,-3.825702937
103.951,5.67E-02,-1.088348217,-3.820628161
103.952,5.68E-02,-1.088057179,-3.815543372
103.953,5.68E-02,-1.087761135,-3.810456954
103.954,5.68E-02,-1.087465789,-3.805342829
103.955,0.056877639,-1.087170793,-3.800241277
103.956,5.69E-02,-1.08687277,-3.795117605
103.957,5.69E-02,-1.086571603,-3.790002083
103.958,5.70E-02,-1.08627032,-3.784857225
103.959,5.70E-02,-1.08596927,-3.779727733
103.96,5.70E-02,-1.085664146,-3.774556331
103.961,5.71E-02,-1.085359836,-3.769430099
103.962,0.057098389,-1.085051917,-3.764272667
103.96301,5.71E-02,-1.084741089,-3.759060055
103.964,5.72E-02,-1.084428048,-3.753875382
103.965,5.72E-02,-1.084119081,-3.748714458
103.966,5.72E-02,-1.08380476,-3.743498353
103.967,5.73E-02,-1.083486364,-3.738300409
103.968,5.73E-02,-1.083173789,-3.733120393
103.969,5.73E-02,-1.082852832,-3.727896838
103.97,5.73E-02,-1.082531991,-3.722680733
103.971,5.74E-02,-1.082209405,-3.717450658
103.972,5.74E-02,-1.081884722,-3.712209407
103.973,5.74E-02,-1.081555267,-3.706973977
103.974,5.75E-02,-1.081230235,-3.701727139
103.975,5.75E-02,-1.080897753,-3.696447471
103.976,5.75E-02,-1.080567017,-3.691212274
103.97701,5.76E-02,-1.080230693,-3.685906529
103.978,5.76E-02,-1.07989239,-3.680612193
103.979,5.76E-02,-1.079553156,-3.675336251
103.98,5.76E-02,-1.079210662,-3.670043312
103.981,5.77E-02,-1.078867004,-3.664730117
103.982,5.77E-02,-1.07852323,-3.659438109
103.983,5.77E-02,-1.078173867,-3.654118627
103.984,0.057767928,-1.077821595,-3.648804966
103.985,5.78E-02,-1.077467925,-3.643471282
103.986,5.78E-02,-1.077109715,-3.638123395
103.987,5.79E-02,-1.076749293,-3.632784123
103.988,5.79E-02,-1.076389221,-3.627445316
103.989,5.79E-02,-1.076024957,-3.622076008
103.99,5.79E-02,-1.075654523,-3.616725095
103.991,5.80E-02,-1.0752792,-3.611321328
103.992,5.80E-02,-1.074903877,-3.60595691
103.993,5.80E-02,-1.074525528,-3.600578988
103.994,5.81E-02,-1.074142172,-3.595170332
103.995,5.81E-02,-1.073757652,-3.58979078
103.996,5.81E-02,-1.073365798,-3.584396793
103.997,5.81E-02,-1.072971034,-3.578977659
103.998,5.82E-02,-1.072573476,-3.573556896
103.999,5.82E-02,-1.072170213,-3.568160348
104,5.82E-02,-1.071761595,-3.562716767
104.001,5.83E-02,-1.0713503,-3.557288321
104.002,5.83E-02,-1.070933533,-3.55185708
104.003,5.83E-02,-1.07051013,-3.546405816
104.004,5.83E-02,-1.070083003,-3.540955717
104.005,5.84E-02,-1.069646329,-3.535459284
104.006,5.84E-02,-1.069206512,-3.529996611
104.007,5.84E-02,-1.068762736,-3.524539527
104.008,0.058455229,-1.068310114,-3.5190708
104.009,5.85E-02,-1.067850273,-3.513588104
104.01,5.85E-02,-1.067387406,-3.508122172
104.011,5.85E-02,-1.06691441,-3.502622014
104.012,5.86E-02,-1.066433964,-3.497110447
104.013,5.86E-02,-1.065944205,-3.491615877
104.014,0.058619887,-1.065449556,-3.486115718
104.015,5.86E-02,-1.064944896,-3.480607411
104.016,5.87E-02,-1.064428594,-3.475084202
104.017,5.87E-02,-1.063907519,-3.469584743
104.018,5.87E-02,-1.063373522,-3.464062931
104.019,5.88E-02,-1.062826719,-3.458489897
104.02,5.88E-02,-1.062271651,-3.45293968
104.021,5.88E-02,-1.061706105,-3.447415307
104.022,5.88E-02,-1.061126473,-3.441885579
104.023,5.89E-02,-1.060537877,-3.436328378
104.024,5.89E-02,-1.059933333,-3.430784447
104.025,5.89E-02,-1.059316099,-3.425269853
104.026,0.058941163,-1.05868699,-3.419708926
104.027,5.90E-02,-1.058038324,-3.414153354
104.028,5.90E-02,-1.057378482,-3.408610122
104.029,5.90E-02,-1.056698966,-3.403033596
104.03,5.90E-02,-1.056004665,-3.397492692
104.031,5.91E-02,-1.055291039,-3.391929436
104.03201,5.91E-02,-1.054556342,-3.386320313
104.033,5.91E-02,-1.053801039,-3.38077615
104.034,0.059149407,-1.053029788,-3.375219647
104.035,0.059175119,-1.052229898,-3.369635204
104.036,5.92E-02,-1.051408239,-3.364073811
104.037,5.92E-02,-1.050566905,-3.358521266
104.038,5.93E-02,-1.049693441,-3.352953354
104.039,0.059277106,-1.048796694,-3.347402671
104.04,5.93E-02,-1.047866186,-3.341876902
104.041,5.93E-02,-1.046907273,-3.336309223
104.042,0.059352882,-1.045910874,-3.330763197
104.043,0.059378058,-1.044884673,-3.32521135
104.044,5.94E-02,-1.043818076,-3.319688141
104.045,5.94E-02,-1.042710501,-3.314152826
104.04601,5.95E-02,-1.041558338,-3.308583749
104.047,0.059478123,-1.040361938,-3.303053556
104.048,5.95E-02,-1.039111172,-3.297558986
104.049,5.95E-02,-1.037809066,-3.29205906
104.05,5.96E-02,-1.036449568,-3.286585677
104.051,5.96E-02,-1.035026042,-3.281108802
104.052,5.96E-02,-1.033531036,-3.275665455
104.053,5.96E-02,-1.031962456,-3.270245157
104.054,5.97E-02,-1.030307496,-3.26482323
104.055,5.97E-02,-1.028561033,-3.259432735
104.056,5.97E-02,-1.026710146,-3.254097654
104.057,0.059724748,-1.024747384,-3.2487649
104.058,5.97E-02,-1.022651908,-3.243459854
104.059,5.98E-02,-1.02041522,-3.238220001
