Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
103.4,2.10E-02,-0.798636291,-3.93069163
103.401,2.10E-02,-0.798866095,-3.930472769
103.402,2.11E-02,-0.799097936,-3.930277657
103.403,2.11E-02,-0.799326459,-3.930037841
103.404,2.12E-02,-0.799556088,-3.929813858
103.405,2.12E-02,-0.799782109,-3.929556347
103.406,2.13E-02,-0.800010981,-3.92932212
103.40701,2.13E-02,-0.800239039,-3.929089289
103.408,2.14E-02,-0.800465525,-3.928820137
103.409,2.14E-02,-0.800692069,-3.928558901
103.41,0.021482129,-0.800915645,-3.928296734
103.411,2.15E-02,-0.801140442,-3.92802339
103.412,2.16E-02,-0.801362621,-3.927730024
103.413,2.16E-02,-0.801582239,-3.927463666
103.414,2.17E-02,-0.801803952,-3.92716052
103.415,2.17E-02,-0.802026654,-3.926856909
103.416,2.18E-02,-0.802245515,-3.926547244
103.417,2.18E-02,-0.802463037,-3.926249687
103.418,2.19E-02,-0.802681141,-3.925925121
103.419,2.19E-02,-0.802898663,-3.925605677
103.42,2.20E-02,-0.803114905,-3.92526295
103.42101,2.20E-02,-0.803332019,-3.924923949
103.422,2.21E-02,-0.803545234,-3.924584948
103.423,2.21E-02,-0.803759729,-3.92423803
103.424,2.22E-02,-0.803972944,-3.923874814
103.425,0.022224199,-0.804185227,-3.923521377
103.426,2.23E-02,-0.804394018,-3.923140466
103.427,2.23E-02,-0.804604671,-3.922756761
103.428,2.24E-02,-0.804815383,-3.922385164
103.429,2.24E-02,-0.805023534,-3.922000527
103.43,2.25E-02,-0.805230869,-3.921613097
103.431,2.25E-02,-0.805438263,-3.921200521
103.432,0.022567643,-0.805643154,-3.920811228
103.433,2.26E-02,-0.805845717,-3.920383751
103.434,2.27E-02,-0.806052471,-3.919955809
103.43501,2.27E-02,-0.806255033,-3.919532988
103.436,2.28E-02,-0.806457829,-3.919106908
103.437,0.022812283,-0.80666045,-3.918662667
103.438,2.29E-02,-0.806860568,-3.918194678
103.439,2.29E-02,-0.807057775,-3.917756025
103.44,2.30E-02,-0.807256263,-3.917300142
103.441,2.30E-02,-0.807453762,-3.916829359
103.442,0.023055512,-0.807649281,-3.916356713
103.443,0.023104116,-0.807845732,-3.915889189
103.444,2.32E-02,-0.808038865,-3.915395122
103.445,2.32E-02,-0.808232231,-3.914912697
103.446,0.023249639,-0.808423501,-3.914406523
103.447,2.33E-02,-0.808614306,-3.913911059
103.448,2.33E-02,-0.808805635,-3.913403489
103.44901,2.34E-02,-0.808994286,-3.912874497
103.45,2.34E-02,-0.809181365,-3.912343178
103.451,2.35E-02,-0.809368503,-3.911837935
103.452,2.35E-02,-0.80955436,-3.911286127
103.453,2.36E-02,-0.809739053,-3.910741303
103.454,0.02363627,-0.809920835,-3.910203464
103.455,2.37E-02,-0.810102152,-3.909648862
103.456,2.37E-02,-0.810283935,-3.909084015
103.457,2.38E-02,-0.810462807,-3.90851032
103.458,0.023828637,-0.810641563,-3.907943144
103.459,2.39E-02,-0.810816826,-3.90735874
103.46,2.39E-02,-0.810993428,-3.906779457
103.461,2.40E-02,-0.811166421,-3.906178987
103.462,2.40E-02,-0.811340346,-3.905582707
103.46301,2.41E-02,-0.811511884,-3.904965939
103.464,2.41E-02,-0.811684644,-3.904366167
103.465,2.42E-02,-0.811852165,-3.903743345
103.466,2.42E-02,-0.812017766,-3.90311284
103.467,2.43E-02,-0.812184648,-3.902486991
103.468,2.43E-02,-0.812346232,-3.901846474
103.469,2.44E-02,-0.81250997,-3.901194548
103.47,2.44E-02,-0.812671671,-3.900554962
103.471,2.44E-02,-0.81283116,-3.899905598
103.472,2.45E-02,-0.81298576,-3.899225499
103.473,2.45E-02,-0.81314164,-3.898557276
103.474,2.46E-02,-0.813294726,-3.897894407
103.475,2.46E-02,-0.813444029,-3.897209419
103.476,2.47E-02,-0.813596416,-3.896511858
103.47701,2.47E-02,-0.813744031,-3.895825939
103.478,0.024781784,-0.813888386,-3.89511371
103.479,2.48E-02,-0.81403146,-3.894424997
103.48,2.49E-02,-0.814173021,-3.893698333
103.481,2.49E-02,-0.81430946,-3.892978653
103.482,2.50E-02,-0.81444555,-3.892260138
103.483,2.50E-02,-0.814578671,-3.891536035
103.484,2.51E-02,-0.814709521,-3.890789114
103.485,2.51E-02,-0.814837753,-3.890044056
103.486,2.52E-02,-0.814960455,-3.889297135
103.487,2.52E-02,-0.815083971,-3.888544859
103.488,2.53E-02,-0.815199106,-3.887768369
103.489,2.53E-02,-0.81531785,-3.887024708
103.49,2.53E-02,-0.81542728,-3.886241233
103.491,2.54E-02,-0.815535604,-3.885456128
103.492,2.54E-02,-0.81564131,-3.884669626
103.493,2.55E-02,-0.815742242,-3.883885453
103.494,2.55E-02,-0.815836422,-3.883088008
103.495,2.56E-02,-0.815927051,-3.882266581
103.496,2.56E-02,-0.816015527,-3.881453536
103.497,2.57E-02,-0.816098123,-3.880649339
103.498,0.025719179,-0.816175772,-3.879820695
103.499,2.58E-02,-0.816247775,-3.879005788
103.5,2.58E-02,-0.816317042,-3.878187155
103.501,0.025858361,-0.816376472,-3.877336858
103.502,2.59E-02,-0.81643078,-3.876486327
103.503,2.60E-02,-0.816481595,-3.875646507
103.504,2.60E-02,-0.816526532,-3.874797374
103.505,0.026043838,-0.816562911,-3.873940557
103.506,2.61E-02,-0.816591142,-3.873054869
103.507,2.61E-02,-0.816612446,-3.872191766
103.508,2.62E-02,-0.816626649,-3.871321445
103.509,2.62E-02,-0.816632586,-3.870438552
103.51,2.63E-02,-0.816629268,-3.869552864
103.511,2.63E-02,-0.816619489,-3.868677188
103.512,2.64E-02,-0.816596788,-3.867778927
103.513,2.64E-02,-0.816566811,-3.866883926
103.514,2.65E-02,-0.816523156,-3.865964012
103.515,2.65E-02,-0.816471002,-3.865067614
103.516,2.65E-02,-0.81640773,-3.864154918
103.517,2.66E-02,-0.816332817,-3.863230348
103.518,2.66E-02,-0.816243293,-3.862320445
103.519,2.67E-02,-0.816143176,-3.861375386
103.52,2.67E-02,-0.816026703,-3.860470373
103.521,2.68E-02,-0.81589527,-3.859519027
103.522,2.68E-02,-0.815751322,-3.858592361
103.523,2.69E-02,-0.815589738,-3.857659176
103.524,2.69E-02,-0.815409992,-3.856712254
103.525,2.70E-02,-0.81521587,-3.855756717
103.526,2.70E-02,-0.814999861,-3.854814684
103.527,2.70E-02,-0.814764528,-3.853868227
103.528,2.71E-02,-0.814509636,-3.852908732
103.529,2.71E-02,-0.814233266,-3.85196181
103.53,2.72E-02,-0.813930179,-3.850998357
103.531,2.72E-02,-0.813610153,-3.850049805
103.53201,2.73E-02,-0.813259976,-3.849078435
103.533,2.73E-02,-0.812885934,-3.848115681
103.534,2.74E-02,-0.812481681,-3.84714338
103.535,0.027410114,-0.812046404,-3.846193664
103.536,2.75E-02,-0.811581442,-3.845225088
103.537,2.75E-02,-0.811083242,-3.844262566
103.538,2.75E-02,-0.810548372,-3.843285143
103.539,2.76E-02,-0.80997945,-3.842341015
103.54,2.76E-02,-0.809370656,-3.841380589
103.541,2.77E-02,-0.808717567,-3.840414342
103.542,2.77E-02,-0.808020413,-3.839460667
103.543,2.78E-02,-0.807275763,-3.838504432
103.544,2.78E-02,-0.806483091,-3.837546567
103.545,2.79E-02,-0.805635413,-3.836605232
103.54601,2.79E-02,-0.804729527,-3.835652024
103.547,0.027942844,-0.803762465,-3.834711853
103.548,2.80E-02,-0.802729453,-3.833796596
103.549,2.80E-02,-0.8016231,-3.832853865
103.55,0.028074175,-0.800440554,-3.831947455
103.551,2.81E-02,-0.799174886,-3.831029171
103.552,2.82E-02,-0.797820801,-3.830138361
103.553,2.82E-02,-0.796363631,-3.829249879
103.554,2.82E-02,-0.794799183,-3.828399349
103.555,0.028290881,-0.793119951,-3.827536246
103.556,2.83E-02,-0.791306607,-3.826713888
103.557,2.84E-02,-0.789351121,-3.825902706
103.558,2.84E-02,-0.787234458,-3.825119464
103.559,2.85E-02,-0.784939388,-3.824354149
