Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,1.86E-03,-0.268115487,-0.554108992
99.801,1.87E-03,-0.268158241,-0.554371509
99.802,1.87E-03,-0.268201809,-0.554637285
99.803,1.88E-03,-0.26824305,-0.554896891
99.804,1.89E-03,-0.268286181,-0.555163133
99.805,1.90E-03,-0.268328178,-0.555423438
99.806,1.90E-03,-0.268369622,-0.555683218
99.80701,1.91E-03,-0.26841191,-0.555947307
99.80801,1.92E-03,-0.268454402,-0.556208484
99.80901,1.92E-03,-0.268497359,-0.556471641
99.81001,1.93E-03,-0.268538686,-0.556729909
99.811,1.94E-03,-0.268579432,-0.55698544
99.812,1.94E-03,-0.268621312,-0.557243649
99.813,1.95E-03,-0.268662785,-0.557503954
99.814,1.96E-03,-0.268705568,-0.557763444
99.815,1.97E-03,-0.268745149,-0.558016123
99.816,1.97E-03,-0.268787786,-0.558278465
99.817,1.98E-03,-0.268829899,-0.558534754
99.818,1.99E-03,-0.26886884,-0.558787899
99.819,1.99E-03,-0.2689104,-0.55904343
99.82,2.00E-03,-0.268951087,-0.55930001
99.82101,2.01E-03,-0.268992269,-0.559555017
99.82201,2.02E-03,-0.269033131,-0.559808046
99.82301,2.02E-03,-0.269073236,-0.560059503
99.82401,2.03E-03,-0.26911468,-0.560313521
99.825,2.04E-03,-0.269154465,-0.56056527
99.826,2.04E-03,-0.269194716,-0.560818473
99.827,2.05E-03,-0.269235345,-0.56106993
99.828,2.06E-03,-0.269274402,-0.561318535
99.829,2.06E-03,-0.269315118,-0.561571098
99.83,0.002071104,-0.269355543,-0.561822031
99.831,2.08E-03,-0.269394368,-0.562067667
99.832,2.09E-03,-0.269435026,-0.562320172
99.833,2.09E-03,-0.269473589,-0.562566041
99.834,2.10E-03,-0.26951218,-0.562811794
99.83501,2.11E-03,-0.269552431,-0.563062553
99.83601,2.11E-03,-0.269592856,-0.563311507
99.83701,2.12E-03,-0.269631215,-0.563557725
99.83801,2.13E-03,-0.269670156,-0.563802547
99.839,2.13E-03,-0.269708573,-0.564045098
99.84,2.14E-03,-0.269748038,-0.564290793
99.841,2.15E-03,-0.269785873,-0.564535032
99.842,2.15E-03,-0.26982557,-0.564780843
99.843,2.16E-03,-0.26986259,-0.565019785
99.844,2.17E-03,-0.26990092,-0.565261871
99.845,2.18E-03,-0.269939948,-0.565510301
99.846,2.18E-03,-0.269977492,-0.565750641
99.847,2.19E-03,-0.270014716,-0.565989525
99.848,2.20E-03,-0.270053046,-0.566233706
99.84901,2.20E-03,-0.270092074,-0.566476025
99.85001,2.21E-03,-0.270128192,-0.566712639
99.85101,2.22E-03,-0.270165474,-0.566950592
99.85201,2.22E-03,-0.27020328,-0.567190349
99.853,2.23E-03,-0.270239572,-0.567428535
99.854,2.24E-03,-0.270277116,-0.567669398
99.855,2.25E-03,-0.270314311,-0.567905721
99.856,2.25E-03,-0.270351447,-0.568143325
99.857,2.26E-03,-0.270386721,-0.568378135
99.858,2.27E-03,-0.270422344,-0.568613061
99.859,2.27E-03,-0.270458346,-0.568845891
99.86,2.28E-03,-0.270495395,-0.569083553
99.861,2.29E-03,-0.270530814,-0.569318363
99.862,2.29E-03,-0.270565826,-0.569550379
99.86301,2.30E-03,-0.27060209,-0.569788215
99.86401,2.31E-03,-0.270637771,-0.570021162
99.86501,2.31E-03,-0.270672172,-0.570254517
99.866,2.32E-03,-0.270707969,-0.570487522
99.867,2.33E-03,-0.270741904,-0.570716569
99.868,2.33E-03,-0.270775665,-0.570946198
99.869,2.34E-03,-0.27080928,-0.571176875
99.87,2.35E-03,-0.270843972,-0.57140732
99.871,2.36E-03,-0.27087747,-0.571636949
99.872,2.36E-03,-0.270910125,-0.571864191
99.873,2.37E-03,-0.270943361,-0.572097255
99.874,2.38E-03,-0.270977704,-0.57232799
99.875,2.38E-03,-0.271008903,-0.572552381
99.876,2.39E-03,-0.271040772,-0.572778517
99.87701,2.40E-03,-0.27107427,-0.573010126
99.87801,2.40E-03,-0.271106546,-0.573238009
99.87901,2.41E-03,-0.271136872,-0.573461875
99.88,2.42E-03,-0.271168217,-0.573687605
99.881,2.42E-03,-0.271197612,-0.573914673
99.882,2.43E-03,-0.271227647,-0.574140053
99.883,2.44E-03,-0.271256838,-0.574361591
99.884,2.44E-03,-0.271287048,-0.574586622
99.885,2.45E-03,-0.271315803,-0.574812002
99.886,2.46E-03,-0.271342898,-0.575032493
99.887,2.46E-03,-0.271372468,-0.575257931
99.888,2.47E-03,-0.271398778,-0.575478247
99.889,2.48E-03,-0.271427009,-0.575704442
99.89,2.49E-03,-0.271453639,-0.575926795
99.89101,2.49E-03,-0.271478639,-0.576149905
99.89201,2.50E-03,-0.271503057,-0.576369464
99.89301,2.51E-03,-0.271527271,-0.576592167
99.894,2.51E-03,-0.271552068,-0.576814753
99.895,2.52E-03,-0.271575147,-0.577034429
99.896,2.53E-03,-0.271598081,-0.57725556
99.897,2.53E-03,-0.271617493,-0.577473082
99.898,2.54E-03,-0.271639175,-0.57769363
99.899,2.55E-03,-0.271659694,-0.577914238
99.9,2.55E-03,-0.271678146,-0.578132633
99.901,0.002559908,-0.271695375,-0.578354637
99.902,2.57E-03,-0.271712517,-0.578573672
99.903,2.57E-03,-0.271729397,-0.578795385
99.904,2.58E-03,-0.271743658,-0.579012558
99.90501,2.59E-03,-0.27175789,-0.579232874
99.90601,2.59E-03,-0.271769735,-0.579453248
99.90701,2.60E-03,-0.271780562,-0.57967077
99.908,2.61E-03,-0.271791534,-0.579892483
99.909,2.61E-03,-0.271799683,-0.580114545
99.91,2.62E-03,-0.271805795,-0.58033294
99.911,2.63E-03,-0.271811528,-0.580552674
99.912,2.63E-03,-0.271814439,-0.580770429
99.913,2.64E-03,-0.271816534,-0.580991327
99.914,2.65E-03,-0.271817029,-0.581212516
99.915,2.65E-03,-0.271814846,-0.581431086
99.916,2.66E-03,-0.271810277,-0.581649656
99.917,2.67E-03,-0.271805009,-0.581873988
99.918,2.67E-03,-0.271797675,-0.582097273
99.91901,2.68E-03,-0.271786761,-0.582321372
99.92001,2.69E-03,-0.271773635,-0.582543784
99.92101,2.69E-03,-0.271757133,-0.582765031
99.922,2.70E-03,-0.271739089,-0.582990819
99.923,2.71E-03,-0.271718425,-0.583215617
99.924,2.71E-03,-0.271694124,-0.583441113
99.925,2.72E-03,-0.271666882,-0.583667308
99.926,2.73E-03,-0.271635276,-0.583894725
99.927,2.73E-03,-0.271601108,-0.58412319
99.928,0.002741699,-0.271562807,-0.584349968
99.929,2.75E-03,-0.271522003,-0.584587804
99.93,2.76E-03,-0.271474943,-0.584817666
99.931,2.76E-03,-0.271424244,-0.585049915
99.93201,2.77E-03,-0.271368714,-0.585284375
99.93301,2.78E-03,-0.271308963,-0.585519301
99.93401,2.78E-03,-0.271244411,-0.585760921
99.93501,2.79E-03,-0.271174766,-0.586000446
99.936,2.80E-03,-0.271096767,-0.586238457
99.937,2.80E-03,-0.27101583,-0.586486654
99.938,2.81E-03,-0.270928314,-0.586736132
99.939,2.81E-03,-0.270832097,-0.586982234
99.94,2.82E-03,-0.270730117,-0.5872334
99.941,2.83E-03,-0.270620279,-0.587486778
99.942,2.83E-03,-0.270502176,-0.587745162
99.943,2.84E-03,-0.270375633,-0.588003371
99.944,2.85E-03,-0.270240795,-0.588268042
99.945,2.85E-03,-0.270095363,-0.588536612
99.94601,2.86E-03,-0.26994021,-0.5888124
99.94701,2.87E-03,-0.269772339,-0.589084695
99.94801,2.87E-03,-0.269594544,-0.589366071
99.94901,2.88E-03,-0.269403565,-0.589651871
99.95,2.89E-03,-0.269198383,-0.58994448
99.951,2.89E-03,-0.268978241,-0.590240525
99.952,2.90E-03,-0.268741336,-0.590541691
99.953,2.91E-03,-0.268488977,-0.590854092
99.954,2.91E-03,-0.268215721,-0.591171905
99.955,2.92E-03,-0.267922936,-0.591498741
99.956,2.93E-03,-0.267607305,-0.59183524
99.957,2.93E-03,-0.267265743,-0.592182099
