Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
102.5,-1.26E-02,-0.213169857,-2.378356876
102.501,-1.26E-02,-0.213633888,-2.377755241
102.502,-0.012532921,-0.214099098,-2.377152676
102.503,-1.25E-02,-0.214564556,-2.376521938
102.504,-1.25E-02,-0.215032705,-2.375931712
102.505,-1.25E-02,-0.215499516,-2.375317272
102.506,-1.24E-02,-0.215966065,-2.374699339
102.507,-1.24E-02,-0.216434055,-2.374072326
102.508,-1.24E-02,-0.216901171,-2.373457421
102.509,-1.24E-02,-0.217365086,-2.372801304
102.51,-1.24E-02,-0.217830631,-2.372183139
102.511,-1.23E-02,-0.218289933,-2.371522831
102.512,-1.23E-02,-0.218757108,-2.370888134
102.513,-1.23E-02,-0.21921884,-2.370227128
102.514,-1.23E-02,-0.219684182,-2.36958079
102.515,-0.012245325,-0.220143673,-2.36891862
102.516,-1.22E-02,-0.220607748,-2.368252492
102.517,-1.22E-02,-0.221067574,-2.36758939
102.518,-1.22E-02,-0.221529641,-2.366911154
102.519,-1.22E-02,-0.221990616,-2.366225934
102.52,-1.21E-02,-0.222453396,-2.365550725
102.521,-1.21E-02,-0.222917617,-2.364852233
102.522,-1.21E-02,-0.223374853,-2.364166779
102.523,-1.21E-02,-0.223836541,-2.363479231
102.524,-1.20E-02,-0.224292933,-2.362765372
102.525,-1.20E-02,-0.224752002,-2.362058731
102.526,-1.20E-02,-0.225211246,-2.361353254
102.527,-1.20E-02,-0.225669515,-2.360644517
102.528,-1.20E-02,-0.226125238,-2.359925536
102.529,-1.19E-02,-0.226583768,-2.359195612
102.53,-1.19E-02,-0.227037584,-2.358481521
102.531,-1.19E-02,-0.227498036,-2.357747173
102.532,-1.19E-02,-0.227952405,-2.357017482
102.533,-1.18E-02,-0.22840935,-2.356271725
102.534,-1.18E-02,-0.228861987,-2.355527598
102.535,-1.18E-02,-0.229318117,-2.354769967
102.536,-1.18E-02,-0.229771918,-2.354023047
102.537,-1.18E-02,-0.230227422,-2.353270305
102.538,-1.17E-02,-0.230678503,-2.352516865
102.539,-0.011713833,-0.231129467,-2.351742005
102.54,-0.011691784,-0.231580925,-2.350966912
102.541,-1.17E-02,-0.232032704,-2.350182738
102.542,-1.16E-02,-0.232481325,-2.349407645
102.543,-1.16E-02,-0.232934311,-2.348625334
102.544,-1.16E-02,-0.2333866,-2.347844886
102.545,-1.16E-02,-0.23383637,-2.347049769
102.546,-1.16E-02,-0.234284526,-2.346260473
102.547,-1.15E-02,-0.234731182,-2.345455578
102.548,-1.15E-02,-0.235178843,-2.344649984
102.549,-1.15E-02,-0.235633866,-2.343847416
102.55,-1.15E-02,-0.236077438,-2.343021799
102.551,-1.14E-02,-0.236522465,-2.342191758
102.552,-1.14E-02,-0.236967535,-2.341388259
102.553,-1.14E-02,-0.237414497,-2.340564271
102.554,-1.14E-02,-0.237855886,-2.339725615
102.555,-1.14E-02,-0.238300039,-2.338879742
102.556,-1.13E-02,-0.238744513,-2.338049933
102.557,-1.13E-02,-0.239184592,-2.337198704
102.558,-1.13E-02,-0.239627378,-2.336352365
102.559,-1.13E-02,-0.2400706,-2.335509518
102.56,-0.011249429,-0.240511828,-2.334657125
102.561,-1.12E-02,-0.240951762,-2.333792625
102.562,-1.12E-02,-0.241388669,-2.332923235
102.563,-1.12E-02,-0.241823785,-2.332032658
102.564,-1.12E-02,-0.242267313,-2.331166528
102.565,-1.11E-02,-0.242702197,-2.330285031
102.566,-1.11E-02,-0.243138129,-2.329398645
102.567,-1.11E-02,-0.243572242,-2.328512957
102.568,-1.11E-02,-0.244007068,-2.327635884
102.569,-0.011050284,-0.244440918,-2.326738089
102.57,-1.10E-02,-0.24487183,-2.325835871
102.571,-1.10E-02,-0.245301781,-2.324930392
102.572,-0.010984119,-0.245729636,-2.324025147
102.573,-1.10E-02,-0.246159645,-2.323115943
102.574,-1.09E-02,-0.246586424,-2.322197426
102.575,-1.09E-02,-0.247011631,-2.321280073
102.576,-1.09E-02,-0.24744033,-2.320353873
102.577,-0.0108737,-0.247865129,-2.319413237
102.578,-1.09E-02,-0.248290045,-2.318504499
102.579,-1.08E-02,-0.248712458,-2.317557577
102.58,-1.08E-02,-0.249127479,-2.316603437
102.581,-1.08E-02,-0.249549717,-2.315673511
102.582,-1.08E-02,-0.249965437,-2.314725192
102.583,-1.07E-02,-0.250381738,-2.31378153
102.584,-1.07E-02,-0.250790152,-2.312803641
102.585,-1.07E-02,-0.251202204,-2.311854856
102.586,-1.07E-02,-0.251615245,-2.310881391
102.587,-1.07E-02,-0.25202072,-2.309917938
102.588,-1.06E-02,-0.252428144,-2.308938419
102.589,-1.06E-02,-0.25282937,-2.307975199
102.59,-1.06E-02,-0.253234582,-2.306991024
102.591,-1.06E-02,-0.253634411,-2.3059987
102.592,-1.05E-02,-0.254031649,-2.305013128
102.593,-1.05E-02,-0.254427636,-2.304032212
102.594,-1.05E-02,-0.254816987,-2.303024754
102.595,-1.05E-02,-0.255207298,-2.302028472
102.596,-1.05E-02,-0.255595456,-2.301016822
102.597,-1.04E-02,-0.25597465,-2.30000983
102.598,-1.04E-02,-0.256354891,-2.299008425
102.599,-1.04E-02,-0.256728352,-2.297986066
102.6,-1.04E-02,-0.257102831,-2.296956955
102.601,-1.03E-02,-0.257472537,-2.295944141
102.602,-1.03E-02,-0.257836713,-2.294916194
102.603,-1.03E-02,-0.258196553,-2.29388196
102.604,-1.03E-02,-0.258552289,-2.292842604
102.605,-1.03E-02,-0.258908869,-2.291808836
102.606,-1.02E-02,-0.259254099,-2.290748991
102.607,-1.02E-02,-0.259596913,-2.289718715
102.608,-1.02E-02,-0.259935216,-2.28867447
102.609,-1.02E-02,-0.260263623,-2.287613228
102.61,-0.010145616,-0.260592496,-2.286565956
102.611,-0.010123648,-0.260910077,-2.285494469
102.612,-1.01E-02,-0.261220761,-2.284431597
102.613,-1.01E-02,-0.261532085,-2.283386886
102.614,-1.01E-02,-0.261831941,-2.282312838
102.615,-1.00E-02,-0.262122223,-2.281237626
102.616,-1.00E-02,-0.262403773,-2.280143555
102.617,-9.99E-03,-0.26268154,-2.279080218
102.618,-9.97E-03,-0.262945279,-2.277987543
102.619,-9.95E-03,-0.263214577,-2.2769114
102.62,-9.93E-03,-0.263458787,-2.275826875
102.621,-9.90E-03,-0.263699359,-2.274727914
102.622,-9.88E-03,-0.263930007,-2.273642458
102.623,-9.86E-03,-0.264149829,-2.272565616
102.624,-9.84E-03,-0.264349044,-2.271439414
102.625,-9.82E-03,-0.264547678,-2.270354657
102.626,-9.79E-03,-0.264727976,-2.269227989
102.627,-9.77E-03,-0.26489931,-2.268146724
102.628,-9.75E-03,-0.265051844,-2.267038217
102.629,-9.73E-03,-0.265189097,-2.26592063
102.63,-9.71E-03,-0.265309965,-2.264791634
102.631,-9.68E-03,-0.265420764,-2.263688017
102.632,-9.66E-03,-0.26551605,-2.262557158
102.633,-9.64E-03,-0.265582406,-2.261446789
102.634,-9.62E-03,-0.265637733,-2.260320121
102.635,-9.60E-03,-0.265670766,-2.259210218
102.636,-9.57E-03,-0.265682145,-2.258073306
102.637,-9.55E-03,-0.265671319,-2.256958513
102.638,-9.53E-03,-0.265636132,-2.255835803
102.639,-9.51E-03,-0.265575713,-2.254699823
102.64,-9.49E-03,-0.265488372,-2.253587125
102.641,-9.46E-03,-0.265373092,-2.252441598
102.642,-9.44E-03,-0.265227922,-2.251312369
102.643,-9.42E-03,-0.265052193,-2.25020363
102.644,-9.40E-03,-0.26483892,-2.249069978
102.645,-9.38E-03,-0.26459372,-2.247941447
102.646,-9.35E-03,-0.264310074,-2.246796619
102.647,-9.33E-03,-0.263981725,-2.245667856
102.648,-9.31E-03,-0.263613067,-2.244542586
102.649,-9.29E-03,-0.263194379,-2.243423602
102.65,-9.27E-03,-0.262725516,-2.242301824
102.651,-9.25E-03,-0.262197631,-2.241155133
102.652,-9.22E-03,-0.261618115,-2.240049886
102.653,-9.20E-03,-0.260968547,-2.238947898
