Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
103.3,2.56E-02,2.19E-02,-2.268721582
103.301,2.56E-02,2.22E-02,-2.267290605
103.302,2.56E-02,2.25E-02,-2.265849384
103.303,2.57E-02,2.28E-02,-2.264404669
103.304,2.57E-02,2.31E-02,-2.262950176
103.305,2.57E-02,2.34E-02,-2.261488233
103.306,2.57E-02,2.37E-02,-2.260014648
103.30701,2.57E-02,2.40E-02,-2.258546185
103.30801,2.57E-02,2.43E-02,-2.257060958
103.30901,2.57E-02,2.46E-02,-2.255570143
103.31001,2.57E-02,2.48E-02,-2.254074905
103.311,2.57E-02,2.51E-02,-2.252584789
103.312,2.57E-02,2.54E-02,-2.251070458
103.313,2.57E-02,2.57E-02,-2.249564743
103.314,2.58E-02,2.60E-02,-2.248035278
103.315,2.58E-02,0.026309925,-2.246514661
103.316,2.58E-02,2.66E-02,-2.244977048
103.317,2.58E-02,2.69E-02,-2.243442228
103.318,2.58E-02,0.027188376,-2.241890412
103.319,2.58E-02,2.75E-02,-2.240336034
103.32,2.58E-02,2.78E-02,-2.238774439
103.32101,2.58E-02,2.81E-02,-2.237194683
103.32201,0.02582903,2.84E-02,-2.23562005
103.32301,2.58E-02,2.87E-02,-2.234037034
103.32401,0.025846679,2.90E-02,-2.232434228
103.325,2.59E-02,0.029250799,-2.23084772
103.326,2.59E-02,2.95E-02,-2.229241654
103.327,2.59E-02,2.98E-02,-2.22764886
103.328,2.59E-02,3.01E-02,-2.226023236
103.329,2.59E-02,3.04E-02,-2.224385273
103.33,2.59E-02,3.07E-02,-2.22276873
103.331,2.59E-02,3.10E-02,-2.221124014
103.332,2.59E-02,3.13E-02,-2.219493967
103.333,2.59E-02,3.16E-02,-2.217832953
103.334,2.59E-02,3.19E-02,-2.216185909
103.33501,2.59E-02,3.22E-02,-2.214502543
103.33601,2.60E-02,3.25E-02,-2.212827792
103.33701,2.60E-02,3.28E-02,-2.211150946
103.33801,2.60E-02,3.31E-02,-2.209474333
103.339,2.60E-02,3.34E-02,-2.207770012
103.34,2.60E-02,3.37E-02,-2.20608362
103.341,0.025991702,3.40E-02,-2.204371383
103.342,2.60E-02,3.43E-02,-2.202673582
103.343,2.60E-02,0.034598219,-2.200938063
103.344,2.60E-02,3.49E-02,-2.199230483
103.345,2.60E-02,3.52E-02,-2.197490074
103.346,2.60E-02,3.55E-02,-2.195751062
103.347,2.60E-02,3.58E-02,-2.194010653
103.348,2.60E-02,3.61E-02,-2.192269545
103.34901,2.61E-02,3.64E-02,-2.190484898
103.35001,2.61E-02,3.67E-02,-2.188725863
103.35101,2.61E-02,3.70E-02,-2.186946571
103.35201,2.61E-02,3.73E-02,-2.185174031
103.353,2.61E-02,3.76E-02,-2.183382399
103.354,2.61E-02,3.79E-02,-2.181590302
103.355,2.61E-02,3.82E-02,-2.179794246
103.356,2.61E-02,3.85E-02,-2.177977003
103.357,2.61E-02,3.88E-02,-2.176174428
103.358,2.61E-02,3.91E-02,-2.174349269
103.359,2.61E-02,3.94E-02,-2.172527835
103.36,2.61E-02,0.039731,-2.170688473
103.361,2.61E-02,4.00E-02,-2.168854
103.362,2.62E-02,4.03E-02,-2.167008817
103.36301,2.62E-02,4.07E-02,-2.165140584
103.36401,2.62E-02,4.10E-02,-2.163286321
103.36501,2.62E-02,4.13E-02,-2.161429264
103.366,2.62E-02,4.16E-02,-2.159540076
103.367,2.62E-02,4.19E-02,-2.157676965
103.368,2.62E-02,4.22E-02,-2.155781724
103.369,2.62E-02,4.25E-02,-2.153898356
103.37,0.026211716,4.28E-02,-2.15198705
103.371,2.62E-02,0.04312666,-2.150085522
103.372,2.62E-02,4.34E-02,-2.148170955
103.373,2.62E-02,4.38E-02,-2.146250801
103.374,2.62E-02,4.41E-02,-2.144322731
103.375,2.62E-02,4.44E-02,-2.142391866
103.376,2.63E-02,4.47E-02,-2.140444471
103.37701,2.63E-02,4.50E-02,-2.13848846
103.37801,2.63E-02,4.53E-02,-2.136529423
103.37901,2.63E-02,4.56E-02,-2.134582028
103.38,2.63E-02,4.60E-02,-2.1326188
103.381,2.63E-02,4.63E-02,-2.130639972
103.382,2.63E-02,4.66E-02,-2.128666034
103.383,2.63E-02,4.69E-02,-2.126669046
103.384,2.63E-02,4.73E-02,-2.124689054
103.385,2.63E-02,4.76E-02,-2.122681355
103.386,0.026318135,4.79E-02,-2.120670397
103.387,0.02632435,4.82E-02,-2.118661534
103.388,2.63E-02,4.86E-02,-2.116652671
103.389,2.63E-02,4.89E-02,-2.114628907
103.39,2.63E-02,4.92E-02,-2.112579765
103.39101,2.63E-02,4.96E-02,-2.110528294
103.39201,2.64E-02,0.049912396,-2.108484972
103.39301,2.64E-02,5.03E-02,-2.106421394
103.394,2.64E-02,0.050594266,-2.104373649
103.395,2.64E-02,5.09E-02,-2.102297731
103.396,2.64E-02,5.13E-02,-2.100243466
103.397,2.64E-02,0.051634637,-2.098148456
103.398,2.64E-02,5.20E-02,-2.096073469
103.399,2.64E-02,5.23E-02,-2.093980089
103.4,2.64E-02,5.27E-02,-2.091879258
103.401,2.64E-02,5.31E-02,-2.089776797
103.402,2.64E-02,5.34E-02,-2.087667817
103.403,2.64E-02,5.38E-02,-2.085546963
103.404,2.64E-02,5.42E-02,-2.083422383
103.40501,2.64E-02,5.45E-02,-2.081261948
103.40601,2.64E-02,5.49E-02,-2.079127589
103.40701,2.64E-02,5.53E-02,-2.076978562
103.408,2.64E-02,5.57E-02,-2.074822085
103.409,2.65E-02,5.61E-02,-2.072667703
103.41,2.65E-02,0.05646902,-2.070489572
103.411,2.65E-02,5.69E-02,-2.068330534
103.412,2.65E-02,0.057270434,-2.066161018
103.413,2.65E-02,5.77E-02,-2.063967055
103.414,2.65E-02,5.81E-02,-2.061768435
103.415,2.65E-02,5.85E-02,-2.059578663
103.416,0.026488509,5.90E-02,-2.057367936
103.417,2.65E-02,5.94E-02,-2.055167221
103.418,2.65E-02,5.98E-02,-2.052934142
103.41901,2.65E-02,6.03E-02,-2.050699666
103.42001,0.026508255,6.08E-02,-2.048462396
103.42101,0.026513023,6.12E-02,-2.046222566
103.422,2.65E-02,6.17E-02,-2.043978544
103.423,2.65E-02,6.22E-02,-2.041734755
103.424,2.65E-02,6.27E-02,-2.039461164
103.425,2.65E-02,6.32E-02,-2.037201542
103.426,2.65E-02,6.37E-02,-2.034922363
103.427,2.65E-02,6.42E-02,-2.032644348
103.428,0.0265457,6.48E-02,-2.030353528
103.429,2.65E-02,6.53E-02,-2.028049435
103.43,2.66E-02,6.59E-02,-2.025756286
103.431,2.66E-02,6.65E-02,-2.023445908
103.43201,2.66E-02,6.70E-02,-2.021119464
103.43301,2.66E-02,6.77E-02,-2.018789062
103.43401,2.66E-02,6.83E-02,-2.016469603
103.43501,2.66E-02,0.068922687,-2.014126396
103.436,2.66E-02,6.96E-02,-2.011779463
103.437,2.66E-02,0.070255235,-2.0094309
103.438,2.66E-02,7.10E-02,-2.007073723
103.439,2.66E-02,7.17E-02,-2.004691632
103.44,2.66E-02,7.24E-02,-2.002327703
103.441,2.66E-02,7.32E-02,-1.999944448
103.442,2.66E-02,7.40E-02,-1.99755514
103.443,2.66E-02,7.48E-02,-1.99516234
103.444,2.66E-02,7.56E-02,-1.992766047
103.445,2.66E-02,7.65E-02,-1.990332501
103.44601,0.026618455,7.74E-02,-1.987898489
103.44701,2.66E-02,7.83E-02,-1.985477516
103.44801,2.66E-02,7.93E-02,-1.983030699
103.44901,2.66E-02,8.03E-02,-1.980584348
103.45,0.02663216,8.14E-02,-1.978128683
103.451,2.66E-02,8.25E-02,-1.975658117
103.452,2.66E-02,8.36E-02,-1.973195001
103.453,2.66E-02,8.49E-02,-1.970707672
103.454,2.66E-02,8.61E-02,-1.968195429
103.455,2.66E-02,8.74E-02,-1.965708099
103.456,2.67E-02,8.88E-02,-1.963183982
103.457,2.67E-02,9.03E-02,-1.960656838
103.458,2.67E-02,9.19E-02,-1.958120614
