Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.8,6.72E-03,-0.532684615,-1.532445662
99.801,6.74E-03,-0.532731356,-1.532459166
99.802,6.76E-03,-0.532778271,-1.532470807
99.803,6.77E-03,-0.532822625,-1.53246976
99.804,6.79E-03,-0.532867969,-1.532478025
99.805,6.80E-03,-0.532915175,-1.532491297
99.806,6.82E-03,-0.53295953,-1.532490831
99.80701,6.84E-03,-0.533006154,-1.532497467
99.80801,6.85E-03,-0.533051614,-1.532496535
99.80901,6.87E-03,-0.533096259,-1.532499329
99.81001,6.88E-03,-0.533139566,-1.53249735
99.811,6.90E-03,-0.533184735,-1.532493508
99.812,6.92E-03,-0.533227401,-1.532488852
99.813,6.93E-03,-0.533272221,-1.532484777
99.814,6.95E-03,-0.533315586,-1.532477792
99.815,6.96E-03,-0.533359242,-1.532468596
99.816,6.98E-03,-0.533402199,-1.532458235
99.817,6.99E-03,-0.533443992,-1.532444963
99.818,7.01E-03,-0.533487182,-1.532430993
99.819,7.03E-03,-0.533528335,-1.532414462
99.82,7.04E-03,-0.533572747,-1.532400958
99.82101,7.06E-03,-0.533613143,-1.532379421
99.82201,7.07E-03,-0.533655228,-1.532361144
99.82301,7.09E-03,-0.5336951,-1.532337861
99.82401,7.11E-03,-0.533737824,-1.532315277
99.825,7.12E-03,-0.533777056,-1.532288734
99.826,7.14E-03,-0.533817045,-1.532262773
99.827,7.15E-03,-0.533856452,-1.532235648
99.828,7.17E-03,-0.533897255,-1.532206195
99.829,7.18E-03,-0.533935789,-1.53217616
99.83,7.20E-03,-0.533975195,-1.532145659
99.831,7.22E-03,-0.534012914,-1.532106195
99.832,7.23E-03,-0.534052262,-1.532073482
99.833,7.25E-03,-0.534090679,-1.532039605
99.834,7.26E-03,-0.534129329,-1.532001072
99.83501,7.28E-03,-0.534166466,-1.531959046
99.83601,7.30E-03,-0.534202962,-1.531913294
99.83701,7.31E-03,-0.5342394,-1.531869406
99.83801,7.33E-03,-0.534276711,-1.53183064
99.839,7.34E-03,-0.534311403,-1.531778136
99.84,7.36E-03,-0.534346851,-1.53173029
99.841,7.37E-03,-0.534383056,-1.531684771
99.842,7.39E-03,-0.534418039,-1.531630987
99.843,7.41E-03,-0.534454128,-1.531578484
99.844,7.42E-03,-0.534488587,-1.531525981
99.845,7.44E-03,-0.534522464,-1.531468122
99.846,7.45E-03,-0.534556631,-1.531411661
99.847,7.47E-03,-0.534589519,-1.531353802
99.848,7.49E-03,-0.534624094,-1.531293616
99.84901,7.50E-03,-0.534655759,-1.531231683
99.85001,7.52E-03,-0.534688414,-1.531166723
99.85101,7.53E-03,-0.53472002,-1.53110479
99.85201,7.55E-03,-0.534752267,-1.53104146
99.853,7.56E-03,-0.534783001,-1.530970447
99.854,7.58E-03,-0.534813735,-1.530903159
99.855,7.60E-03,-0.534846156,-1.530838083
99.856,7.61E-03,-0.53487526,-1.530761132
99.857,7.63E-03,-0.534905004,-1.530691865
99.858,7.64E-03,-0.534933817,-1.530617243
99.859,7.66E-03,-0.534962339,-1.5305368
99.86,7.67E-03,-0.534988532,-1.530456706
99.861,7.69E-03,-0.535017753,-1.530378009
99.862,7.71E-03,-0.53504575,-1.530298847
99.86301,7.72E-03,-0.535071595,-1.530219452
99.86401,7.74E-03,-0.535098603,-1.530131558
99.86501,7.75E-03,-0.535125029,-1.530051348
99.866,7.77E-03,-0.535149709,-1.529964735
99.867,7.78E-03,-0.535173458,-1.529872767
99.868,7.80E-03,-0.535198371,-1.529788133
99.869,7.82E-03,-0.535221188,-1.529696863
99.87,7.83E-03,-0.535242318,-1.529600588
99.871,7.85E-03,-0.535264611,-1.529508503
99.872,7.86E-03,-0.535286381,-1.529415254
99.873,7.88E-03,-0.53530786,-1.529321424
99.874,7.89E-03,-0.535327476,-1.529222587
99.875,7.91E-03,-0.535346568,-1.529123983
99.876,0.00792622,-0.535362109,-1.529016416
99.87701,7.94E-03,-0.535382016,-1.52892468
99.87801,7.96E-03,-0.535396975,-1.528816763
99.87901,7.97E-03,-0.535412051,-1.528711058
99.88,7.99E-03,-0.535427709,-1.528607332
99.881,8.00E-03,-0.535442377,-1.528502791
99.882,8.02E-03,-0.535453786,-1.528386725
99.883,8.04E-03,-0.53546502,-1.528277993
99.884,8.05E-03,-0.535476604,-1.528167748
99.885,8.07E-03,-0.53548615,-1.528059016
99.886,8.08E-03,-0.535493076,-1.527944813
99.887,8.10E-03,-0.535502099,-1.527831308
99.888,8.11E-03,-0.535507919,-1.527717337
99.889,8.13E-03,-0.535510189,-1.527599059
99.89,8.15E-03,-0.535514206,-1.52748113
99.89101,8.16E-03,-0.535516243,-1.527365996
99.89201,8.18E-03,-0.535517,-1.527246088
99.89301,8.19E-03,-0.535514206,-1.527125598
99.894,8.21E-03,-0.535511645,-1.527008368
99.895,8.22E-03,-0.535504369,-1.526879496
99.896,8.24E-03,-0.535499887,-1.526762266
99.897,8.26E-03,-0.535487779,-1.52663351
99.898,8.27E-03,-0.535475905,-1.526504406
99.899,8.29E-03,-0.535463158,-1.526379609
99.9,8.30E-03,-0.535447965,-1.526256674
99.901,8.32E-03,-0.535428175,-1.526122331
99.902,8.33E-03,-0.535408442,-1.525998116
99.903,8.35E-03,-0.535384053,-1.52586645
99.904,8.36E-03,-0.535358442,-1.525737112
99.90501,8.38E-03,-0.535328931,-1.525607309
99.90601,0.008396384,-0.535294937,-1.525471569
99.90701,8.41E-03,-0.535259431,-1.525340951
99.908,8.43E-03,-0.535220141,-1.525212778
99.909,8.44E-03,-0.535177533,-1.525079133
99.91,8.46E-03,-0.53513184,-1.524951193
99.911,8.47E-03,-0.535081781,-1.524818246
99.912,8.49E-03,-0.53502596,-1.524680294
99.913,8.51E-03,-0.534967694,-1.524552121
99.914,8.52E-03,-0.534901395,-1.524415566
99.915,8.54E-03,-0.534835563,-1.52428716
99.916,8.55E-03,-0.534761057,-1.52415561
99.917,8.57E-03,-0.534681953,-1.524024643
99.918,8.58E-03,-0.534595747,-1.523885294
99.91901,8.60E-03,-0.534506456,-1.523757703
99.92001,8.61E-03,-0.534408842,-1.523622661
99.92101,8.63E-03,-0.534304767,-1.523490064
99.922,0.008645911,-0.534197199,-1.523366547
99.923,8.66E-03,-0.534078921,-1.523235464
99.924,8.68E-03,-0.533954299,-1.523107523
99.925,8.69E-03,-0.533822458,-1.522984006
99.926,8.71E-03,-0.533680723,-1.522856648
99.927,8.72E-03,-0.533529615,-1.522731851
99.928,8.74E-03,-0.533369719,-1.522612758
99.929,8.75E-03,-0.533203071,-1.522495528
99.93,8.77E-03,-0.533022394,-1.522377017
99.931,8.79E-03,-0.532833743,-1.522263046
99.93201,8.80E-03,-0.532631762,-1.52214861
99.93301,8.82E-03,-0.53241814,-1.522038481
99.93401,8.83E-03,-0.5321934,-1.52193266
99.93501,8.85E-03,-0.531953643,-1.521827653
99.936,8.86E-03,-0.531698635,-1.521725324
99.937,8.88E-03,-0.531428785,-1.521621947
99.938,8.89E-03,-0.53114607,-1.521532657
99.939,8.91E-03,-0.530841644,-1.521439524
99.94,8.93E-03,-0.530524761,-1.521350816
99.941,8.94E-03,-0.530188438,-1.521273283
99.942,8.96E-03,-0.529829587,-1.521198079
99.943,8.97E-03,-0.529450539,-1.521124621
99.944,8.99E-03,-0.529049197,-1.52106327
99.945,9.00E-03,-0.528624398,-1.521014143
99.94601,9.02E-03,-0.528171193,-1.520955237
99.94701,9.03E-03,-0.527691911,-1.520914491
99.94801,9.05E-03,-0.527184166,-1.520884689
99.94901,9.06E-03,-0.526643184,-1.520857681
99.95,9.08E-03,-0.526067859,-1.520845457
99.951,9.10E-03,-0.525456271,-1.520840684
99.952,9.11E-03,-0.52480353,-1.520848251
99.953,9.13E-03,-0.524109928,-1.520877471
99.954,9.14E-03,-0.523366791,-1.520910999
99.955,9.16E-03,-0.522571674,-1.520963036
99.956,9.17E-03,-0.521718059,-1.521030092
99.957,9.19E-03,-0.52080286,-1.521117054
