Structure Acceleration, RAO-Based Response,,
Line A: Structure Acceleration, RAO-Based Response - Global RZ (Trimaran) [?s²],,
Line B: Structure Acceleration, RAO-Based Response - Global Y (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
Line C: Structure Acceleration, RAO-Based Response - Global X (Trimaran - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [mm/s²],,
,,,
*Time (s),Line A (?s?,Line B (mm/s?,Line C (mm/s?
99.3,1.05E-02,-0.58320706,-1.845229068
99.301,1.05E-02,-0.583230052,-1.84498122
99.302,1.06E-02,-0.583252579,-1.844728366
99.303,1.06E-02,-0.583274057,-1.844471204
99.304,1.06E-02,-0.5832967,-1.844216255
99.305,0.010620667,-0.583315908,-1.843950129
99.306,1.06E-02,-0.583339366,-1.843692618
99.30701,1.07E-02,-0.583359564,-1.843425212
99.30801,1.07E-02,-0.583379471,-1.843157108
99.30901,1.07E-02,-0.58340258,-1.84289855
99.31001,1.07E-02,-0.583419402,-1.842621365
99.311,1.07E-02,-0.583438959,-1.842347672
99.312,1.08E-02,-0.583456364,-1.842072816
99.313,1.08E-02,-0.583476678,-1.841798541
99.314,1.08E-02,-0.583494781,-1.841517864
99.315,1.08E-02,-0.583514513,-1.841243822
99.316,1.09E-02,-0.583529938,-1.840954763
99.317,1.09E-02,-0.583546585,-1.840667101
99.318,1.09E-02,-0.583564688,-1.840385143
99.319,0.010912387,-0.583581685,-1.840096433
99.32,0.010933131,-0.583596586,-1.839799574
99.32101,1.10E-02,-0.583613932,-1.839511329
99.32201,1.10E-02,-0.583628775,-1.839211909
99.32301,1.10E-02,-0.583643501,-1.838918193
99.32401,1.10E-02,-0.583658461,-1.838617143
99.325,1.10E-02,-0.58367243,-1.838311553
99.326,1.11E-02,-0.583687972,-1.838013995
99.327,1.11E-02,-0.583700021,-1.83770305
99.328,1.11E-02,-0.583713583,-1.837395015
99.329,1.11E-02,-0.583726855,-1.837091055
99.33,1.11E-02,-0.583739835,-1.836777432
99.331,1.12E-02,-0.583751069,-1.836459967
99.332,1.12E-02,-0.583762652,-1.836148556
99.333,1.12E-02,-0.583776098,-1.835834817
99.334,0.011223404,-0.583787099,-1.835517585
99.33501,1.12E-02,-0.583796296,-1.835186151
99.33601,0.011264837,-0.583806599,-1.834862283
99.33701,1.13E-02,-0.583817309,-1.834542374
99.33801,1.13E-02,-0.583826099,-1.834211987
99.339,1.13E-02,-0.583834131,-1.833878108
99.34,0.011347447,-0.583842339,-1.833549235
99.341,1.14E-02,-0.583850488,-1.833214541
99.342,1.14E-02,-0.583858287,-1.832876122
99.343,1.14E-02,-0.583865389,-1.832539565
99.344,1.14E-02,-0.583873945,-1.832202892
99.345,1.15E-02,-0.583878427,-1.831857953
99.346,1.15E-02,-0.583884714,-1.831512782
99.347,1.15E-02,-0.583890185,-1.831166795
99.348,0.011512378,-0.583895424,-1.830820343
99.34901,1.15E-02,-0.58390206,-1.830471563
99.35001,1.16E-02,-0.583903689,-1.83011184
99.35101,1.16E-02,-0.583906774,-1.829761663
99.35201,1.16E-02,-0.583911256,-1.829406712
99.353,1.16E-02,-0.58391178,-1.829046523
99.354,1.16E-02,-0.583914341,-1.828686101
99.355,1.17E-02,-0.583916728,-1.828324399
99.356,1.17E-02,-0.583916612,-1.827962697
99.357,0.011697406,-0.583917485,-1.827595523
99.358,1.17E-02,-0.583917252,-1.827225904
99.359,1.17E-02,-0.583916088,-1.826857682
99.36,1.18E-02,-0.583915564,-1.826485968
99.361,1.18E-02,-0.583914225,-1.826111344
99.362,1.18E-02,-0.583909452,-1.825733692
99.36301,1.18E-02,-0.583908113,-1.825355459
99.36401,1.18E-02,-0.583903922,-1.824977342
99.36501,1.19E-02,-0.583900139,-1.824593521
99.366,1.19E-02,-0.583893736,-1.824206905
99.367,0.011902223,-0.583887915,-1.82382646
99.368,0.011922718,-0.583880057,-1.82343286
99.369,1.19E-02,-0.583875109,-1.823050086
99.37,1.20E-02,-0.583865156,-1.822656137
99.371,1.20E-02,-0.583857414,-1.822262886
99.372,1.20E-02,-0.583848159,-1.821867656
99.373,1.20E-02,-0.583837274,-1.821473939
99.374,1.20E-02,-0.583827146,-1.821077429
99.375,1.21E-02,-0.583813118,-1.820671139
99.376,1.21E-02,-0.58379746,-1.820266247
99.37701,1.21E-02,-0.583784713,-1.819862286
99.37801,1.21E-02,-0.583769695,-1.81946042
99.37901,0.012147281,-0.583753863,-1.819051336
99.38,1.22E-02,-0.583734945,-1.818637713
99.381,1.22E-02,-0.583714864,-1.818227
99.382,1.22E-02,-0.583695772,-1.817814191
99.383,1.22E-02,-0.583673478,-1.817395096
99.384,0.01224885,-0.583651883,-1.816984382
99.385,1.23E-02,-0.583628251,-1.816565171
99.386,1.23E-02,-0.583601999,-1.816141652
99.387,1.23E-02,-0.583576038,-1.815725816
99.388,1.23E-02,-0.583548099,-1.815302065
99.389,1.24E-02,-0.583518471,-1.814877498
99.39,1.24E-02,-0.583486224,-1.814453048
99.39101,1.24E-02,-0.583451299,-1.814016257
99.39201,1.24E-02,-0.583417073,-1.813593786
99.39301,1.24E-02,-0.583379238,-1.813159324
99.394,1.25E-02,-0.583339657,-1.812727074
99.395,1.25E-02,-0.583297166,-1.812294824
99.396,1.25E-02,-0.583253568,-1.811857917
99.397,1.25E-02,-0.583207118,-1.811420079
99.398,1.25E-02,-0.583158049,-1.810986199
99.399,1.26E-02,-0.583106768,-1.810546266
99.4,1.26E-02,-0.583051413,-1.810101792
99.401,1.26E-02,-0.582996232,-1.809666282
99.402,1.26E-02,-0.582935521,-1.809219248
99.403,1.26E-02,-0.582873065,-1.80878106
99.404,1.27E-02,-0.582806533,-1.808333327
99.40501,0.012674194,-0.582736044,-1.807881868
99.40601,1.27E-02,-0.582662295,-1.80743658
99.40701,1.27E-02,-0.582585693,-1.80698873
99.408,1.27E-02,-0.582503213,-1.806537271
99.409,1.28E-02,-0.58242149,-1.806097454
99.41,1.28E-02,-0.582329114,-1.805641456
99.411,1.28E-02,-0.582234177,-1.805186854
99.412,1.28E-02,-0.582135341,-1.804741914
99.413,1.28E-02,-0.582030159,-1.804285916
99.414,1.29E-02,-0.581922941,-1.80384249
99.415,0.012875416,-0.581807632,-1.803387888
99.416,1.29E-02,-0.581684348,-1.802928979
99.417,1.29E-02,-0.58155827,-1.802483108
99.418,1.29E-02,-0.581424276,-1.802028622
99.41901,1.30E-02,-0.581283937,-1.801572158
99.42001,1.30E-02,-0.581136206,-1.801122562
99.42101,1.30E-02,-0.580979628,-1.800667262
99.422,1.30E-02,-0.58081653,-1.800217549
99.423,1.30E-02,-0.580644934,-1.799766091
99.424,1.31E-02,-0.58046449,-1.79931405
99.425,1.31E-02,-0.580273976,-1.798865735
99.426,1.31E-02,-0.580076477,-1.798423822
99.427,0.0131158,-0.579865999,-1.797973644
99.428,1.31E-02,-0.579645101,-1.797528705
99.429,0.013155747,-0.579413958,-1.797083649
99.43,1.32E-02,-0.579170533,-1.796639175
99.431,1.32E-02,-0.578914769,-1.796201454
99.43201,1.32E-02,-0.578645733,-1.795759075
99.43301,0.013235561,-0.578363892,-1.795328571
99.43401,1.33E-02,-0.578066101,-1.794891781
99.43501,0.013275427,-0.577753584,-1.79445988
99.436,1.33E-02,-0.577421975,-1.794029493
99.437,1.33E-02,-0.577079598,-1.793612726
99.438,1.33E-02,-0.576711493,-1.793182804
99.439,1.34E-02,-0.576328195,-1.792771393
99.44,1.34E-02,-0.575923943,-1.792358817
99.441,1.34E-02,-0.575498038,-1.791947871
99.442,1.34E-02,-0.57504978,-1.791550894
99.443,1.34E-02,-0.574576727,-1.79115287
99.444,1.35E-02,-0.574076839,-1.790759852
99.445,1.35E-02,-0.573547441,-1.790374634
99.44601,1.35E-02,-0.572992139,-1.789996284
99.44701,1.35E-02,-0.572403136,-1.789630041
99.44801,0.013532761,-0.571781711,-1.78927253
99.44901,0.013552425,-0.571121171,-1.78891758
99.45,1.36E-02,-0.570420816,-1.788578928
99.451,1.36E-02,-0.56968024,-1.788250403
99.452,1.36E-02,-0.568890944,-1.787928864
99.453,1.36E-02,-0.568051706,-1.787627814
99.454,1.37E-02,-0.56716078,-1.787341083
99.455,1.37E-02,-0.566207047,-1.787068089
99.456,1.37E-02,-0.565185444,-1.786815585
99.457,1.37E-02,-0.564094749,-1.78658287
99.458,1.37E-02,-0.562921341,-1.786365872
